Orthogroup	Junonia_coenia	Danaus_plexippus
OG0009699	JC_05051-RA	DPOGS205837-PA
OG0009700	JC_08639-RA	DPOGS201833-PA
OG0009701	JC_05057-RA	DPOGS205834-PA
OG0009702	JC_13433-RA	DPOGS212908-PA
OG0009703	JC_04325-RA	DPOGS206729-PA
OG0009704	JC_01712-RA	DPOGS202980-PA
OG0009705	JC_11635-RA	DPOGS206839-PA
OG0009706	JC_01713-RA	DPOGS203032-PA
OG0009707	JC_04319-RA	DPOGS206726-PA
OG0009708	JC_08634-RA	DPOGS201905-PA
OG0009709	JC_01657-RA	DPOGS203368-PA
OG0009710	JC_04316-RA	DPOGS206725-PA, DPOGS212423-PA
OG0009712	JC_11553-RA	DPOGS207141-PA
OG0009713	JC_04313-RA	DPOGS212425-PA
OG0009714	JC_05073-RA	DPOGS202467-PA
OG0009715	JC_08633-RA	DPOGS201835-PA
OG0009716	JC_04310-RA	DPOGS212419-PA
OG0009717	JC_08627-RA	DPOGS201901-PA
OG0009718	JC_08626-RA	DPOGS201836-PA
OG0009719	JC_01727-RA	DPOGS202975-PA
OG0009720	JC_11560-RA	DPOGS207138-PA
OG0009721	JC_04302-RA	DPOGS212429-PA
OG0009722	JC_08619-RA	DPOGS201898-PA
OG0009723	JC_04299-RA	DPOGS212414-PA
OG0009724	JC_04298-RA	DPOGS212430-PA
OG0009725	JC_01625-RA	DPOGS202989-PA
OG0009726	JC_08615-RA	DPOGS201894-PA
OG0009727	JC_04295-RA	DPOGS212432-PA
OG0009728	JC_04294-RA	DPOGS212412-PA
OG0009729	JC_04293-RA	DPOGS212433-PA
OG0009730	JC_04291-RA	DPOGS212411-PA
OG0009731	JC_11572-RA	DPOGS207135-PA
OG0009732	JC_00958-RA	DPOGS201542-PA
OG0009733	JC_09167-RA	DPOGS210234-PA
OG0009734	JC_09168-RA	DPOGS210236-PA
OG0009735	JC_04284-RA	DPOGS212409-PA
OG0009736	JC_08609-RA	DPOGS201887-PA
OG0009737	JC_04282-RA	DPOGS212438-PA
OG0009738	JC_00083-RA	DPOGS202410-PA
OG0009740	JC_01725-RA	DPOGS203035-PA
OG0009741	JC_08604-RA	DPOGS201885-PA
OG0009742	JC_11589-RA	DPOGS206825-PA
OG0009743	JC_08602-RA	DPOGS201883-PA
OG0009744	JC_02946-RA	DPOGS209391-PA
OG0009745	JC_13397-RA	DPOGS211723-PA
OG0009745	JC_13396-RA	DPOGS211724-PA
OG0009746	JC_04267-RA	DPOGS212448-PA
OG0009747	JC_02947-RA	DPOGS209390-PA
OG0009748	JC_04266-RA	DPOGS212449-PA
OG0009749	JC_02948-RA	DPOGS209352-PA
OG0009752	JC_11591-RA	DPOGS207128-PA
OG0009755	JC_08583-RA	DPOGS201855-PA
OG0009756	JC_13386-RA	DPOGS214959-PA
OG0009757	JC_02781-RA	DPOGS205631-PA
OG0009758	JC_02777-RA	DPOGS205632-PA
OG0009760	JC_09177-RA	DPOGS202761-PA
OG0009762	JC_13377-RA	DPOGS215157-PA
OG0009763	JC_01685-RA	DPOGS208385-PA
OG0009765	JC_00025-RA	DPOGS200014-PA
OG0009766	JC_00999-RA	DPOGS201453-PA
OG0009768	JC_04242-RA	DPOGS200168-PA
OG0009770	JC_13368-RA	DPOGS214833-PA
OG0009772	JC_02754-RA	DPOGS214783-PA
OG0009773	JC_02752-RA	DPOGS214782-PA
OG0009774	JC_08550-RA	DPOGS201573-PA
OG0009775	JC_02748-RA	DPOGS212211-PA
OG0009776	JC_01737-RA	DPOGS208371-PA
OG0009778	JC_01006-RA	DPOGS201448-PA
OG0009781	JC_00141-RA	DPOGS211456-PA
OG0009783	JC_00139-RA	DPOGS211451-PA
OG0009784	JC_00134-RA	DPOGS211445-PA
OG0009785	JC_01028-RA	DPOGS201514-PA
OG0009786	JC_01029-RA	DPOGS201512-PA, DPOGS201513-PA
OG0009787	JC_01030-RA	DPOGS201510-PA
OG0009792	JC_01309-RA	DPOGS215627-PA, DPOGS202346-PA
OG0009793	JC_15821-RA	DPOGS211665-PA, DPOGS202133-PA
OG0009794	JC_06018-RA	DPOGS205254-PA
OG0009795	JC_14292-RA	DPOGS212228-PA
OG0009796	JC_08644-RA	DPOGS201912-PA, DPOGS212187-PA, DPOGS214785-PA
OG0009798	JC_00425-RA	DPOGS208652-PA
OG0009799	JC_11034-RA	DPOGS215265-PA
OG0009800	JC_07437-RA	DPOGS200809-PA
OG0009801	JC_13155-RA	DPOGS212492-PA
OG0009802	JC_10188-RA	DPOGS214015-PA
OG0009803	JC_11339-RA	DPOGS208097-PA, DPOGS208096-PA
OG0009804	JC_12471-RA	DPOGS211313-PA, DPOGS211315-PA
OG0009805	JC_13623-RA	DPOGS209531-PA
OG0009806	JC_13333-RA	DPOGS209050-PA
OG0009807	JC_16005-RA	DPOGS214555-PA
OG0009808	JC_14636-RA	DPOGS213367-PA
OG0009809	JC_16562-RA, JC_16561-RA	DPOGS206206-PA
OG0009810	JC_00079-RA	DPOGS202407-PA
OG0009811	JC_12760-RA	DPOGS214723-PA
OG0009812	JC_17056-RA	DPOGS201588-PA
OG0009813	JC_02759-RA	DPOGS205644-PA
OG0009814	JC_17026-RA	DPOGS203885-PA
OG0009815	JC_04369-RA	DPOGS204767-PA
OG0009816	JC_15217-RA	DPOGS205137-PA
OG0009817	JC_14143-RA	DPOGS204630-PA
OG0009818	JC_00597-RA	DPOGS213103-PA
OG0009819	JC_14250-RA	DPOGS211744-PA
OG0009820	JC_00376-RA	DPOGS203070-PA
OG0009821	JC_06204-RA	DPOGS204116-PA
OG0009822	JC_07252-RA	DPOGS212366-PA
OG0009823	JC_14779-RA	DPOGS212189-PA
OG0009824	JC_01128-RA	DPOGS201746-PA
OG0009826	JC_10386-RA, JC_10384-RA, JC_10385-RA, JC_10387-RA	DPOGS202899-PA
OG0009827	JC_10049-RA	DPOGS215932-PA
OG0009828	JC_06585-RA	DPOGS208313-PA
OG0009829	JC_13720-RA	DPOGS206422-PA
OG0009830	JC_07622-RA	DPOGS206455-PA
OG0009831	JC_07165-RA	DPOGS206172-PA
OG0009832	JC_00142-RA	DPOGS211440-PA
OG0009833	JC_06887-RA	DPOGS213557-PA
OG0009834	JC_10212-RA	DPOGS208399-PA
OG0009835	JC_13732-RA	DPOGS209312-PA
OG0009836	JC_06086-RA	DPOGS210556-PA
OG0009837	JC_02894-RA	DPOGS211919-PA
OG0009838	JC_07899-RA	DPOGS205713-PA
OG0009839	JC_08323-RA	DPOGS214197-PA
OG0009840	JC_05643-RA	DPOGS206257-PA
OG0009841	JC_08885-RA	DPOGS201039-PA
OG0009843	JC_09691-RA	DPOGS212618-PA
OG0009844	JC_09803-RA	DPOGS209464-PA
OG0009845	JC_04585-RA, JC_04584-RA	DPOGS215892-PA
OG0009846	JC_04785-RA	DPOGS215569-PA
OG0009847	JC_11530-RA	DPOGS204729-PA
OG0009848	JC_02499-RA	DPOGS205180-PA
OG0009849	JC_09322-RA	DPOGS206246-PA
OG0009850	JC_04962-RA	DPOGS205829-PA
OG0009851	JC_09812-RA, JC_09813-RA	DPOGS209469-PA
OG0009852	JC_00918-RA	DPOGS202215-PA
OG0009853	JC_10861-RA	DPOGS200625-PA
OG0009854	JC_09383-RA	DPOGS201997-PA
OG0009855	JC_12695-RA	DPOGS204184-PA
OG0009856	JC_07664-RA	DPOGS207794-PA
OG0009857	JC_08595-RA	DPOGS201877-PA
OG0009858	JC_10862-RA	DPOGS200626-PA
OG0009859	JC_01661-RA, JC_15973-RA	DPOGS203369-PA
OG0009860	JC_17053-RA	DPOGS211498-PA
OG0009861	JC_08339-RA	DPOGS214206-PA
OG0009862	JC_16131-RA	DPOGS210201-PA
OG0009863	JC_08646-RA	DPOGS211477-PA
OG0009864	JC_16132-RA	DPOGS210202-PA
OG0009866	JC_14726-RA	DPOGS206267-PA, DPOGS206268-PA
OG0009867	JC_06370-RA	DPOGS210991-PA
OG0009868	JC_05856-RA	DPOGS205598-PA
OG0009869	JC_00107-RA	DPOGS202176-PA
OG0009870	JC_09162-RA	DPOGS210231-PA
OG0009871	JC_00907-RA, JC_00908-RA	DPOGS202200-PA
OG0009872	JC_14930-RA	DPOGS200231-PA
OG0009873	JC_09822-RA	DPOGS209474-PA
OG0009874	JC_05389-RA	DPOGS209156-PA
OG0009875	JC_02653-RA	DPOGS207455-PA
OG0009876	JC_05642-RA, JC_14405-RA, JC_14382-RA	DPOGS203541-PA
OG0009877	JC_09823-RA	DPOGS209476-PA
OG0009878	JC_13106-RA	DPOGS205004-PA
OG0009879	JC_00397-RA	DPOGS208638-PA
OG0009880	JC_14413-RA	DPOGS203525-PA
OG0009881	JC_02966-RA	DPOGS209387-PA
OG0009883	JC_14701-RA	DPOGS200537-PA
OG0009884	JC_03458-RA	DPOGS205901-PA
OG0009885	JC_01536-RA	DPOGS215698-PA
OG0009886	JC_06047-RA	DPOGS202510-PA
OG0009887	JC_13765-RA	DPOGS207405-PA
OG0009888	JC_00184-RA	DPOGS208703-PA
OG0009889	JC_08350-RA	DPOGS214209-PA
OG0009890	JC_10918-RA	DPOGS209736-PA
OG0009891	JC_02664-RA	DPOGS207451-PA
OG0009892	JC_10487-RA	DPOGS213171-PA
OG0009893	JC_06044-RA	DPOGS202508-PA
OG0009895	JC_10139-RA	DPOGS207508-PA
OG0009896	JC_06635-RA	DPOGS210710-PA
OG0009897	JC_12511-RA	DPOGS202311-PA
OG0009898	JC_06697-RA	DPOGS210358-PA
OG0009899	JC_07188-RA	DPOGS214809-PA
OG0009900	JC_05721-RA	DPOGS208056-PA
OG0009901	JC_05521-RA	DPOGS214537-PA
OG0009902	JC_05074-RA, JC_05072-RA, JC_00766-RA	DPOGS202466-PA
OG0009903	JC_09563-RA	DPOGS213670-PA
OG0009904	JC_05815-RA	DPOGS215406-PA
OG0009905	JC_05816-RA	DPOGS215386-PA
OG0009906	JC_08275-RA	DPOGS215816-PA
OG0009907	JC_14312-RA	DPOGS213461-PA
OG0009908	JC_00816-RA	DPOGS215345-PA
OG0009909	JC_06441-RA	DPOGS211569-PA
OG0009910	JC_02949-RA	DPOGS209354-PA
OG0009911	JC_14425-RA	DPOGS203516-PA
OG0009912	JC_10753-RA	DPOGS216074-PA
OG0009913	JC_15470-RA	DPOGS205499-PA
OG0009914	JC_06924-RA	DPOGS213590-PA
OG0009915	JC_06827-RA	DPOGS212935-PA
OG0009916	JC_01098-RA	DPOGS201921-PA
OG0009917	JC_01596-RA	DPOGS202961-PA
OG0009918	JC_02799-RA	DPOGS205668-PA
OG0009919	JC_08270-RA	DPOGS215839-PA
OG0009920	JC_07515-RA	DPOGS201659-PA
OG0009921	JC_03189-RA	DPOGS213304-PA
OG0009922	JC_14668-RA	DPOGS201708-PA
OG0009923	JC_06572-RA	DPOGS202382-PA
OG0009924	JC_00323-RA	DPOGS204237-PA
OG0009925	JC_12385-RA	DPOGS204198-PA
OG0009926	JC_07294-RA, JC_07293-RA	DPOGS201202-PA
OG0009927	JC_12355-RA	DPOGS214637-PA
OG0009928	JC_05429-RA	DPOGS203172-PA
OG0009929	JC_15763-RA	DPOGS203770-PA
OG0009930	JC_13255-RA	DPOGS214837-PA
OG0009931	JC_12556-RA	DPOGS202331-PA
OG0009932	JC_04755-RA	DPOGS207976-PA
OG0009933	JC_04756-RA	DPOGS207977-PA
OG0009934	JC_15754-RA	DPOGS203727-PA
OG0009935	JC_05245-RA	DPOGS212256-PA
OG0009936	JC_00348-RA	DPOGS204225-PA
OG0009937	JC_07119-RA	DPOGS207263-PA
OG0009938	JC_08260-RA	DPOGS215846-PA
OG0009939	JC_05002-RA, JC_05003-RA	DPOGS211376-PA
OG0009940	JC_04211-RA	DPOGS200185-PA
OG0009941	JC_07170-RA	DPOGS214820-PA
OG0009942	JC_14855-RA	DPOGS215532-PA
OG0009943	JC_07875-RA	DPOGS207493-PA
OG0009944	JC_05295-RA	DPOGS203211-PA
OG0009945	JC_08380-RA	DPOGS214222-PA
OG0009946	JC_05565-RA	DPOGS209207-PA
OG0009947	JC_11070-RA	DPOGS203578-PA
OG0009948	JC_12040-RA	DPOGS206992-PA
OG0009949	JC_00524-RA	DPOGS204409-PA
OG0009950	JC_06838-RA	DPOGS212974-PA
OG0009951	JC_11708-RA	DPOGS212699-PA
OG0009952	JC_06963-RA	DPOGS213614-PA
OG0009953	JC_06969-RA	DPOGS213516-PA
OG0009954	JC_02549-RA	DPOGS211950-PA
OG0009955	JC_08214-RA	DPOGS211102-PA
OG0009956	JC_08859-RA	DPOGS202018-PA
OG0009958	JC_03757-RA	DPOGS212090-PA
OG0009959	JC_01884-RA	DPOGS206129-PA
OG0009960	JC_11761-RA	DPOGS207004-PA
OG0009961	JC_07739-RA	DPOGS207727-PA
OG0009962	JC_07740-RA	DPOGS207726-PA
OG0009963	JC_06987-RA	DPOGS213507-PA
OG0009964	JC_01782-RA	DPOGS203403-PA
OG0009965	JC_11774-RA	DPOGS206928-PA
OG0009966	JC_03320-RA	DPOGS200380-PA
OG0009967	JC_02574-RA	DPOGS211861-PA
OG0009968	JC_00677-RA	DPOGS213148-PA
OG0009969	JC_09542-RA	DPOGS208480-PA
OG0009970	JC_00679-RA	DPOGS213149-PA
OG0009971	JC_01016-RA	DPOGS201521-PA
OG0009972	JC_05606-RA	DPOGS203225-PA
OG0009973	JC_11223-RA	DPOGS206606-PA
OG0009974	JC_02593-RA	DPOGS211977-PA
OG0009975	JC_07760-RA	DPOGS207851-PA
OG0009976	JC_11797-RA	DPOGS207020-PA
OG0009977	JC_03203-RA	DPOGS214692-PA
OG0009978	JC_03198-RA	DPOGS214774-PA
OG0009979	JC_01750-RA	DPOGS203290-PA
OG0009980	JC_04396-RA	DPOGS210035-PA
OG0009981	JC_00940-RA	DPOGS201409-PA
OG0009982	JC_00588-RA	DPOGS204507-PA
OG0009983	JC_01402-RA	DPOGS215778-PA
OG0009984	JC_08475-RA	DPOGS214280-PA
OG0009985	JC_02753-RA	DPOGS214687-PA
OG0009986	JC_01243-RA	DPOGS203811-PA
OG0009987	JC_01339-RA	DPOGS215613-PA
OG0009988	JC_01346-RA	DPOGS215802-PA
OG0009989	JC_01212-RA	DPOGS203672-PA
OG0009990	JC_11617-RA	DPOGS206834-PA
OG0009991	JC_02233-RA	DPOGS207186-PA
OG0009992	JC_02220-RA	DPOGS206784-PA
OG0010018	JC_14831-RA	DPOGS207219-PA
OG0010019	JC_13126-RA	DPOGS204986-PA
OG0010021	JC_14659-RA	DPOGS203537-PA
OG0010022	JC_17050-RA	DPOGS211527-PA
OG0010023	JC_10463-RA	DPOGS213194-PA
OG0010024	JC_12829-RA	DPOGS214698-PA
OG0010025	JC_12828-RA	DPOGS214762-PA
OG0010029	JC_07352-RA	DPOGS206366-PA
OG0010034	JC_13115-RA	DPOGS204975-PA
OG0010035	JC_16443-RA	DPOGS215129-PA
OG0010038	JC_02412-RA	DPOGS209290-PA
OG0010039	JC_02410-RA	DPOGS209294-PA
OG0010041	JC_11488-RA	DPOGS210394-PA
OG0010042	JC_05572-RA	DPOGS209136-PA
OG0010045	JC_07987-RA	DPOGS210907-PA
OG0010047	JC_14605-RA	DPOGS213383-PA
OG0010049	JC_01598-RA	DPOGS202942-PA
OG0010050	JC_01602-RA	DPOGS205545-PA
OG0010054	JC_06753-RA	DPOGS210330-PA
OG0010055	JC_01926-RA	DPOGS206154-PA
OG0010056	JC_16708-RA	DPOGS209113-PA
OG0010059	JC_16207-RA	DPOGS214412-PA
OG0010061	JC_03565-RA	DPOGS210845-PA
OG0010062	JC_12996-RA	DPOGS207364-PA
OG0010067	JC_06239-RA	DPOGS208276-PA
OG0010068	JC_05665-RA	DPOGS202144-PA
OG0010071	JC_16118-RA, JC_11528-RA	DPOGS204711-PA
OG0010073	JC_06226-RA, JC_06225-RA	DPOGS208270-PA
OG0010077	JC_17110-RA	DPOGS215026-PA
OG0010079	JC_06802-RA	DPOGS210388-PA
OG0010085	JC_16127-RA	DPOGS200008-PA
OG0010088	JC_11427-RA	DPOGS205489-PA
OG0010091	JC_04491-RA	DPOGS210074-PA
OG0010092	JC_05516-RA	DPOGS209238-PA, DPOGS209237-PA
OG0010094	JC_05644-RA	DPOGS206255-PA
OG0010096	JC_16625-RA	DPOGS201632-PA
OG0010098	JC_07381-RA, JC_07824-RA	DPOGS206313-PA
OG0010099	JC_03694-RA	DPOGS209629-PA
OG0010102	JC_14877-RA	DPOGS215542-PA
OG0010103	JC_11415-RA	DPOGS202708-PA, DPOGS202571-PA
OG0010104	JC_00790-RA	DPOGS215321-PA
OG0010105	JC_17117-RA	DPOGS201608-PA
OG0010107	JC_06132-RA	DPOGS204433-PA
OG0010111	JC_15623-RA, JC_15622-RA	DPOGS216208-PA
OG0010112	JC_00461-RA, JC_00471-RA, JC_00462-RA	DPOGS211316-PA
OG0010113	JC_10239-RA	DPOGS208333-PA
OG0010114	JC_06119-RA	DPOGS204449-PA
OG0010117	JC_10232-RA	DPOGS210413-PA
OG0010118	JC_14140-RA	DPOGS213332-PA
OG0010120	JC_00834-RA	DPOGS215304-PA
OG0010122	JC_06849-RA	DPOGS212971-PA
OG0010128	JC_14492-RA	DPOGS216155-PA
OG0010130	JC_02291-RA	DPOGS207162-PA
OG0010131	JC_05628-RA	DPOGS203114-PA
OG0010133	JC_12394-RA	DPOGS204156-PA
OG0010145	JC_14422-RA	DPOGS203519-PA
OG0010149	JC_12498-RA	DPOGS202306-PA
OG0010150	JC_16675-RA	DPOGS210640-PA
OG0010153	JC_06219-RA	DPOGS204123-PA
OG0010154	JC_06220-RA	DPOGS209423-PA
OG0010156	JC_14406-RA	DPOGS203540-PA
OG0010157	JC_01939-RA	DPOGS206160-PA
OG0010158	JC_16659-RA	DPOGS203353-PA
OG0010158	JC_16658-RA	DPOGS203354-PA
OG0010161	JC_04404-RA	DPOGS210121-PA
OG0010163	JC_03499-RA	DPOGS210794-PA
OG0010164	JC_01919-RA	DPOGS200098-PA
OG0010168	JC_01928-RA	DPOGS206026-PA
OG0010169	JC_08755-RA	DPOGS209004-PA
OG0010170	JC_16556-RA	DPOGS205342-PA
OG0010172	JC_03786-RA	DPOGS212155-PA
OG0010176	JC_06366-RA	DPOGS210977-PA
OG0010177	JC_06367-RA	DPOGS210988-PA
OG0010178	JC_12450-RA	DPOGS211305-PA
OG0010179	JC_14013-RA	DPOGS209296-PA, DPOGS213755-PA
OG0010182	JC_10140-RA	DPOGS207529-PA
OG0010184	JC_12850-RA	DPOGS207684-PA
OG0010186	JC_12852-RA	DPOGS207681-PA
OG0010188	JC_04552-RA	DPOGS203273-PA
OG0010189	JC_14004-RA	DPOGS213773-PA
OG0010190	JC_04559-RA	DPOGS203259-PA
OG0010191	JC_16060-RA	DPOGS212792-PA
OG0010196	JC_10134-RA	DPOGS207526-PA
OG0010197	JC_07466-RA	DPOGS200704-PA
OG0010198	JC_02239-RA	DPOGS207148-PA
OG0010199	JC_16886-RA	DPOGS205221-PA
OG0010200	JC_03812-RA	DPOGS212143-PA
OG0010201	JC_09577-RA	DPOGS208504-PA
OG0010203	JC_03828-RA	DPOGS212123-PA
OG0010204	JC_10123-RA	DPOGS207523-PA
OG0010205	JC_06045-RA	DPOGS202509-PA
OG0010206	JC_14337-RA	DPOGS213474-PA
OG0010208	JC_07190-RA	DPOGS214799-PA
OG0010215	JC_03456-RA	DPOGS205900-PA
OG0010216	JC_10111-RA	DPOGS214669-PA
OG0010217	JC_13970-RA	DPOGS216093-PA
OG0010218	JC_07449-RA	DPOGS209754-PA
OG0010224	JC_04619-RA	DPOGS215912-PA
OG0010227	JC_16980-RA	DPOGS205382-PA
OG0010228	JC_07520-RA	DPOGS201679-PA
OG0010232	JC_15933-RA	DPOGS203859-PA
OG0010235	JC_01354-RA	DPOGS203779-PA
OG0010236	JC_10060-RA	DPOGS210444-PA
OG0010237	JC_03865-RA	DPOGS208128-PA
OG0010239	JC_12717-RA	DPOGS204191-PA
OG0010240	JC_03428-RA	DPOGS203239-PA
OG0010243	JC_02925-RA, JC_02921-RA	DPOGS215956-PA
OG0010245	JC_14258-RA	DPOGS213412-PA
OG0010247	JC_09531-RA	DPOGS208473-PA
OG0010248	JC_02008-RA	DPOGS201374-PA
OG0010249	JC_16458-RA	DPOGS204918-PA
OG0010251	JC_07651-RA	DPOGS207787-PA
OG0010254	JC_16450-RA	DPOGS213883-PA
OG0010255	JC_07345-RA	DPOGS201185-PA
OG0010261	JC_14268-RA, JC_04592-RA	DPOGS213427-PA
OG0010262	JC_10041-RA	DPOGS210433-PA
OG0010264	JC_14922-RA	DPOGS200251-PA
OG0010266	JC_08902-RA	DPOGS201234-PA
OG0010267	JC_00585-RA	DPOGS204378-PA
OG0010269	JC_08198-RA	DPOGS211107-PA
OG0010270	JC_16927-RA	DPOGS200660-PA
OG0010271	JC_16532-RA	DPOGS214617-PA
OG0010272	JC_10741-RA, JC_01832-RA	DPOGS216066-PA
OG0010274	JC_14909-RA	DPOGS206186-PA
OG0010276	JC_13939-RA, JC_13938-RA	DPOGS213239-PA
OG0010281	JC_09496-RA	DPOGS202812-PA
OG0010282	JC_14294-RA	DPOGS209866-PA
OG0010286	JC_01142-RA	DPOGS203648-PA
OG0010287	JC_09993-RA	DPOGS210484-PA
OG0010289	JC_05987-RA	DPOGS205394-PA
OG0010291	JC_15900-RA	DPOGS212075-PA
OG0010293	JC_08219-RA	DPOGS211214-PA
OG0010295	JC_04675-RA	DPOGS200922-PA
OG0010296	JC_03911-RA	DPOGS203052-PA
OG0010297	JC_05974-RA	DPOGS205422-PA
OG0010298	JC_03917-RA	DPOGS203043-PA
OG0010299	JC_11694-RA	DPOGS201785-PA
OG0010300	JC_06461-RA	DPOGS211587-PA
OG0010301	JC_05377-RA	DPOGS209180-PA
OG0010302	JC_07602-RA	DPOGS201666-PA
OG0010303	JC_02075-RA	DPOGS201360-PA
OG0010305	JC_06883-RA	DPOGS213555-PA
OG0010308	JC_04706-RA	DPOGS207949-PA
OG0010310	JC_05962-RA	DPOGS201078-PA
OG0010312	JC_13200-RA	DPOGS212021-PA
OG0010313	JC_11168-RA	DPOGS214037-PA
OG0010315	JC_02056-RA	DPOGS203998-PA
OG0010317	JC_14700-RA	DPOGS200563-PA
OG0010318	JC_10786-RA	DPOGS207374-PA
OG0010319	JC_14697-RA	DPOGS200540-PA
OG0010321	JC_15799-RA	DPOGS203583-PA
OG0010325	JC_12265-RA	DPOGS214953-PA
OG0010326	JC_14694-RA	DPOGS200556-PA
OG0010328	JC_09855-RA	DPOGS210488-PA
OG0010331	JC_04744-RA	DPOGS207968-PA
OG0010332	JC_09849-RA	DPOGS210521-PA
OG0010333	JC_17214-RA	DPOGS216026-PA
OG0010335	JC_15819-RA	DPOGS201718-PA
OG0010337	JC_08854-RA	DPOGS202059-PA
OG0010338	JC_04021-RA	DPOGS206092-PA
OG0010340	JC_05323-RA	DPOGS203223-PA
OG0010341	JC_09844-RA	DPOGS210518-PA
OG0010342	JC_12120-RA	DPOGS212722-PA
OG0010343	JC_07160-RA	DPOGS207314-PA
OG0010345	JC_11200-RA	DPOGS206699-PA
OG0010348	JC_00507-RA	DPOGS204470-PA
OG0010349	JC_03345-RA	DPOGS204344-PA
OG0010351	JC_11707-RA	DPOGS206873-PA
OG0010354	JC_10752-RA	DPOGS216035-PA
OG0010357	JC_04055-RA	DPOGS205066-PA
OG0010359	JC_02127-RA	DPOGS203333-PA
OG0010362	JC_13734-RA	DPOGS209309-PA
OG0010364	JC_09425-RA	DPOGS214054-PA
OG0010367	JC_04071-RA	DPOGS205087-PA
OG0010371	JC_06509-RA	DPOGS202601-PA
OG0010372	JC_15351-RA	DPOGS211068-PA
OG0010374	JC_04085-RA	DPOGS214021-PA
OG0010375	JC_06519-RA	DPOGS202598-PA
OG0010377	JC_08297-RA	DPOGS206545-PA
OG0010378	JC_11221-RA	DPOGS206605-PA
OG0010379	JC_00313-RA	DPOGS204245-PA
OG0010381	JC_11963-RA	DPOGS206895-PA
OG0010382	JC_13810-RA	DPOGS200571-PA
OG0010386	JC_05269-RA	DPOGS207904-PA
OG0010387	JC_13703-RA	DPOGS206427-PA
OG0010389	JC_14742-RA	DPOGS206292-PA
OG0010390	JC_03276-RA	DPOGS203607-PA
OG0010392	JC_05259-RA	DPOGS212252-PA
OG0010396	JC_08807-RA	DPOGS208872-PA
OG0010398	JC_09391-RA	DPOGS201982-PA
OG0010400	JC_00352-RA	DPOGS204314-PA
OG0010401	JC_08325-RA	DPOGS214178-PA
OG0010402	JC_12281-RA	DPOGS202693-PA
OG0010404	JC_12283-RA	DPOGS202696-PA
OG0010406	JC_10351-RA	DPOGS214317-PA
OG0010411	JC_07116-RA	DPOGS207295-PA
OG0010412	JC_01279-RA	DPOGS203707-PA
OG0010415	JC_10913-RA	DPOGS209739-PA
OG0010416	JC_10917-RA	DPOGS209737-PA
OG0010418	JC_15242-RA	DPOGS201645-PA
OG0010419	JC_04132-RA	DPOGS213025-PA
OG0010425	JC_05235-RA	DPOGS212265-PA
OG0010428	JC_12305-RA, JC_12304-RA	DPOGS204046-PA
OG0010430	JC_05710-RA	DPOGS208051-PA
OG0010434	JC_12041-RA	DPOGS206991-PA
OG0010435	JC_10397-RA	DPOGS202896-PA
OG0010436	JC_05749-RA	DPOGS209541-PA
OG0010437	JC_07712-RA	DPOGS207822-PA
OG0010441	JC_07095-RA	DPOGS207282-PA
OG0010442	JC_07732-RA	DPOGS207731-PA
OG0010444	JC_04143-RA, JC_04144-RA	DPOGS213039-PA
OG0010445	JC_15368-RA	DPOGS202431-PA
OG0010446	JC_05774-RA	DPOGS209555-PA
OG0010448	JC_01880-RA	DPOGS206052-PA
OG0010452	JC_07726-RA	DPOGS207828-PA
OG0010453	JC_07725-RA	DPOGS207733-PA
OG0010454	JC_04156-RA	DPOGS212989-PA
OG0010455	JC_07730-RA	DPOGS207732-PA
OG0010461	JC_13336-RA	DPOGS209046-PA
OG0010462	JC_05199-RA	DPOGS213836-PA
OG0010463	JC_01858-RA	DPOGS203976-PA
OG0010465	JC_08387-RA	DPOGS214146-PA
OG0010467	JC_13859-RA	DPOGS205968-PA
OG0010468	JC_05792-RA	DPOGS200032-PA
OG0010469	JC_06653-RA	DPOGS210689-PA
OG0010471	JC_05192-RA	DPOGS213830-PA
OG0010472	JC_13577-RA	DPOGS205720-PA
OG0010475	JC_10440-RA	DPOGS209886-PA
OG0010476	JC_02887-RA	DPOGS211916-PA
OG0010478	JC_07043-RA	DPOGS204877-PA
OG0010482	JC_05181-RA	DPOGS213843-PA
OG0010484	JC_12596-RA	DPOGS212828-PA
OG0010486	JC_04178-RA	DPOGS202107-PA
OG0010487	JC_05083-RA	DPOGS209942-PA
OG0010489	JC_11040-RA	DPOGS205967-PA
OG0010493	JC_04937-RA	DPOGS211418-PA, DPOGS211417-PA
OG0010494	JC_11052-RA	DPOGS203504-PA
OG0010497	JC_03142-RA	DPOGS200300-PA
OG0010499	JC_11059-RA	DPOGS203495-PA
OG0010500	JC_15428-RA	DPOGS207923-PA
OG0010503	JC_07222-RA	DPOGS212331-PA
OG0010505	JC_09266-RA	DPOGS202809-PA
OG0010507	JC_05853-RA	DPOGS215373-PA
OG0010510	JC_01793-RA	DPOGS203310-PA
OG0010511	JC_03970-RA	DPOGS212335-PA, DPOGS206117-PA, DPOGS212381-PA
OG0010512	JC_15413-RA	DPOGS201949-PA
OG0010513	JC_00842-RA	DPOGS210614-PA
OG0010516	JC_11105-RA	DPOGS211603-PA
OG0010518	JC_15406-RA	DPOGS208357-PA
OG0010520	JC_09104-RA	DPOGS205557-PA
OG0010524	JC_04352-RA	DPOGS205927-PA
OG0010525	JC_09192-RA	DPOGS202849-PA
OG0010528	JC_11874-RA	DPOGS207089-PA
OG0010530	JC_04338-RA	DPOGS205947-PA
