Orthogroup	Vanessa_cardui	Junonia_coenia
OG0009469	Vcard_DToL08507-RA	JC_04162-RA
OG0009472	Vcard_DToL03053-RA	JC_05191-RA
OG0009473	Vcard_DToL10099-RA	JC_05800-RA
OG0009475	Vcard_DToL03056-RA	JC_05187-RA
OG0009479	Vcard_DToL08505-RA	JC_04165-RA
OG0009480	Vcard_DToL03816-RA	JC_02897-RA
OG0009481	Vcard_DToL05704-RA	JC_08435-RA
OG0009483	Vcard_DToL03825-RA	JC_02890-RA
OG0009484	Vcard_DToL12107-RA	JC_07052-RA
OG0009487	Vcard_DToL08500-RA	JC_04169-RA
OG0009489	Vcard_DToL05177-RA	JC_04817-RA
OG0009490	Vcard_DToL14338-RA	JC_12575-RA
OG0009491	Vcard_DToL14336-RA	JC_12578-RA
OG0009494	Vcard_DToL05698-RA	JC_08442-RA
OG0009495	Vcard_DToL07517-RA	JC_09033-RA
OG0009496	Vcard_DToL12556-RA	JC_10992-RA
OG0009497	Vcard_DToL12105-RA	JC_07055-RA
OG0009498	Vcard_DToL05696-RA	JC_08446-RA
OG0009501	Vcard_DToL02417-RA	JC_00274-RA
OG0009509	Vcard_DToL07520-RA	JC_09034-RA
OG0009512	Vcard_DToL17169-RA	JC_15472-RA
OG0009513	Vcard_DToL08495-RA	JC_04174-RA
OG0009514	Vcard_DToL08494-RA	JC_04175-RA
OG0009515	Vcard_DToL08489-RA	JC_04179-RA
OG0009517	Vcard_DToL08487-RA	JC_04180-RA
OG0009518	Vcard_DToL07531-RA	JC_09044-RA
OG0009519	Vcard_DToL12187-RA	JC_06989-RA
OG0009520	Vcard_DToL12188-RA	JC_06988-RA
OG0009523	Vcard_DToL10340-RA	JC_06631-RA
OG0009526	Vcard_DToL07542-RA	JC_09050-RA
OG0009528	Vcard_DToL02722-RA	JC_05089-RA
OG0009529	Vcard_DToL11918-RA	JC_07201-RA
OG0009530	Vcard_DToL02727-RA	JC_05091-RA
OG0009531	Vcard_DToL08484-RA	JC_04182-RA
OG0009533	Vcard_DToL08482-RA	JC_04184-RA
OG0009534	Vcard_DToL11913-RA	JC_07205-RA
OG0009535	Vcard_DToL08481-RA	JC_04185-RA
OG0009536	Vcard_DToL08212-RA	JC_11763-RA
OG0009538	Vcard_DToL02729-RA	JC_05093-RA
OG0009539	Vcard_DToL04529-RA	JC_03170-RA
OG0009540	Vcard_DToL08210-RA	JC_11767-RA
OG0009541	Vcard_DToL02753-RA	JC_05097-RA
OG0009542	Vcard_DToL08197-RA	JC_11776-RA
OG0009549	Vcard_DToL08192-RA	JC_11780-RA
OG0009551	Vcard_DToL05655-RA	JC_08480-RA
OG0009553	Vcard_DToL05333-RA	JC_04935-RA
OG0009555	Vcard_DToL02756-RA	JC_05101-RA
OG0009556	Vcard_DToL02759-RA	JC_05102-RA
OG0009557	Vcard_DToL02760-RA	JC_05103-RA
OG0009560	Vcard_DToL10060-RA	JC_05845-RA
OG0009561	Vcard_DToL07556-RA	JC_09059-RA
OG0009562	Vcard_DToL02768-RA	JC_05111-RA
OG0009563	Vcard_DToL00586-RA	JC_01829-RA
OG0009564	Vcard_DToL15687-RA	JC_13539-RA
OG0009566	Vcard_DToL02769-RA	JC_05112-RA
OG0009567	Vcard_DToL02771-RA	JC_05114-RA
OG0009568	Vcard_DToL08473-RA	JC_04190-RA
OG0009569	Vcard_DToL02772-RA	JC_05116-RA, JC_05115-RA
OG0009571	Vcard_DToL08472-RA	JC_04191-RA
OG0009572	Vcard_DToL02773-RA	JC_05118-RA
OG0009573	Vcard_DToL02777-RA	JC_05119-RA
OG0009575	Vcard_DToL05318-RA	JC_04952-RA
OG0009576	Vcard_DToL15689-RA	JC_13537-RA
OG0009577	Vcard_DToL06957-RA	JC_09278-RA
OG0009579	Vcard_DToL09183-RA	JC_07800-RA
OG0009580	Vcard_DToL17134-RA	JC_15441-RA
OG0009581	Vcard_DToL02782-RA	JC_05121-RA
OG0009582	Vcard_DToL02784-RA	JC_05122-RA
OG0009583	Vcard_DToL11906-RA	JC_07210-RA
OG0009585	Vcard_DToL08460-RA	JC_04207-RA
OG0009586	Vcard_DToL00595-RA	JC_01820-RA
OG0009588	Vcard_DToL05306-RA	JC_04961-RA
OG0009590	Vcard_DToL05646-RA	JC_08489-RA
OG0009592	Vcard_DToL02799-RA	JC_05138-RA
OG0009593	Vcard_DToL08173-RA	JC_11798-RA
OG0009594	Vcard_DToL08454-RA	JC_04213-RA
OG0009595	Vcard_DToL02800-RA	JC_05139-RA
OG0009596	Vcard_DToL02804-RA	JC_05143-RA
OG0009597	Vcard_DToL02805-RA	JC_05144-RA
OG0009598	Vcard_DToL02808-RA	JC_05145-RA
OG0009599	Vcard_DToL02809-RA	JC_05146-RA
OG0009601	Vcard_DToL08449-RA	JC_04217-RA
OG0009602	Vcard_DToL01721-RA	JC_00851-RA
OG0009605	Vcard_DToL05635-RA	JC_08501-RA
OG0009607	Vcard_DToL02516-RA	JC_00211-RA
OG0009608	Vcard_DToL02517-RA	JC_00210-RA
OG0009609	Vcard_DToL06962-RA	JC_09253-RA
OG0009614	Vcard_DToL05628-RA	JC_08507-RA
OG0009615	Vcard_DToL09150-RA	JC_07831-RA
OG0009618	Vcard_DToL05281-RA	JC_04977-RA
OG0009619	Vcard_DToL00727-RA	JC_01649-RA
OG0009620	Vcard_DToL01713-RA	JC_00844-RA
OG0009622	Vcard_DToL08438-RA	JC_04229-RA
OG0009624	Vcard_DToL10293-RA	JC_06589-RA
OG0009625	Vcard_DToL02536-RA	JC_00190-RA
OG0009628	Vcard_DToL17101-RA	JC_15409-RA
OG0009630	Vcard_DToL06992-RA	JC_09222-RA
OG0009633	Vcard_DToL10290-RA	JC_06586-RA
OG0009636	Vcard_DToL08138-RA	JC_11838-RA
OG0009638	Vcard_DToL01694-RA	JC_00861-RA
OG0009639	Vcard_DToL02557-RA	JC_00172-RA
OG0009640	Vcard_DToL00787-RA	JC_01723-RA
OG0009643	Vcard_DToL05267-RA	JC_04989-RA
OG0009645	Vcard_DToL01684-RA	JC_00870-RA
OG0009646	Vcard_DToL11861-RA	JC_07246-RA
OG0009649	Vcard_DToL03884-RA	JC_02837-RA
OG0009650	Vcard_DToL04628-RA	JC_03075-RA
OG0009652	Vcard_DToL01669-RA	JC_00878-RA
OG0009655	Vcard_DToL04635-RA	JC_03068-RA
OG0009656	Vcard_DToL09109-RA	JC_07868-RA
OG0009658	Vcard_DToL08307-RA	JC_04357-RA
OG0009659	Vcard_DToL07018-RA	JC_09198-RA
OG0009660	Vcard_DToL08311-RA	JC_04354-RA
OG0009661	Vcard_DToL07022-RA	JC_09194-RA
OG0009662	Vcard_DToL08104-RA	JC_11868-RA
OG0009663	Vcard_DToL08315-RA	JC_04349-RA
OG0009664	Vcard_DToL01662-RA	JC_00888-RA
OG0009666	Vcard_DToL08319-RA	JC_04345-RA
OG0009667	Vcard_DToL08321-RA	JC_04343-RA
OG0009669	Vcard_DToL04660-RA	JC_03047-RA
OG0009670	Vcard_DToL11851-RA	JC_07254-RA
OG0009672	Vcard_DToL08325-RA	JC_04337-RA
OG0009673	Vcard_DToL07603-RA	JC_09117-RA
OG0009675	Vcard_DToL00748-RA	JC_01634-RA
OG0009677	Vcard_DToL08329-RA	JC_04334-RA
OG0009678	Vcard_DToL08330-RA	JC_04333-RA
OG0009679	Vcard_DToL08332-RA	JC_04332-RA
OG0009680	Vcard_DToL11831-RA	JC_07268-RA
OG0009683	Vcard_DToL09091-RA	JC_07879-RA
OG0009686	Vcard_DToL01637-RA	JC_00910-RA
OG0009687	Vcard_DToL00751-RA	JC_01630-RA
OG0009688	Vcard_DToL09086-RA	JC_07882-RA
OG0009689	Vcard_DToL00610-RA	JC_01663-RA
OG0009691	Vcard_DToL07627-RA	JC_09138-RA
OG0009692	Vcard_DToL08077-RA	JC_11897-RA
OG0009693	Vcard_DToL03912-RA	JC_02812-RA
OG0009694	Vcard_DToL05228-RA	JC_05020-RA
OG0009695	Vcard_DToL07040-RA	JC_09175-RA
OG0009696	Vcard_DToL07350-RA, Vcard_DToL08073-RA	JC_11900-RA
OG0009698	Vcard_DToL07636-RA	JC_09154-RA
OG0009700	Vcard_DToL05459-RA	JC_08639-RA
OG0009701	Vcard_DToL05211-RA	JC_05057-RA
OG0009702	Vcard_DToL15810-RA	JC_13433-RA
OG0009703	Vcard_DToL08343-RA	JC_04325-RA
OG0009704	Vcard_DToL00779-RA	JC_01712-RA
OG0009707	Vcard_DToL08349-RA	JC_04319-RA
OG0009708	Vcard_DToL05464-RA	JC_08634-RA
OG0009709	Vcard_DToL00715-RA	JC_01657-RA
OG0009712	Vcard_DToL08287-RA	JC_11553-RA
OG0009713	Vcard_DToL08353-RA	JC_04313-RA
OG0009714	Vcard_DToL05450-RA	JC_05073-RA
OG0009715	Vcard_DToL05466-RA	JC_08633-RA
OG0009716	Vcard_DToL08358-RA	JC_04310-RA
OG0009717	Vcard_DToL05471-RA	JC_08627-RA
OG0009718	Vcard_DToL05472-RA	JC_08626-RA
OG0009719	Vcard_DToL00792-RA	JC_01727-RA
OG0009720	Vcard_DToL08281-RA	JC_11560-RA
OG0009721	Vcard_DToL08361-RA	JC_04302-RA
OG0009722	Vcard_DToL05476-RA	JC_08619-RA
OG0009723	Vcard_DToL08364-RA	JC_04299-RA
OG0009724	Vcard_DToL08365-RA	JC_04298-RA
OG0009725	Vcard_DToL00759-RA	JC_01625-RA
OG0009726	Vcard_DToL05480-RA	JC_08615-RA
OG0009727	Vcard_DToL08369-RA	JC_04295-RA
OG0009728	Vcard_DToL08370-RA	JC_04294-RA
OG0009729	Vcard_DToL08371-RA	JC_04293-RA
OG0009730	Vcard_DToL08373-RA	JC_04291-RA
OG0009731	Vcard_DToL08270-RA	JC_11572-RA
OG0009732	Vcard_DToL01321-RA	JC_00958-RA
OG0009733	Vcard_DToL07654-RA	JC_09167-RA
OG0009734	Vcard_DToL07656-RA	JC_09168-RA
OG0009735	Vcard_DToL08379-RA	JC_04284-RA
OG0009737	Vcard_DToL08381-RA	JC_04282-RA
OG0009738	Vcard_DToL02641-RA	JC_00083-RA
OG0009740	Vcard_DToL00789-RA	JC_01725-RA
OG0009741	Vcard_DToL05495-RA	JC_08604-RA
OG0009742	Vcard_DToL08005-RA	JC_11589-RA
OG0009744	Vcard_DToL04757-RA	JC_02946-RA
OG0009745	Vcard_DToL15831-RA	JC_13396-RA
OG0009746	Vcard_DToL08397-RA	JC_04267-RA
OG0009747	Vcard_DToL04753-RA	JC_02947-RA
OG0009749	Vcard_DToL04752-RA	JC_02948-RA
OG0009752	Vcard_DToL08009-RA	JC_11591-RA
OG0009755	Vcard_DToL05524-RA	JC_08583-RA
OG0009757	Vcard_DToL03939-RA	JC_02781-RA
OG0009760	Vcard_DToL07039-RA	JC_09177-RA
OG0009762	Vcard_DToL15843-RA	JC_13377-RA
OG0009766	Vcard_DToL01358-RA	JC_00999-RA
OG0009768	Vcard_DToL08428-RA	JC_04242-RA
OG0009770	Vcard_DToL15855-RA	JC_13368-RA
OG0009772	Vcard_DToL03977-RA	JC_02754-RA
OG0009773	Vcard_DToL03979-RA	JC_02752-RA
OG0009774	Vcard_DToL05569-RA	JC_08550-RA
OG0009775	Vcard_DToL03771-RA	JC_02748-RA
OG0009778	Vcard_DToL01370-RA	JC_01006-RA
OG0009781	Vcard_DToL02690-RA	JC_00141-RA
OG0009783	Vcard_DToL02696-RA	JC_00139-RA
OG0009784	Vcard_DToL02702-RA	JC_00134-RA
OG0009793	Vcard_DToL17432-RA	JC_15821-RA
OG0009794	Vcard_DToL09896-RA	JC_06018-RA
OG0009798	Vcard_DToL02248-RA	JC_00425-RA
OG0009799	Vcard_DToL12497-RA	JC_11034-RA
OG0009800	Vcard_DToL09527-RA	JC_07437-RA
OG0009801	Vcard_DToL15313-RA	JC_13155-RA
OG0009802	Vcard_DToL13507-RA	JC_10188-RA
OG0009804	Vcard_DToL14604-RA	JC_12471-RA
OG0009805	Vcard_DToL15680-RA	JC_13623-RA
OG0009806	Vcard_DToL15478-RA	JC_13333-RA
OG0009807	Vcard_DToL17717-RA, Vcard_DToL17718-RA	JC_16005-RA
OG0009809	Vcard_DToL18857-RA	JC_16562-RA
OG0009810	Vcard_DToL02646-RA	JC_00079-RA
OG0009811	Vcard_DToL14877-RA	JC_12760-RA
OG0009812	Vcard_DToL17884-RA	JC_17056-RA
OG0009813	Vcard_DToL03974-RA	JC_02759-RA
OG0009814	Vcard_DToL17927-RA	JC_17026-RA
OG0009815	Vcard_DToL08297-RA	JC_04369-RA
OG0009816	Vcard_DToL17357-RA	JC_15217-RA
OG0009817	Vcard_DToL13849-RA	JC_14143-RA
OG0009818	Vcard_DToL02042-RA	JC_00597-RA
OG0009819	Vcard_DToL16416-RA	JC_14250-RA
OG0009820	Vcard_DToL02304-RA	JC_00376-RA
OG0009821	Vcard_DToL10721-RA	JC_06204-RA
OG0009822	Vcard_DToL11852-RA	JC_07252-RA
OG0009823	Vcard_DToL16170-RA	JC_14779-RA
OG0009824	Vcard_DToL01515-RA	JC_01128-RA
OG0009827	Vcard_DToL13342-RA	JC_10049-RA
OG0009828	Vcard_DToL10289-RA	JC_06585-RA
OG0009829	Vcard_DToL15518-RA, Vcard_DToL15519-RA	JC_13720-RA
OG0009830	Vcard_DToL09387-RA	JC_07622-RA
OG0009831	Vcard_DToL11965-RA	JC_07165-RA
OG0009832	Vcard_DToL02691-RA	JC_00142-RA
OG0009833	Vcard_DToL12317-RA	JC_06887-RA
OG0009834	Vcard_DToL13539-RA	JC_10212-RA
OG0009835	Vcard_DToL15500-RA	JC_13732-RA
OG0009836	Vcard_DToL10831-RA	JC_06086-RA
OG0009837	Vcard_DToL03821-RA	JC_02894-RA
OG0009838	Vcard_DToL09069-RA	JC_07899-RA
OG0009839	Vcard_DToL05831-RA	JC_08323-RA
OG0009840	Vcard_DToL10013-RA	JC_05643-RA
OG0009841	Vcard_DToL07299-RA	JC_08885-RA
OG0009843	Vcard_DToL06472-RA	JC_09691-RA
OG0009844	Vcard_DToL06430-RA	JC_09803-RA
OG0009846	Vcard_DToL05136-RA, Vcard_DToL05137-RA	JC_04785-RA
OG0009847	Vcard_DToL11361-RA	JC_11530-RA
OG0009848	Vcard_DToL03483-RA	JC_02499-RA
OG0009850	Vcard_DToL05304-RA	JC_04962-RA
OG0009851	Vcard_DToL06436-RA	JC_09813-RA
OG0009852	Vcard_DToL01629-RA	JC_00918-RA
OG0009853	Vcard_DToL12690-RA	JC_10861-RA
OG0009854	Vcard_DToL06657-RA	JC_09383-RA
OG0009855	Vcard_DToL14817-RA	JC_12695-RA
OG0009856	Vcard_DToL09333-RA	JC_07664-RA
OG0009857	Vcard_DToL05506-RA	JC_08595-RA
OG0009858	Vcard_DToL12689-RA	JC_10862-RA
OG0009859	Vcard_DToL00606-RA	JC_01661-RA
OG0009860	Vcard_DToL17903-RA	JC_17053-RA
OG0009861	Vcard_DToL05811-RA	JC_08339-RA
OG0009862	Vcard_DToL17742-RA	JC_16131-RA
OG0009863	Vcard_DToL07189-RA	JC_08646-RA
OG0009864	Vcard_DToL17744-RA	JC_16132-RA
OG0009866	Vcard_DToL16215-RA	JC_14726-RA
OG0009867	Vcard_DToL10581-RA	JC_06370-RA
OG0009868	Vcard_DToL09750-RA	JC_05856-RA
OG0009869	Vcard_DToL02615-RA	JC_00107-RA
OG0009870	Vcard_DToL07645-RA	JC_09162-RA
OG0009871	Vcard_DToL01644-RA, Vcard_DToL01640-RA	JC_00907-RA, JC_00908-RA
OG0009873	Vcard_DToL06444-RA	JC_09822-RA
OG0009874	Vcard_DToL03257-RA	JC_05389-RA
OG0009875	Vcard_DToL03663-RA	JC_02653-RA
OG0009876	Vcard_DToL16550-RA	JC_05642-RA, JC_14405-RA, JC_14382-RA
OG0009877	Vcard_DToL06445-RA	JC_09823-RA
OG0009878	Vcard_DToL15260-RA	JC_13106-RA
OG0009879	Vcard_DToL02284-RA	JC_00397-RA
OG0009880	Vcard_DToL16555-RA	JC_14413-RA
OG0009881	Vcard_DToL04740-RA	JC_02966-RA
OG0009883	Vcard_DToL16271-RA	JC_14701-RA
OG0009884	Vcard_DToL04196-RA	JC_03458-RA
OG0009885	Vcard_DToL00906-RA	JC_01536-RA
OG0009886	Vcard_DToL09945-RA	JC_06047-RA
OG0009887	Vcard_DToL14262-RA	JC_13765-RA
OG0009888	Vcard_DToL02541-RA	JC_00184-RA
OG0009889	Vcard_DToL05798-RA	JC_08350-RA
OG0009890	Vcard_DToL12639-RA	JC_10918-RA
OG0009891	Vcard_DToL03671-RA	JC_02664-RA
OG0009892	Vcard_DToL13100-RA	JC_10487-RA
OG0009893	Vcard_DToL09941-RA	JC_06044-RA
OG0009895	Vcard_DToL13451-RA	JC_10139-RA
OG0009896	Vcard_DToL10342-RA	JC_06635-RA
OG0009897	Vcard_DToL14571-RA	JC_12511-RA
OG0009898	Vcard_DToL12473-RA	JC_06697-RA
OG0009899	Vcard_DToL11942-RA	JC_07188-RA
OG0009900	Vcard_DToL10164-RA	JC_05721-RA
OG0009901	Vcard_DToL03122-RA	JC_05521-RA
OG0009902	Vcard_DToL05451-RA	JC_05074-RA, JC_05072-RA, JC_00766-RA
OG0009903	Vcard_DToL06927-RA	JC_09563-RA
OG0009904	Vcard_DToL10082-RA	JC_05815-RA
OG0009905	Vcard_DToL10081-RA	JC_05816-RA
OG0009906	Vcard_DToL05898-RA	JC_08275-RA
OG0009907	Vcard_DToL16426-RA	JC_14312-RA
OG0009908	Vcard_DToL01744-RA	JC_00816-RA
OG0009909	Vcard_DToL10508-RA	JC_06441-RA
OG0009910	Vcard_DToL04751-RA	JC_02949-RA
OG0009911	Vcard_DToL16579-RA	JC_14425-RA
OG0009913	Vcard_DToL17167-RA	JC_15470-RA
OG0009914	Vcard_DToL12271-RA	JC_06924-RA
OG0009915	Vcard_DToL12379-RA	JC_06827-RA
OG0009916	Vcard_DToL01467-RA	JC_01098-RA
OG0009917	Vcard_DToL00823-RA, Vcard_DToL00822-RA	JC_01596-RA
OG0009918	Vcard_DToL03924-RA	JC_02799-RA
OG0009919	Vcard_DToL05906-RA	JC_08270-RA
OG0009920	Vcard_DToL09523-RA	JC_07515-RA
OG0009921	Vcard_DToL04517-RA	JC_03189-RA
OG0009922	Vcard_DToL16241-RA	JC_14668-RA
OG0009923	Vcard_DToL10272-RA	JC_06572-RA
OG0009924	Vcard_DToL02357-RA	JC_00323-RA
OG0009925	Vcard_DToL14710-RA	JC_12385-RA
OG0009926	Vcard_DToL09733-RA	JC_07294-RA, JC_07293-RA
OG0009927	Vcard_DToL14751-RA	JC_12355-RA
OG0009928	Vcard_DToL03211-RA	JC_05429-RA
OG0009929	Vcard_DToL17058-RA	JC_15763-RA
OG0009930	Vcard_DToL15405-RA	JC_13255-RA
OG0009931	Vcard_DToL14512-RA	JC_12556-RA
OG0009932	Vcard_DToL05104-RA	JC_04755-RA
OG0009933	Vcard_DToL05105-RA	JC_04756-RA
OG0009934	Vcard_DToL17049-RA	JC_15754-RA
OG0009935	Vcard_DToL02995-RA	JC_05245-RA
OG0009936	Vcard_DToL02330-RA	JC_00348-RA
OG0009937	Vcard_DToL12019-RA	JC_07119-RA
OG0009938	Vcard_DToL05917-RA	JC_08260-RA
OG0009939	Vcard_DToL05248-RA	JC_05002-RA, JC_05003-RA
OG0009940	Vcard_DToL08456-RA	JC_04211-RA
OG0009941	Vcard_DToL11960-RA	JC_07170-RA
OG0009942	Vcard_DToL16096-RA	JC_14855-RA
OG0009943	Vcard_DToL09098-RA	JC_07875-RA
OG0009944	Vcard_DToL02957-RA	JC_05295-RA
OG0009945	Vcard_DToL05763-RA	JC_08380-RA
OG0009946	Vcard_DToL03080-RA	JC_05565-RA
OG0009947	Vcard_DToL10873-RA	JC_11070-RA
OG0009948	Vcard_DToL07807-RA	JC_12040-RA
OG0009949	Vcard_DToL02141-RA	JC_00524-RA
OG0009950	Vcard_DToL12370-RA	JC_06838-RA
OG0009951	Vcard_DToL08255-RA	JC_11708-RA
OG0009952	Vcard_DToL12218-RA	JC_06963-RA
OG0009953	Vcard_DToL12208-RA	JC_06969-RA
OG0009954	Vcard_DToL03548-RA	JC_02549-RA
OG0009955	Vcard_DToL05988-RA	JC_08214-RA
OG0009956	Vcard_DToL07327-RA	JC_08859-RA
OG0009958	Vcard_DToL08932-RA	JC_03757-RA
OG0009959	Vcard_DToL00518-RA	JC_01884-RA
OG0009960	Vcard_DToL08214-RA	JC_11761-RA
OG0009961	Vcard_DToL09245-RA	JC_07739-RA
OG0009962	Vcard_DToL09244-RA	JC_07740-RA
OG0009963	Vcard_DToL12189-RA	JC_06987-RA
OG0009964	Vcard_DToL00683-RA	JC_01782-RA
OG0009965	Vcard_DToL08198-RA	JC_11774-RA
OG0009966	Vcard_DToL04352-RA	JC_03320-RA
OG0009967	Vcard_DToL03582-RA	JC_02574-RA
OG0009968	Vcard_DToL01927-RA	JC_00677-RA
OG0009969	Vcard_DToL06546-RA	JC_09542-RA
OG0009970	Vcard_DToL01921-RA	JC_00679-RA
OG0009971	Vcard_DToL01377-RA	JC_01016-RA
OG0009972	Vcard_DToL03305-RA	JC_05606-RA
OG0009974	Vcard_DToL03605-RA	JC_02593-RA
OG0009976	Vcard_DToL08176-RA	JC_11797-RA
OG0009977	Vcard_DToL04502-RA	JC_03203-RA
OG0009978	Vcard_DToL04506-RA	JC_03198-RA
OG0009979	Vcard_DToL00657-RA	JC_01750-RA
OG0009981	Vcard_DToL01312-RA	JC_00940-RA
OG0009982	Vcard_DToL02051-RA	JC_00588-RA
OG0009983	Vcard_DToL01089-RA	JC_01402-RA
OG0009984	Vcard_DToL05660-RA	JC_08475-RA
OG0009985	Vcard_DToL03978-RA	JC_02753-RA
OG0009986	Vcard_DToL01264-RA	JC_01243-RA
OG0009987	Vcard_DToL01154-RA	JC_01339-RA
OG0009988	Vcard_DToL01145-RA	JC_01346-RA
OG0009989	Vcard_DToL01613-RA	JC_01212-RA
OG0009990	Vcard_DToL08034-RA	JC_11617-RA
OG0009991	Vcard_DToL00099-RA	JC_02233-RA
OG0009992	Vcard_DToL00111-RA	JC_02220-RA
OG0009994	Vcard_DToL07125-RA	JC_17210-RA
OG0009995	Vcard_DToL07145-RA	JC_08686-RA
OG0009996	Vcard_DToL04355-RA	JC_03316-RA, JC_03311-RA, JC_03314-RA, JC_03313-RA, JC_03315-RA, JC_03312-RA
OG0010000	Vcard_DToL11018-RA	JC_16501-RA, JC_07260-RA, JC_05646-RA, JC_00804-RA, JC_12880-RA
OG0010001	Vcard_DToL16695-RA	JC_14561-RA
OG0010005	Vcard_DToL07732-RA	JC_15099-RA
OG0010010	Vcard_DToL13050-RA, Vcard_DToL13048-RA, Vcard_DToL13049-RA, Vcard_DToL13052-RA, Vcard_DToL13058-RA, Vcard_DToL13046-RA	JC_16419-RA, JC_16615-RA
OG0010019	Vcard_DToL15289-RA	JC_13126-RA
OG0010027	Vcard_DToL17342-RA	JC_15225-RA
OG0010029	Vcard_DToL09688-RA	JC_07352-RA
OG0010033	Vcard_DToL13119-RA	JC_10469-RA
OG0010034	Vcard_DToL15271-RA	JC_13115-RA
OG0010038	Vcard_DToL03313-RA	JC_02412-RA
OG0010041	Vcard_DToL11320-RA	JC_11488-RA
OG0010042	Vcard_DToL03072-RA	JC_05572-RA
OG0010044	Vcard_DToL03326-RA	JC_02400-RA
OG0010045	Vcard_DToL06238-RA	JC_07987-RA
OG0010047	Vcard_DToL16726-RA	JC_14605-RA
OG0010048	Vcard_DToL09727-RA	JC_07320-RA, JC_07313-RA, JC_07310-RA
OG0010049	Vcard_DToL00826-RA	JC_01598-RA
OG0010052	Vcard_DToL13092-RA	JC_10492-RA
OG0010055	Vcard_DToL00145-RA	JC_01926-RA
OG0010062	Vcard_DToL15073-RA	JC_12996-RA
OG0010064	Vcard_DToL11352-RA	JC_11524-RA
OG0010067	Vcard_DToL10692-RA	JC_06239-RA
OG0010069	Vcard_DToL06386-RA	JC_09764-RA
OG0010083	Vcard_DToL04806-RA	JC_04488-RA
OG0010092	Vcard_DToL03131-RA	JC_05516-RA
OG0010093	Vcard_DToL09015-RA	JC_03690-RA
OG0010094	Vcard_DToL10012-RA	JC_05644-RA
OG0010098	Vcard_DToL09647-RA	JC_07381-RA, JC_07824-RA
OG0010099	Vcard_DToL09012-RA	JC_03694-RA
OG0010103	Vcard_DToL11261-RA	JC_11415-RA
OG0010105	Vcard_DToL17857-RA	JC_17117-RA
OG0010111	Vcard_DToL16880-RA	JC_15623-RA, JC_15622-RA
OG0010113	Vcard_DToL18532-RA, Vcard_DToL13557-RA	JC_10239-RA
OG0010115	Vcard_DToL11248-RA	JC_11396-RA
OG0010117	Vcard_DToL13555-RA	JC_10232-RA
OG0010122	Vcard_DToL12358-RA	JC_06849-RA
OG0010124	Vcard_DToL04796-RA	JC_04513-RA
OG0010133	Vcard_DToL14697-RA	JC_12394-RA
OG0010141	Vcard_DToL03176-RA	JC_05469-RA
OG0010149	Vcard_DToL14584-RA	JC_12498-RA
OG0010150	Vcard_DToL18837-RA	JC_16675-RA
OG0010155	Vcard_DToL13491-RA	JC_10171-RA
OG0010157	Vcard_DToL00156-RA	JC_01939-RA
OG0010161	Vcard_DToL04881-RA	JC_04404-RA
OG0010167	Vcard_DToL12354-RA	JC_06853-RA
OG0010168	Vcard_DToL00147-RA	JC_01928-RA
OG0010169	Vcard_DToL07190-RA	JC_08755-RA
OG0010170	Vcard_DToL18860-RA	JC_16556-RA
OG0010172	Vcard_DToL08891-RA	JC_03786-RA
OG0010177	Vcard_DToL10585-RA	JC_06367-RA
OG0010178	Vcard_DToL14630-RA	JC_12450-RA
OG0010179	Vcard_DToL14022-RA	JC_14013-RA
OG0010182	Vcard_DToL13452-RA	JC_10140-RA
OG0010187	Vcard_DToL08877-RA	JC_03800-RA
OG0010188	Vcard_DToL04913-RA	JC_04552-RA
OG0010189	Vcard_DToL14013-RA	JC_14004-RA
OG0010190	Vcard_DToL04922-RA	JC_04559-RA
OG0010196	Vcard_DToL13445-RA	JC_10134-RA
OG0010197	Vcard_DToL09556-RA	JC_07466-RA
OG0010198	Vcard_DToL00083-RA	JC_02239-RA
OG0010199	Vcard_DToL18173-RA	JC_16886-RA
OG0010200	Vcard_DToL08866-RA	JC_03812-RA
OG0010201	Vcard_DToL06624-RA	JC_09577-RA
OG0010203	Vcard_DToL08852-RA	JC_03828-RA
OG0010206	Vcard_DToL16462-RA	JC_14337-RA
OG0010208	Vcard_DToL11940-RA	JC_07190-RA
OG0010211	Vcard_DToL04948-RA	JC_04582-RA
OG0010219	Vcard_DToL06572-RA	JC_09627-RA
OG0010223	Vcard_DToL18140-RA	JC_16998-RA
OG0010228	Vcard_DToL09517-RA	JC_07520-RA
OG0010234	Vcard_DToL12215-RA	JC_06967-RA
OG0010236	Vcard_DToL13365-RA	JC_10060-RA
OG0010237	Vcard_DToL08814-RA	JC_03865-RA
OG0010239	Vcard_DToL14826-RA	JC_12717-RA
OG0010247	Vcard_DToL06528-RA	JC_09531-RA
OG0010248	Vcard_DToL00298-RA	JC_02008-RA
OG0010250	Vcard_DToL06028-RA	JC_08177-RA
OG0010251	Vcard_DToL09346-RA	JC_07651-RA
OG0010259	Vcard_DToL13966-RA	JC_13956-RA
OG0010261	Vcard_DToL16397-RA	JC_14268-RA, JC_04592-RA
OG0010262	Vcard_DToL13332-RA	JC_10041-RA
OG0010264	Vcard_DToL16018-RA	JC_14922-RA
OG0010267	Vcard_DToL02055-RA	JC_00585-RA
OG0010270	Vcard_DToL18087-RA	JC_16927-RA
OG0010271	Vcard_DToL18613-RA	JC_16532-RA
OG0010272	Vcard_DToL12826-RA	JC_10741-RA, JC_01832-RA
