Orthogroup	Vanessa_cardui	Junonia_coenia
OG0004688	Vcard_DToL11834-RA	JC_07265-RA
OG0004689	Vcard_DToL04670-RA	JC_03038-RA
OG0004690	Vcard_DToL15770-RA	JC_13466-RA
OG0004691	Vcard_DToL01654-RA	JC_00898-RA
OG0004692	Vcard_DToL01651-RA	JC_00900-RA, JC_00901-RA
OG0004693	Vcard_DToL05598-RA	JC_08530-RA
OG0004694	Vcard_DToL01650-RA	JC_00902-RA
OG0004695	Vcard_DToL03903-RA	JC_02826-RA
OG0004696	Vcard_DToL01648-RA	JC_00905-RA
OG0004697	Vcard_DToL01647-RA	JC_00906-RA
OG0004699	Vcard_DToL07622-RA	JC_09133-RA
OG0004701	Vcard_DToL04674-RA	JC_03034-RA
OG0004702	Vcard_DToL01632-RA	JC_00914-RA
OG0004704	Vcard_DToL01631-RA	JC_00916-RA
OG0004705	Vcard_DToL03905-RA	JC_02822-RA
OG0004706	Vcard_DToL05596-RA	JC_08531-RA
OG0004707	Vcard_DToL09080-RA	JC_07887-RA
OG0004708	Vcard_DToL09076-RA	JC_07891-RA
OG0004709	Vcard_DToL07629-RA	JC_09142-RA
OG0004710	Vcard_DToL07631-RA	JC_09145-RA
OG0004711	Vcard_DToL03913-RA	JC_02811-RA
OG0004713	Vcard_DToL08071-RA, Vcard_DToL08070-RA	JC_11901-RA
OG0004714	Vcard_DToL02603-RA	JC_00117-RA
OG0004715	Vcard_DToL00775-RA	JC_01706-RA, JC_01705-RA
OG0004716	Vcard_DToL15802-RA	JC_13440-RA
OG0004718	Vcard_DToL01302-RA	JC_00927-RA, JC_15832-RA
OG0004719	Vcard_DToL08341-RA	JC_04326-RA
OG0004720	Vcard_DToL05210-RA	JC_05059-RA
OG0004721	Vcard_DToL00777-RA	JC_01709-RA
OG0004723	Vcard_DToL03916-RA, Vcard_DToL03917-RA	JC_02810-RA
OG0004724	Vcard_DToL04691-RA	JC_03017-RA
OG0004725	Vcard_DToL01307-RA	JC_00932-RA
OG0004727	Vcard_DToL01313-RA	JC_00941-RA
OG0004729	Vcard_DToL05474-RA	JC_08624-RA
OG0004730	Vcard_DToL05477-RA	JC_08618-RA
OG0004731	Vcard_DToL05479-RA	JC_08616-RA
OG0004732	Vcard_DToL08274-RA, Vcard_DToL08273-RA	JC_11569-RA
OG0004733	Vcard_DToL02633-RA	JC_00092-RA
OG0004734	Vcard_DToL01320-RA	JC_00955-RA, JC_00957-RA
OG0004736	Vcard_DToL05484-RA	JC_08611-RA, JC_08612-RA
OG0004737	Vcard_DToL08269-RA	JC_11573-RA
OG0004738	Vcard_DToL00763-RA	JC_01689-RA
OG0004739	Vcard_DToL07653-RA	JC_09166-RA
OG0004740	Vcard_DToL08000-RA	JC_11581-RA
OG0004741	Vcard_DToL08383-RA	JC_04280-RA
OG0004742	Vcard_DToL05497-RA	JC_08603-RA
OG0004743	Vcard_DToL02645-RA	JC_00080-RA
OG0004744	Vcard_DToL02648-RA	JC_00077-RA
OG0004745	Vcard_DToL08395-RA	JC_04268-RA
OG0004746	Vcard_DToL05502-RA	JC_08597-RA
OG0004748	Vcard_DToL08398-RA	JC_04265-RA
OG0004749	Vcard_DToL05504-RA	JC_08596-RA
OG0004751	Vcard_DToL05204-RA	JC_05063-RA
OG0004752	Vcard_DToL05516-RA	JC_08588-RA
OG0004753	Vcard_DToL02652-RA, Vcard_DToL02651-RA	JC_00071-RA
OG0004754	Vcard_DToL04730-RA	JC_02974-RA
OG0004755	Vcard_DToL08020-RA	JC_11602-RA, JC_11604-RA
OG0004757	Vcard_DToL08021-RA	JC_11603-RA
OG0004758	Vcard_DToL04727-RA	JC_02982-RA, JC_02981-RA
OG0004759	Vcard_DToL08035-RA	JC_11618-RA, JC_11619-RA
OG0004760	Vcard_DToL05537-RA	JC_08575-RA
OG0004762	Vcard_DToL05538-RA	JC_08574-RA
OG0004763	Vcard_DToL01349-RA	JC_00985-RA, JC_00984-RA
OG0004764	Vcard_DToL08044-RA	JC_11627-RA
OG0004765	Vcard_DToL05546-RA	JC_08569-RA
OG0004766	Vcard_DToL05548-RA, Vcard_DToL05549-RA	JC_08568-RA
OG0004767	Vcard_DToL02671-RA	JC_00033-RA, JC_00029-RA, JC_00036-RA
OG0004768	Vcard_DToL01355-RA	JC_00990-RA
OG0004769	Vcard_DToL05561-RA	JC_08558-RA
OG0004770	Vcard_DToL05567-RA	JC_08552-RA
OG0004771	Vcard_DToL08427-RA	JC_04243-RA
OG0004772	Vcard_DToL15860-RA	JC_13360-RA
OG0004773	Vcard_DToL15862-RA	JC_13358-RA
OG0004775	Vcard_DToL00640-RA	JC_01734-RA
OG0004776	Vcard_DToL15883-RA	JC_13339-RA
OG0004777	Vcard_DToL02677-RA	JC_00015-RA
OG0004778	Vcard_DToL00641-RA	JC_01735-RA
OG0004781	Vcard_DToL15868-RA	JC_13341-RA
OG0004782	Vcard_DToL00655-RA	JC_01749-RA
OG0004783	Vcard_DToL00660-RA	JC_01756-RA
OG0004784	Vcard_DToL00661-RA	JC_01759-RA
OG0004785	Vcard_DToL00666-RA	JC_01763-RA
OG0004786	Vcard_DToL01394-RA	JC_01034-RA
OG0004787	Vcard_DToL01495-RA	JC_01116-RA
OG0004788	Vcard_DToL00684-RA	JC_01784-RA, JC_01783-RA
OG0004789	Vcard_DToL00685-RA	JC_01786-RA
OG0004790	Vcard_DToL00686-RA	JC_01787-RA
OG0004791	Vcard_DToL00688-RA	JC_01788-RA
OG0004792	Vcard_DToL09596-RA	JC_07510-RA
OG0004793	Vcard_DToL16996-RA	JC_15713-RA
OG0004794	Vcard_DToL02220-RA	JC_16158-RA, JC_00389-RA, JC_00433-RA, JC_00449-RA, JC_00453-RA, JC_00454-RA, JC_00448-RA
OG0004795	Vcard_DToL15244-RA, Vcard_DToL18426-RA	JC_08896-RA, JC_12164-RA, JC_16034-RA, JC_12867-RA
OG0004796	Vcard_DToL18663-RA	JC_16449-RA
OG0004798	Vcard_DToL17624-RA	JC_16113-RA
OG0004800	Vcard_DToL13388-RA	JC_10078-RA
OG0004801	Vcard_DToL02891-RA, Vcard_DToL02883-RA, Vcard_DToL02912-RA, Vcard_DToL02907-RA, Vcard_DToL02901-RA, Vcard_DToL02894-RA, Vcard_DToL02898-RA	JC_05333-RA
OG0004803	Vcard_DToL17133-RA	JC_15440-RA
OG0004804	Vcard_DToL13207-RA	JC_09866-RA
OG0004804	Vcard_DToL13206-RA	JC_09867-RA
OG0004805	Vcard_DToL02693-RA	JC_00144-RA
OG0004806	Vcard_DToL10112-RA	JC_05787-RA
OG0004807	Vcard_DToL01443-RA	JC_01079-RA
OG0004810	Vcard_DToL00208-RA	JC_02042-RA
OG0004811	Vcard_DToL00623-RA	JC_01682-RA
OG0004812	Vcard_DToL06754-RA	JC_09384-RA
OG0004813	Vcard_DToL11136-RA	JC_11299-RA
OG0004814	Vcard_DToL08429-RA	JC_04240-RA
OG0004815	Vcard_DToL03930-RA	JC_02791-RA
OG0004816	Vcard_DToL09029-RA	JC_03673-RA
OG0004817	Vcard_DToL16788-RA	JC_15530-RA
OG0004817	Vcard_DToL16790-RA	JC_15533-RA
OG0004818	Vcard_DToL04438-RA	JC_03245-RA
OG0004819	Vcard_DToL07341-RA	JC_08847-RA
OG0004821	Vcard_DToL03792-RA	JC_02928-RA
OG0004821	Vcard_DToL03791-RA	JC_02929-RA
OG0004822	Vcard_DToL03907-RA	JC_02820-RA
OG0004824	Vcard_DToL09250-RA	JC_07735-RA, JC_07736-RA
OG0004825	Vcard_DToL09247-RA	JC_07738-RA
OG0004826	Vcard_DToL11050-RA	JC_11237-RA
OG0004827	Vcard_DToL04875-RA	JC_04411-RA
OG0004828	Vcard_DToL02080-RA	JC_00565-RA
OG0004829	Vcard_DToL01225-RA	JC_01278-RA
OG0004830	Vcard_DToL04511-RA	JC_03192-RA
OG0004831	Vcard_DToL05679-RA, Vcard_DToL05678-RA	JC_08459-RA
OG0004832	Vcard_DToL05652-RA	JC_08481-RA
OG0004839	Vcard_DToL05291-RA	JC_04972-RA
OG0004849	Vcard_DToL16085-RA	JC_14863-RA
OG0004850	Vcard_DToL12335-RA	JC_06871-RA
OG0004851	Vcard_DToL00008-RA	JC_02313-RA
OG0004852	Vcard_DToL14069-RA	JC_14044-RA
OG0004853	Vcard_DToL16084-RA	JC_14864-RA
OG0004855	Vcard_DToL09063-RA	JC_03638-RA
OG0004856	Vcard_DToL14071-RA	JC_14045-RA
OG0004859	Vcard_DToL03306-RA	JC_05607-RA
OG0004861	Vcard_DToL16840-RA	JC_15583-RA
OG0004862	Vcard_DToL15286-RA	JC_13123-RA
OG0004863	Vcard_DToL00432-RA	JC_02142-RA
OG0004864	Vcard_DToL07043-RA	JC_08645-RA
OG0004865	Vcard_DToL16120-RA	JC_14832-RA
OG0004866	Vcard_DToL09979-RA	JC_05676-RA
OG0004867	Vcard_DToL17849-RA	JC_17074-RA
OG0004868	Vcard_DToL06341-RA	JC_07907-RA
OG0004869	Vcard_DToL15288-RA	JC_13125-RA
OG0004870	Vcard_DToL16119-RA	JC_14833-RA
OG0004871	Vcard_DToL01908-RA	JC_00693-RA
OG0004872	Vcard_DToL09978-RA	JC_05678-RA
OG0004873	Vcard_DToL16837-RA	JC_15582-RA
OG0004874	Vcard_DToL04874-RA	JC_04413-RA
OG0004875	Vcard_DToL03298-RA	JC_05597-RA
OG0004876	Vcard_DToL13138-RA	JC_10457-RA
OG0004877	Vcard_DToL16768-RA	JC_14658-RA
OG0004878	Vcard_DToL00430-RA	JC_02141-RA
OG0004879	Vcard_DToL09974-RA	JC_05682-RA
OG0004880	Vcard_DToL17901-RA	JC_17052-RA
OG0004881	Vcard_DToL06838-RA	JC_09700-RA
OG0004882	Vcard_DToL13137-RA, Vcard_DToL13136-RA	JC_10458-RA
OG0004883	Vcard_DToL10602-RA	JC_06340-RA
OG0004884	Vcard_DToL09973-RA	JC_05683-RA
OG0004885	Vcard_DToL03297-RA	JC_05595-RA
OG0004886	Vcard_DToL06333-RA	JC_07913-RA
OG0004887	Vcard_DToL04871-RA	JC_04415-RA
OG0004888	Vcard_DToL13130-RA	JC_10460-RA
OG0004889	Vcard_DToL09970-RA	JC_05685-RA
OG0004890	Vcard_DToL07158-RA	JC_08672-RA
OG0004891	Vcard_DToL09683-RA	JC_07356-RA
OG0004892	Vcard_DToL06835-RA	JC_09702-RA
OG0004894	Vcard_DToL13608-RA	JC_10272-RA
OG0004895	Vcard_DToL13127-RA	JC_10464-RA
OG0004896	Vcard_DToL00128-RA	JC_01901-RA
OG0004897	Vcard_DToL12483-RA	JC_06691-RA
OG0004898	Vcard_DToL09059-RA	JC_03643-RA
OG0004899	Vcard_DToL04866-RA	JC_04418-RA
OG0004900	Vcard_DToL10616-RA	JC_06330-RA
OG0004901	Vcard_DToL03999-RA	JC_03514-RA
OG0004902	Vcard_DToL03288-RA	JC_05585-RA
OG0004904	Vcard_DToL09689-RA	JC_07351-RA
OG0004906	Vcard_DToL18488-RA	JC_16176-RA
OG0004907	Vcard_DToL17346-RA	JC_15222-RA
OG0004908	Vcard_DToL00114-RA	JC_02217-RA
OG0004909	Vcard_DToL06826-RA	JC_09707-RA
OG0004910	Vcard_DToL15297-RA	JC_13131-RA
OG0004911	Vcard_DToL15298-RA	JC_13132-RA
OG0004912	Vcard_DToL10618-RA	JC_06328-RA
OG0004913	Vcard_DToL17348-RA	JC_15221-RA
OG0004914	Vcard_DToL17349-RA	JC_15220-RA
OG0004915	Vcard_DToL10619-RA	JC_06327-RA
OG0004916	Vcard_DToL04859-RA	JC_04424-RA
OG0004917	Vcard_DToL18353-RA	JC_16190-RA
OG0004918	Vcard_DToL04005-RA	JC_03520-RA
OG0004919	Vcard_DToL18351-RA	JC_16189-RA
OG0004920	Vcard_DToL04007-RA	JC_03523-RA
OG0004921	Vcard_DToL04858-RA	JC_04425-RA
OG0004922	Vcard_DToL04857-RA	JC_04426-RA
OG0004923	Vcard_DToL13120-RA	JC_10468-RA
OG0004925	Vcard_DToL15307-RA	JC_13136-RA
OG0004926	Vcard_DToL13606-RA	JC_10271-RA
OG0004927	Vcard_DToL00815-RA	JC_01615-RA
OG0004928	Vcard_DToL09964-RA	JC_05690-RA
OG0004929	Vcard_DToL15308-RA	JC_13137-RA
OG0004930	Vcard_DToL13605-RA	JC_10270-RA
OG0004931	Vcard_DToL13604-RA	JC_10269-RA
OG0004933	Vcard_DToL18345-RA	JC_16183-RA
OG0004934	Vcard_DToL15974-RA	JC_14980-RA
OG0004935	Vcard_DToL03280-RA	JC_05580-RA
OG0004936	Vcard_DToL13597-RA	JC_10267-RA
OG0004937	Vcard_DToL11316-RA	JC_11483-RA
OG0004939	Vcard_DToL07160-RA	JC_08670-RA
OG0004940	Vcard_DToL16748-RA	JC_14637-RA
OG0004941	Vcard_DToL16832-RA	JC_15579-RA
OG0004942	Vcard_DToL12478-RA	JC_06694-RA
OG0004943	Vcard_DToL15970-RA	JC_14982-RA
OG0004944	Vcard_DToL04009-RA	JC_03526-RA
OG0004945	Vcard_DToL15276-RA	JC_13119-RA
OG0004946	Vcard_DToL03311-RA	JC_02414-RA
OG0004947	Vcard_DToL09705-RA	JC_07337-RA
OG0004948	Vcard_DToL06352-RA	JC_09725-RA
OG0004949	Vcard_DToL04848-RA	JC_04441-RA
OG0004950	Vcard_DToL15969-RA	JC_14985-RA
OG0004951	Vcard_DToL17810-RA	JC_17179-RA
OG0004952	Vcard_DToL04013-RA	JC_03530-RA
OG0004953	Vcard_DToL07168-RA	JC_08665-RA
OG0004954	Vcard_DToL04850-RA	JC_04440-RA
OG0004955	Vcard_DToL09058-RA	JC_03654-RA
OG0004956	Vcard_DToL09708-RA	JC_07336-RA
OG0004957	Vcard_DToL07173-RA	JC_08664-RA
OG0004958	Vcard_DToL04852-RA	JC_04438-RA
OG0004959	Vcard_DToL09054-RA	JC_03653-RA
OG0004960	Vcard_DToL09053-RA	JC_03652-RA
OG0004961	Vcard_DToL00124-RA, Vcard_DToL00123-RA	JC_01896-RA
OG0004962	Vcard_DToL04853-RA	JC_04437-RA
OG0004963	Vcard_DToL00817-RA	JC_01616-RA
OG0004964	Vcard_DToL12472-RA	JC_06698-RA
OG0004965	Vcard_DToL08316-RA	JC_04348-RA
OG0004966	Vcard_DToL15890-RA	JC_15055-RA
OG0004968	Vcard_DToL03075-RA	JC_05569-RA
OG0004969	Vcard_DToL00161-RA	JC_01945-RA
OG0004970	Vcard_DToL10625-RA	JC_06316-RA
OG0004971	Vcard_DToL18332-RA	JC_16222-RA
OG0004972	Vcard_DToL06356-RA	JC_09731-RA
OG0004973	Vcard_DToL15312-RA	JC_13154-RA
OG0004974	Vcard_DToL18331-RA	JC_16223-RA
OG0004975	Vcard_DToL03078-RA	JC_05567-RA
OG0004976	Vcard_DToL16732-RA	JC_14616-RA
OG0004977	Vcard_DToL03079-RA	JC_05566-RA
OG0004978	Vcard_DToL00166-RA, Vcard_DToL00165-RA	JC_01961-RA
OG0004979	Vcard_DToL03081-RA	JC_05564-RA
OG0004980	Vcard_DToL06360-RA	JC_09733-RA
OG0004981	Vcard_DToL10632-RA	JC_06312-RA
OG0004982	Vcard_DToL13115-RA	JC_10473-RA
OG0004983	Vcard_DToL16827-RA	JC_15573-RA
OG0004984	Vcard_DToL01863-RA	JC_00724-RA
OG0004985	Vcard_DToL13114-RA	JC_10474-RA
OG0004986	Vcard_DToL07176-RA	JC_08663-RA
OG0004987	Vcard_DToL13113-RA	JC_10475-RA
OG0004988	Vcard_DToL10635-RA	JC_06305-RA
OG0004989	Vcard_DToL13111-RA	JC_10476-RA
OG0004990	Vcard_DToL06363-RA	JC_09740-RA
OG0004991	Vcard_DToL15261-RA	JC_13107-RA
OG0004992	Vcard_DToL13109-RA	JC_10478-RA
OG0004993	Vcard_DToL12468-RA	JC_06704-RA
OG0004994	Vcard_DToL09721-RA	JC_07323-RA
OG0004995	Vcard_DToL12467-RA	JC_06705-RA
OG0004996	Vcard_DToL06318-RA	JC_07927-RA
OG0004997	Vcard_DToL06314-RA	JC_07928-RA
OG0004998	Vcard_DToL03083-RA	JC_05561-RA
OG0004999	Vcard_DToL17800-RA	JC_17167-RA
OG0005002	Vcard_DToL12462-RA	JC_06708-RA
OG0005003	Vcard_DToL12461-RA	JC_06707-RA
OG0005004	Vcard_DToL16730-RA	JC_14609-RA
OG0005005	Vcard_DToL12460-RA	JC_06709-RA
OG0005006	Vcard_DToL12453-RA	JC_06712-RA
OG0005007	Vcard_DToL06313-RA	JC_07930-RA
OG0005008	Vcard_DToL06365-RA	JC_09742-RA
OG0005010	Vcard_DToL12456-RA	JC_06711-RA
OG0005012	Vcard_DToL03332-RA	JC_02395-RA
OG0005013	Vcard_DToL17789-RA	JC_17156-RA
OG0005014	Vcard_DToL17362-RA	JC_15212-RA
OG0005015	Vcard_DToL03336-RA	JC_02390-RA
OG0005016	Vcard_DToL16725-RA	JC_14604-RA
OG0005017	Vcard_DToL17364-RA	JC_15213-RA
OG0005018	Vcard_DToL15895-RA	JC_15051-RA
OG0005019	Vcard_DToL04033-RA	JC_03542-RA
OG0005020	Vcard_DToL13106-RA	JC_10480-RA
OG0005021	Vcard_DToL13105-RA	JC_10482-RA
OG0005022	Vcard_DToL04034-RA	JC_03543-RA
OG0005023	Vcard_DToL13103-RA	JC_10484-RA
OG0005024	Vcard_DToL04035-RA	JC_03544-RA
OG0005026	Vcard_DToL04036-RA	JC_03545-RA
OG0005027	Vcard_DToL06370-RA	JC_09748-RA
OG0005028	Vcard_DToL03343-RA	JC_02385-RA
OG0005029	Vcard_DToL03345-RA	JC_02384-RA
OG0005031	Vcard_DToL15902-RA	JC_15046-RA
OG0005032	Vcard_DToL13098-RA	JC_10488-RA
OG0005033	Vcard_DToL13097-RA	JC_10489-RA
OG0005034	Vcard_DToL01866-RA	JC_00721-RA
OG0005035	Vcard_DToL13094-RA	JC_10490-RA
OG0005037	Vcard_DToL15328-RA	JC_13165-RA
OG0005038	Vcard_DToL15329-RA	JC_13166-RA
OG0005039	Vcard_DToL16804-RA	JC_15557-RA
OG0005040	Vcard_DToL03346-RA	JC_02383-RA
OG0005041	Vcard_DToL17791-RA	JC_17160-RA
OG0005042	Vcard_DToL06306-RA	JC_07934-RA
OG0005043	Vcard_DToL14090-RA	JC_14062-RA
OG0005044	Vcard_DToL16720-RA	JC_14593-RA
OG0005046	Vcard_DToL03347-RA	JC_02381-RA
OG0005047	Vcard_DToL16721-RA	JC_14592-RA
OG0005048	Vcard_DToL03348-RA	JC_02380-RA
OG0005049	Vcard_DToL16717-RA	JC_14591-RA
OG0005052	Vcard_DToL16715-RA	JC_14590-RA
OG0005053	Vcard_DToL15153-RA	JC_13019-RA
OG0005054	Vcard_DToL15152-RA	JC_13018-RA
OG0005055	Vcard_DToL07177-RA	JC_08658-RA
OG0005056	Vcard_DToL09048-RA	JC_03648-RA
OG0005057	Vcard_DToL13093-RA	JC_10491-RA
OG0005058	Vcard_DToL08412-RA	JC_04255-RA
OG0005059	Vcard_DToL01872-RA	JC_00715-RA
OG0005060	Vcard_DToL14086-RA	JC_14070-RA
OG0005061	Vcard_DToL09729-RA	JC_07304-RA
OG0005062	Vcard_DToL04842-RA	JC_04452-RA
OG0005063	Vcard_DToL03352-RA	JC_02372-RA
OG0005064	Vcard_DToL13613-RA	JC_10274-RA
OG0005065	Vcard_DToL15910-RA	JC_15037-RA
OG0005066	Vcard_DToL15151-RA	JC_13015-RA
OG0005067	Vcard_DToL17370-RA	JC_15206-RA
OG0005068	Vcard_DToL17372-RA	JC_15204-RA
OG0005069	Vcard_DToL15150-RA	JC_13013-RA
OG0005070	Vcard_DToL13618-RA	JC_10276-RA
OG0005071	Vcard_DToL12447-RA	JC_06752-RA
OG0005072	Vcard_DToL09047-RA	JC_03656-RA
OG0005073	Vcard_DToL12446-RA	JC_06754-RA
OG0005074	Vcard_DToL11339-RA	JC_11502-RA
OG0005075	Vcard_DToL13620-RA	JC_10278-RA
OG0005077	Vcard_DToL04059-RA	JC_03557-RA
OG0005078	Vcard_DToL17376-RA	JC_15202-RA
OG0005079	Vcard_DToL09741-RA	JC_07284-RA
OG0005080	Vcard_DToL03355-RA	JC_02368-RA
OG0005081	Vcard_DToL06299-RA	JC_07942-RA
OG0005083	Vcard_DToL13898-RA	JC_14095-RA
OG0005084	Vcard_DToL06298-RA	JC_07943-RA
OG0005086	Vcard_DToL13623-RA	JC_10280-RA
OG0005087	Vcard_DToL13624-RA	JC_10281-RA
OG0005088	Vcard_DToL13091-RA	JC_10495-RA
OG0005089	Vcard_DToL16793-RA	JC_15543-RA
OG0005090	Vcard_DToL04060-RA	JC_03558-RA
OG0005091	Vcard_DToL13090-RA	JC_10494-RA
OG0005092	Vcard_DToL13089-RA	JC_10496-RA
OG0005093	Vcard_DToL04061-RA	JC_03559-RA
OG0005094	Vcard_DToL15140-RA	JC_13007-RA
OG0005095	Vcard_DToL16792-RA	JC_15542-RA
OG0005097	Vcard_DToL12442-RA	JC_06757-RA
OG0005098	Vcard_DToL12441-RA	JC_06758-RA
OG0005099	Vcard_DToL09046-RA	JC_03657-RA
OG0005100	Vcard_DToL13088-RA	JC_10497-RA
OG0005101	Vcard_DToL13087-RA	JC_10498-RA
OG0005102	Vcard_DToL13629-RA	JC_10285-RA
OG0005103	Vcard_DToL10001-RA	JC_05659-RA
OG0005104	Vcard_DToL12440-RA	JC_06759-RA
OG0005106	Vcard_DToL13085-RA	JC_10501-RA, JC_10500-RA
OG0005107	Vcard_DToL15063-RA	JC_13003-RA
OG0005108	Vcard_DToL18543-RA	JC_16199-RA
OG0005109	Vcard_DToL12438-RA	JC_06766-RA
OG0005110	Vcard_DToL00716-RA	JC_01655-RA
OG0005111	Vcard_DToL18542-RA	JC_16200-RA
OG0005112	Vcard_DToL13082-RA	JC_10503-RA
OG0005114	Vcard_DToL18540-RA	JC_16202-RA
OG0005115	Vcard_DToL15067-RA	JC_13000-RA
OG0005116	Vcard_DToL13080-RA	JC_10505-RA
OG0005117	Vcard_DToL03099-RA	JC_05542-RA
OG0005118	Vcard_DToL03101-RA	JC_05537-RA
OG0005119	Vcard_DToL06281-RA	JC_07951-RA
OG0005120	Vcard_DToL03102-RA	JC_05536-RA
OG0005121	Vcard_DToL06280-RA	JC_07952-RA
OG0005122	Vcard_DToL03103-RA	JC_05535-RA
OG0005123	Vcard_DToL06372-RA	JC_09751-RA
OG0005124	Vcard_DToL17384-RA	JC_15189-RA
OG0005125	Vcard_DToL15069-RA	JC_12997-RA
OG0005126	Vcard_DToL16701-RA	JC_14572-RA
OG0005127	Vcard_DToL16700-RA	JC_14570-RA
OG0005128	Vcard_DToL18709-RA	JC_16718-RA
OG0005129	Vcard_DToL06278-RA	JC_07956-RA
OG0005130	Vcard_DToL00840-RA	JC_01592-RA
OG0005131	Vcard_DToL03104-RA	JC_05533-RA
OG0005132	Vcard_DToL04833-RA	JC_04460-RA
OG0005133	Vcard_DToL04069-RA	JC_03563-RA
OG0005134	Vcard_DToL17820-RA	JC_17092-RA
OG0005136	Vcard_DToL04832-RA	JC_04461-RA
OG0005137	Vcard_DToL09676-RA	JC_07359-RA
OG0005138	Vcard_DToL09674-RA	JC_07360-RA
OG0005139	Vcard_DToL03107-RA	JC_05532-RA
OG0005140	Vcard_DToL17822-RA	JC_17094-RA
OG0005141	Vcard_DToL06373-RA	JC_09752-RA
OG0005142	Vcard_DToL06275-RA	JC_07959-RA
OG0005143	Vcard_DToL03109-RA	JC_05531-RA
OG0005144	Vcard_DToL06375-RA	JC_09753-RA
OG0005145	Vcard_DToL06274-RA	JC_07960-RA
OG0005146	Vcard_DToL13631-RA	JC_10289-RA
OG0005147	Vcard_DToL09041-RA	JC_03661-RA
OG0005148	Vcard_DToL01852-RA	JC_00733-RA
OG0005149	Vcard_DToL09671-RA	JC_07362-RA
OG0005150	Vcard_DToL09039-RA	JC_03663-RA
OG0005151	Vcard_DToL06270-RA	JC_07962-RA
OG0005152	Vcard_DToL09670-RA	JC_07363-RA
OG0005153	Vcard_DToL06378-RA	JC_09756-RA
OG0005154	Vcard_DToL11350-RA	JC_11522-RA
OG0005155	Vcard_DToL14914-RA	JC_12795-RA
OG0005156	Vcard_DToL00050-RA	JC_02278-RA
OG0005157	Vcard_DToL00845-RA	JC_01588-RA
OG0005158	Vcard_DToL14910-RA	JC_12793-RA
OG0005159	Vcard_DToL09035-RA	JC_03668-RA
OG0005160	Vcard_DToL00846-RA	JC_01586-RA
OG0005161	Vcard_DToL11353-RA	JC_11526-RA
OG0005162	Vcard_DToL06381-RA	JC_09762-RA
OG0005163	Vcard_DToL00048-RA	JC_02280-RA
OG0005164	Vcard_DToL03362-RA	JC_02362-RA
OG0005165	Vcard_DToL06382-RA	JC_09761-RA
OG0005166	Vcard_DToL06266-RA	JC_07964-RA
OG0005167	Vcard_DToL09031-RA	JC_03669-RA
OG0005168	Vcard_DToL03364-RA	JC_02360-RA
OG0005169	Vcard_DToL01846-RA	JC_00736-RA
OG0005170	Vcard_DToL03365-RA	JC_02358-RA
OG0005172	Vcard_DToL01843-RA	JC_00739-RA
OG0005174	Vcard_DToL14900-RA	JC_12786-RA
OG0005176	Vcard_DToL00847-RA	JC_01584-RA
OG0005177	Vcard_DToL17387-RA	JC_15180-RA
OG0005178	Vcard_DToL13880-RA	JC_14096-RA
OG0005179	Vcard_DToL14897-RA	JC_12784-RA
OG0005181	Vcard_DToL07187-RA	JC_08651-RA
OG0005182	Vcard_DToL06389-RA	JC_09768-RA
OG0005184	Vcard_DToL06391-RA	JC_09770-RA
OG0005185	Vcard_DToL00035-RA	JC_02286-RA
OG0005186	Vcard_DToL16777-RA	JC_15517-RA
OG0005188	Vcard_DToL10849-RA	JC_06075-RA
OG0005190	Vcard_DToL15923-RA	JC_15025-RA
OG0005191	Vcard_DToL18512-RA	JC_16161-RA
OG0005192	Vcard_DToL06396-RA	JC_09775-RA
OG0005193	Vcard_DToL11366-RA	JC_11543-RA
OG0005194	Vcard_DToL12422-RA	JC_06780-RA
OG0005195	Vcard_DToL13064-RA	JC_10524-RA
OG0005196	Vcard_DToL11367-RA	JC_11544-RA
OG0005197	Vcard_DToL00858-RA	JC_01574-RA
OG0005198	Vcard_DToL18511-RA	JC_16162-RA
OG0005199	Vcard_DToL12416-RA	JC_06783-RA
OG0005200	Vcard_DToL13639-RA	JC_10296-RA
OG0005201	Vcard_DToL12415-RA	JC_06784-RA
OG0005202	Vcard_DToL13061-RA	JC_10526-RA
OG0005203	Vcard_DToL01825-RA	JC_00752-RA
OG0005204	Vcard_DToL01824-RA	JC_00753-RA
OG0005205	Vcard_DToL14649-RA	JC_12431-RA
OG0005207	Vcard_DToL10838-RA	JC_06083-RA
OG0005208	Vcard_DToL17840-RA	JC_17107-RA
OG0005209	Vcard_DToL09025-RA	JC_03680-RA
OG0005210	Vcard_DToL12413-RA	JC_06786-RA
OG0005211	Vcard_DToL00860-RA	JC_01572-RA
OG0005212	Vcard_DToL00862-RA	JC_01570-RA
OG0005213	Vcard_DToL11378-RA	JC_11549-RA
OG0005214	Vcard_DToL18741-RA	JC_16738-RA
OG0005215	Vcard_DToL00864-RA	JC_01568-RA
OG0005216	Vcard_DToL01818-RA	JC_00756-RA
OG0005217	Vcard_DToL17842-RA	JC_17111-RA
OG0005218	Vcard_DToL17843-RA	JC_17112-RA
OG0005219	Vcard_DToL09024-RA	JC_03681-RA
OG0005220	Vcard_DToL12411-RA	JC_06791-RA, JC_06792-RA
OG0005221	Vcard_DToL10830-RA	JC_06087-RA
OG0005222	Vcard_DToL04078-RA	JC_03570-RA
OG0005223	Vcard_DToL13650-RA	JC_10303-RA
OG0005225	Vcard_DToL04823-RA	JC_04469-RA
