Orthogroup	Heliconius_melpomene_melpomene	Heliconius_erato_lativitta
OG0005417	HMEL012589g1.t1	HEL_003543-RA
OG0005419	HMEL004595g1.t1	HEL_005431-RA
OG0005420	HMEL004926g1.t1	HEL_011743-RA
OG0005421	HMEL016554g1.t1	HEL_005040-RA
OG0005422	HMEL017049g1.t1	HEL_010559-RA
OG0005423	HMEL004928g1.t1	HEL_011744-RA
OG0005424	HMEL002371g1.t1	HEL_003591-RA
OG0005425	HMEL016552g1.t1	HEL_005041-RA
OG0005426	HMEL017410g1.t1	HEL_013161-RA
OG0005427	HMEL031767g1.t1	HEL_007571-RA
OG0005428	HMEL007909g1.t1	HEL_009713-RA
OG0005429	HMEL010986g1.t1	HEL_006395-RA
OG0005430	HMEL017052g1.t1	HEL_010562-RA
OG0005431	HMEL017053g1.t1	HEL_010563-RA
OG0005432	HMEL016254g1.t1	HEL_005695-RA
OG0005433	HMEL017522g1.t1	HEL_008865-RA
OG0005434	HMEL016253g1.t1	HEL_005696-RA
OG0005436	HMEL013046g1.t1	HEL_013251-RA
OG0005438	HMEL009659g1.t1	HEL_012448-RA
OG0005440	HMEL003437g1.t1	HEL_011820-RA
OG0005441	HMEL017055g1.t1	HEL_010565-RA
OG0005442	HMEL022548g1.t1	HEL_012452-RA
OG0005443	HMEL004323g1.t1	HEL_001792-RA
OG0005444	HMEL017056g1.t1	HEL_010566-RA
OG0005446	HMEL011862g1.t1	HEL_001795-RA
OG0005447	HMEL011861g1.t1	HEL_001796-RA
OG0005448	HMEL017058g1.t1	HEL_010568-RA
OG0005449	HMEL011859g1.t1	HEL_001797-RA
OG0005450	HMEL010280g1.t1	HEL_002104-RA
OG0005451	HMEL016137g1.t1	HEL_011284-RA
OG0005452	HMEL017059g1.t1	HEL_010569-RA
OG0005453	HMEL037984g1.t1	HEL_003587-RA
OG0005454	HMEL007170g1.t1	HEL_011136-RA
OG0005455	HMEL007913g1.t1	HEL_009717-RA
OG0005456	HMEL010686g1.t1	HEL_009361-RA
OG0005457	HMEL015813g1.t1	HEL_002285-RA
OG0005458	HMEL017060g1.t1	HEL_010570-RA
OG0005459	HMEL037986g1.t1	HEL_003585-RA
OG0005460	HMEL016542g1.t1	HEL_005049-RA
OG0005461	HMEL030728g1.t1	HEL_012454-RA
OG0005462	HMEL005551g1.t1	HEL_005052-RA
OG0005463	HMEL016250g1.t1	HEL_005699-RA
OG0005464	HMEL038060g1.t1	HEL_003616-RA
OG0005465	HMEL005550g1.t1	HEL_005053-RA
OG0005466	HMEL038061g1.t1	HEL_003617-RA
OG0005467	HMEL005544g1.t1	HEL_005055-RA
OG0005468	HMEL003185g1.t1	HEL_010265-RA
OG0005469	HMEL032451g1.t1	HEL_006402-RA
OG0005470	HMEL007166g1.t1	HEL_011132-RA
OG0005471	HMEL032452g1.t1	HEL_006403-RA
OG0005473	HMEL013380g1.t1	HEL_010212-RA
OG0005474	HMEL013379-RA	HEL_010213-RA
OG0005475	HMEL016044g1.t1	HEL_009721-RA
OG0005476	HMEL013815g1.t1	HEL_006405-RA
OG0005477	HMEL005542g1.t1	HEL_005057-RA
OG0005478	HMEL038030g1.t1	HEL_003623-RA
OG0005479	HMEL016213g1.t1	HEL_010858-RA
OG0005480	HMEL010575g1.t1	HEL_000495-RA
OG0005481	HMEL016247g1.t1	HEL_005702-RA
OG0005482	HMEL005536g1.t1	HEL_005060-RA
OG0005483	HMEL009903g1.t1	HEL_003624-RA
OG0005484	HMEL008132g1.t1	HEL_004115-RA
OG0005485	HMEL016214g1.t1	HEL_010857-RA
OG0005486	HMEL009907g1.t1	HEL_003628-RA
OG0005487	HMEL008655g1.t1	HEL_001802-RA
OG0005488	HMEL008252g1.t1	HEL_005708-RA
OG0005489	HMEL015812g1.t1	HEL_002286-RA
OG0005490	HMEL032460g1.t1	HEL_006410-RA
OG0005491	HMEL032271g1.t1	HEL_000500-RA
OG0005492	HMEL008657g1.t1	HEL_001804-RA
OG0005493	HMEL008658g1.t1	HEL_001805-RA
OG0005494	HMEL008659g1.t1	HEL_001807-RA
OG0005495	HMEL009520g1.t1	HEL_011294-RA
OG0005497	HMEL002821g1.t1	HEL_007002-RA
OG0005498	HMEL012910g1.t1	HEL_011083-RA
OG0005499	HMEL034929g1.t1	HEL_010221-RA
OG0005500	HMEL022592-RA	HEL_003634-RA
OG0005501	HMEL008250g1.t1	HEL_005710-RA
OG0005502	HMEL009913g1.t1	HEL_003636-RA
OG0005503	HMEL012912g1.t1	HEL_011084-RA
OG0005504	HMEL005330g1.t1	HEL_010223-RA
OG0005505	HMEL002713g1.t1	HEL_003548-RA
OG0005506	HMEL008247g1.t1	HEL_005712-RA
OG0005507	HMEL002714g1.t1	HEL_003549-RA
OG0005508	HMEL013066g1.t1	HEL_010132-RA
OG0005509	HMEL008246g1.t1	HEL_005713-RA
OG0005510	HMEL009255g1.t1, HMEL009254g1.t1	HEL_002123-RA
OG0005511	HMEL013067g1.t1	HEL_010131-RA
OG0005512	HMEL012917g1.t1	HEL_011089-RA
OG0005514	HMEL011870g1.t1	HEL_006029-RA
OG0005515	HMEL009259g1.t1	HEL_002127-RA
OG0005516	HMEL006128g1.t1	HEL_010260-RA
OG0005517	HMEL004013g1.t1	HEL_005717-RA
OG0005518	HMEL004499g1.t1	HEL_010231-RA
OG0005520	HMEL010384g1.t1	HEL_009677-RA
OG0005521	HMEL004071g1.t1	HEL_002523-RA
OG0005522	HMEL009260-RA	HEL_002128-RA
OG0005523	HMEL012576g1.t1	HEL_009034-RA
OG0005524	HMEL012922g1.t1	HEL_011098-RA
OG0005525	HMEL004072g1.t1	HEL_002525-RA
OG0005526	HMEL013073g1.t1	HEL_010124-RA
OG0005527	HMEL010385g1.t1	HEL_009678-RA
OG0005529	HMEL014412g1.t1	HEL_011779-RA
OG0005530	HMEL038018g1.t1	HEL_003678-RA
OG0005531	HMEL007643g1.t1	HEL_003676-RA
OG0005532	HMEL036245g1.t1	HEL_011099-RA
OG0005533	HMEL007641g1.t1	HEL_003674-RA
OG0005534	HMEL007640g1.t1	HEL_003673-RA
OG0005535	HMEL012925g1.t1	HEL_011105-RA
OG0005536	HMEL008221g1.t1	HEL_005720-RA
OG0005537	HMEL030409g1.t1	HEL_002001-RA
OG0005538	HMEL012926g1.t1	HEL_011106-RA
OG0005539	HMEL004109g1.t1	HEL_004943-RA
OG0005540	HMEL012927g1.t1	HEL_011107-RA
OG0005541	HMEL008241g1.t1	HEL_011230-RA
OG0005542	HMEL012929g1.t1	HEL_011109-RA
OG0005543	HMEL014562g1.t1	HEL_010121-RA
OG0005544	HMEL012567g1.t1	HEL_009042-RA
OG0005545	HMEL007635g1.t1	HEL_003670-RA
OG0005546	HMEL038019g1.t1	HEL_003669-RA
OG0005547	HMEL003197g1.t1	HEL_005726-RA
OG0005548	HMEL032237g1.t1	HEL_000432-RA
OG0005549	HMEL010984g1.t1	HEL_011111-RA
OG0005550	HMEL010983g1.t1	HEL_011112-RA, HEL_011113-RA
OG0005551	HMEL020711g1.t1	HEL_006413-RA
OG0005552	HMEL009264g1.t1	HEL_002131-RA
OG0005553	HMEL004075g1.t1	HEL_002528-RA
OG0005555	HMEL004077g1.t1	HEL_002531-RA
OG0005556	HMEL013214g1.t1	HEL_004950-RA
OG0005557	HMEL034858g1.t1	HEL_008062-RA
OG0005558	HMEL034857g1.t1	HEL_008061-RA
OG0005559	HMEL034856g1.t1	HEL_008058-RA
OG0005560	HMEL037954g1.t1	HEL_013836-RA
OG0005561	HMEL006763-RA	HEL_006020-RA
OG0005562	HMEL009270g1.t1	HEL_002136-RA
OG0005563	HMEL036255g1.t1	HEL_011116-RA
OG0005564	HMEL009271g1.t1	HEL_002137-RA
OG0005565	HMEL004080g1.t1	HEL_002534-RA
OG0005566	HMEL037955g1.t1	HEL_013839-RA
OG0005567	HMEL004723g1.t1	HEL_013837-RA
OG0005568	HMEL015093g1.t1	HEL_001703-RA
OG0005569	HMEL004728g1.t1	HEL_013841-RA
OG0005570	HMEL008293g1.t1	HEL_011119-RA
OG0005571	HMEL021303g1.t1	HEL_010256-RA
OG0005572	HMEL022533g1.t1	HEL_011785-RA
OG0005574	HMEL004730g1.t1	HEL_013845-RA
OG0005575	HMEL020654g1.t1	HEL_010108-RA
OG0005576	HMEL012908g1.t1	HEL_011081-RA
OG0005577	HMEL012907g1.t1	HEL_011080-RA
OG0005578	HMEL006182g1.t1	HEL_011843-RA
OG0005579	HMEL020235g1.t1	HEL_008046-RA
OG0005580	HMEL011493g1.t1	HEL_011226-RA
OG0005581	HMEL011175g1.t1	HEL_011331-RA
OG0005582	HMEL037958g1.t1	HEL_013852-RA
OG0005583	HMEL035338g1.t1	HEL_010107-RA
OG0005584	HMEL003876-RA	HEL_002142-RA
OG0005586	HMEL010957g1.t1	HEL_004132-RA
OG0005587	HMEL004733g1.t1	HEL_013853-RA
OG0005588	HMEL003875g1.t1	HEL_002145-RA
OG0005589	HMEL012903g1.t1	HEL_011076-RA
OG0005590	HMEL006756g1.t1	HEL_006018-RA
OG0005591	HMEL004734g1.t1	HEL_013854-RA
OG0005592	HMEL017262g1.t1	HEL_002294-RA
OG0005593	HMEL017261g1.t1	HEL_002295-RA
OG0005594	HMEL003873g1.t1	HEL_002143-RA
OG0005595	HMEL034854g1.t1	HEL_008044-RA
OG0005596	HMEL032463g1.t1	HEL_006414-RA
OG0005597	HMEL030489g1.t1	HEL_002147-RA
OG0005598	HMEL011492g1.t1	HEL_011225-RA
OG0005599	HMEL011179g1.t1	HEL_011335-RA
OG0005600	HMEL037501g1.t1	HEL_000804-RA
OG0005601	HMEL012562g1.t1	HEL_009047-RA
OG0005602	HMEL036235g1.t1	HEL_011072-RA
OG0005603	HMEL011481g1.t1	HEL_011071-RA
OG0005604	HMEL022526g1.t1	HEL_011789-RA
OG0005605	HMEL006181g1.t1	HEL_011842-RA
OG0005606	HMEL011483g1.t1	HEL_011070-RA
OG0005607	HMEL003866g1.t1	HEL_002151-RA
OG0005609	HMEL012560g1.t1	HEL_009050-RA
OG0005611	HMEL012559g1.t1	HEL_009051-RA
OG0005612	HMEL006180g1.t1	HEL_011841-RA
OG0005613	HMEL013205g1.t1	HEL_004960-RA
OG0005614	HMEL012558g1.t1	HEL_009052-RA
OG0005615	HMEL032236g1.t1	HEL_000429-RA
OG0005616	HMEL011317g1.t1	HEL_000811-RA
OG0005617	HMEL032873g1.t1	HEL_009461-RA
OG0005619	HMEL012964g1.t1	HEL_009734-RA
OG0005620	HMEL009896g1.t1	HEL_007659-RA
OG0005621	HMEL014423g1.t1	HEL_011791-RA
OG0005622	HMEL036679g1.t1	HEL_005826-RA
OG0005624	HMEL036678g1.t1	HEL_005825-RA
OG0005626	HMEL011488g1.t1	HEL_011222-RA
OG0005627	HMEL011195g1.t1	HEL_011346-RA
OG0005628	HMEL034847g1.t1	HEL_008033-RA
OG0005629	HMEL009933g1.t1	HEL_014046-RA
OG0005630	HMEL015047g1.t1	HEL_005816-RA
OG0005631	HMEL037511g1.t1	HEL_000814-RA
OG0005632	HMEL035335g1.t1	HEL_010099-RA
OG0005633	HMEL002589g1.t1	HEL_003562-RA
OG0005634	HMEL016100g1.t1	HEL_000426-RA
OG0005635	HMEL005582g1.t1	HEL_013857-RA
OG0005636	HMEL033926g1.t1	HEL_014045-RA
OG0005637	HMEL032469g1.t1	HEL_006423-RA
OG0005639	HMEL033925g1.t1	HEL_014044-RA
OG0005640	HMEL033924g1.t1	HEL_014043-RA
OG0005641	HMEL009577g1.t1	HEL_006424-RA
OG0005642	HMEL009939g1.t1	HEL_014041-RA
OG0005643	HMEL009940g1.t1	HEL_014040-RA
OG0005644	HMEL014434g1.t1	HEL_011803-RA
OG0005645	HMEL009576g1.t1	HEL_006425-RA
OG0005646	HMEL014433g1.t1	HEL_011802-RA
OG0005647	HMEL009941g1.t1	HEL_014039-RA
OG0005648	HMEL009942g1.t1	HEL_014038-RA
OG0005649	HMEL011243g1.t1	HEL_000533-RA
OG0005650	HMEL012551g1.t1	HEL_009061-RA
OG0005651	HMEL008120g1.t1	HEL_004101-RA
OG0005652	HMEL012552g1.t1	HEL_009060-RA
OG0005654	HMEL003739g1.t1	HEL_010096-RA
OG0005655	HMEL008399g1.t1	HEL_009735-RA
OG0005656	HMEL017251g1.t1	HEL_002304-RA
OG0005657	HMEL005846g1.t1	HEL_004596-RA
OG0005658	HMEL007743g1.t1	HEL_009448-RA
OG0005659	HMEL032472g1.t1	HEL_006428-RA
OG0005660	HMEL013200g1.t1	HEL_004968-RA
OG0005661	HMEL008110g1.t1	HEL_004090-RA
OG0005663	HMEL009809g1.t1	HEL_012063-RA
OG0005664	HMEL008112g1.t1	HEL_004094-RA
OG0005665	HMEL017249g1.t1	HEL_002306-RA
OG0005666	HMEL013199g1.t1	HEL_004969-RA
OG0005667	HMEL037321g1.t1	HEL_011799-RA
OG0005668	HMEL008113g1.t1	HEL_004095-RA
OG0005669	HMEL013198g1.t1	HEL_004970-RA
OG0005670	HMEL004084g1.t1	HEL_002546-RA
OG0005671	HMEL013197g1.t1	HEL_004971-RA
OG0005672	HMEL016595g1.t1	HEL_004653-RA
OG0005673	HMEL003654g1.t1	HEL_011216-RA, HEL_011214-RA
OG0005674	HMEL004085g1.t1	HEL_002547-RA
OG0005675	HMEL012549g1.t1	HEL_009063-RA
OG0005676	HMEL013195g1.t1	HEL_004973-RA
OG0005677	HMEL010701g1.t1	HEL_007669-RA
OG0005678	HMEL007741g1.t1	HEL_009446-RA
OG0005679	HMEL012548g1.t1	HEL_009064-RA
OG0005680	HMEL006176g1.t1	HEL_011838-RA
OG0005681	HMEL012547g1.t1	HEL_009065-RA
OG0005682	HMEL031815g1.t1	HEL_007670-RA
OG0005683	HMEL007739g1.t1	HEL_009445-RA
OG0005684	HMEL010699g1.t1	HEL_007671-RA
OG0005685	HMEL013192g1.t1	HEL_004979-RA
OG0005686	HMEL004086g1.t1	HEL_002548-RA
OG0005687	HMEL009806g1.t1	HEL_012066-RA
OG0005688	HMEL004089g1.t1	HEL_002551-RA
OG0005689	HMEL030179g1.t1	HEL_002311-RA
OG0005690	HMEL035331g1.t1	HEL_010090-RA
OG0005691	HMEL014438g1.t1	HEL_011809-RA
OG0005692	HMEL030180g1.t1	HEL_002312-RA
OG0005694	HMEL017243g1.t1	HEL_002313-RA
OG0005695	HMEL002731g1.t1	HEL_014526-RA
OG0005696	HMEL013189g1.t1	HEL_004985-RA
OG0005697	HMEL017306g1.t1	HEL_006432-RA
OG0005698	HMEL013188g1.t1	HEL_004987-RA
OG0005699	HMEL002312g1.t1	HEL_000820-RA
OG0005700	HMEL006173g1.t1	HEL_011835-RA
OG0005701	HMEL006171g1.t1	HEL_011832-RA
OG0005702	HMEL017242g1.t1	HEL_002314-RA
OG0005703	HMEL009363g1.t1	HEL_014247-RA
OG0005704	HMEL030181g1.t1	HEL_002315-RA
OG0005705	HMEL012478g1.t1	HEL_002474-RA
OG0005707	HMEL012736g1.t1	HEL_012077-RA
OG0005708	HMEL037981g1.t1	HEL_014245-RA
OG0005709	HMEL012735g1.t1	HEL_012078-RA
OG0005710	HMEL016354g1.t1	HEL_002554-RA
OG0005711	HMEL011234g1.t1	HEL_000524-RA
OG0005712	HMEL036980g1.t1	HEL_007835-RA
OG0005713	HMEL002544g1.t1	HEL_007834-RA
OG0005714	HMEL010524g1.t1	HEL_003568-RA, HEL_003569-RA
OG0005715	HMEL010327g1.t1, HMEL036324g1.t1	HEL_001682-RA
OG0005716	HMEL002813g1.t1	HEL_011213-RA
OG0005717	HMEL031212g1.t1	HEL_001680-RA
OG0005718	HMEL030500g1.t1	HEL_002161-RA
OG0005719	HMEL012542g1.t1	HEL_009075-RA
OG0005720	HMEL012541g1.t1	HEL_009077-RA
OG0005721	HMEL031822g1.t1	HEL_007690-RA
OG0005722	HMEL011231-RA	HEL_000521-RA
OG0005723	HMEL002552g1.t1	HEL_003571-RA
OG0005724	HMEL036978g1.t1	HEL_007832-RA
OG0005725	HMEL017235g1.t1	HEL_002321-RA
OG0005726	HMEL002539g1.t1	HEL_007829-RA
OG0005727	HMEL030184g1.t1	HEL_002322-RA
OG0005728	HMEL017233g1.t1	HEL_002323-RA
OG0005729	HMEL035022g1.t1	HEL_009080-RA
OG0005730	HMEL017996g1.t1	HEL_007696-RA
OG0005731	HMEL011586g1.t1	HEL_000821-RA
OG0005732	HMEL006187g1.t1	HEL_011847-RA
OG0005733	HMEL002812g1.t1	HEL_011211-RA
OG0005734	HMEL017231g1.t1	HEL_002325-RA
OG0005735	HMEL012533g1.t1	HEL_009084-RA
OG0005736	HMEL035324g1.t1	HEL_010078-RA
OG0005737	HMEL002810g1.t1	HEL_011209-RA
OG0005738	HMEL031827g1.t1	HEL_007700-RA
OG0005739	HMEL017229g1.t1	HEL_002327-RA
OG0005740	HMEL011228g1.t1	HEL_000512-RA
OG0005741	HMEL031210g1.t1	HEL_001677-RA
OG0005742	HMEL008731g1.t1	HEL_004999-RA
OG0005743	HMEL035783g1.t1	HEL_012107-RA
OG0005744	HMEL010402g1.t1	HEL_000417-RA
OG0005745	HMEL002445g1.t1	HEL_014230-RA
OG0005746	HMEL010755g1.t1	HEL_008080-RA
OG0005747	HMEL017224g1.t1	HEL_002330-RA
OG0005749	HMEL010756g1.t1	HEL_008081-RA
OG0005751	HMEL036427g1.t1	HEL_009738-RA
OG0005753	HMEL010758g1.t1	HEL_008083-RA
OG0005754	HMEL030190g1.t1	HEL_002333-RA
OG0005755	HMEL008388g1.t1	HEL_009744-RA
OG0005756	HMEL017220g1.t1	HEL_002334-RA
OG0005758	HMEL017219g1.t1	HEL_002335-RA
OG0005759	HMEL008735g1.t1	HEL_005002-RA
OG0005760	HMEL036160g1.t1	HEL_004362-RA
OG0005761	HMEL012530g1.t1	HEL_009091-RA
OG0005762	HMEL030191g1.t1	HEL_002336-RA
OG0005763	HMEL032864g1.t1	HEL_009442-RA
OG0005764	HMEL030192g1.t1	HEL_002337-RA
OG0005765	HMEL032863g1.t1	HEL_009441-RA
OG0005766	HMEL032862g1.t1	HEL_009440-RA
OG0005767	HMEL017216g1.t1	HEL_002338-RA
OG0005768	HMEL002437g1.t1	HEL_009439-RA
OG0005769	HMEL011221g1.t1	HEL_011395-RA
OG0005771	HMEL032861g1.t1	HEL_009436-RA
OG0005773	HMEL011216g1.t1	HEL_011389-RA
OG0005774	HMEL010336g1.t1	HEL_001673-RA
OG0005775	HMEL009811g1.t1	HEL_012061-RA
OG0005776	HMEL017480g1.t1	HEL_010829-RA
OG0005777	HMEL031209g1.t1	HEL_001672-RA
OG0005778	HMEL014140g1.t1	HEL_002562-RA
OG0005780	HMEL017961g1.t1	HEL_006445-RA
OG0005781	HMEL002802g1.t1	HEL_011201-RA
OG0005782	HMEL013884g1.t1	HEL_010084-RA
OG0005783	HMEL011213g1.t1	HEL_011385-RA
OG0005785	HMEL017482g1.t1	HEL_010827-RA
OG0005786	HMEL014136g1.t1	HEL_002567-RA
OG0005787	HMEL014135g1.t1	HEL_002568-RA
OG0005788	HMEL009736g1.t1	HEL_000414-RA
OG0005790	HMEL017483g1.t1	HEL_010826-RA
OG0005791	HMEL037199g1.t1	HEL_013947-RA
OG0005792	HMEL014132g1.t1	HEL_002570-RA
OG0005794	HMEL037196g1.t1	HEL_013942-RA
OG0005795	HMEL030738g1.t1	HEL_002572-RA
OG0005797	HMEL036157g1.t1	HEL_004356-RA
OG0005798	HMEL030739g1.t1	HEL_002571-RA
OG0005799	HMEL014131g1.t1	HEL_002573-RA
OG0005800	HMEL017626g1.t1	HEL_013945-RA
OG0005801	HMEL008740g1.t1	HEL_005010-RA
OG0005803	HMEL011187g1.t1	HEL_011343-RA
OG0005804	HMEL016585g1.t1	HEL_004643-RA
OG0005805	HMEL010344g1.t1	HEL_001669-RA
OG0005806	HMEL016952g1.t1	HEL_009268-RA
OG0005807	HMEL010345g1.t1	HEL_001668-RA
OG0005808	HMEL016515g1.t1	HEL_007818-RA
OG0005809	HMEL033912g1.t1	HEL_014017-RA
OG0005810	HMEL011182g1.t1	HEL_011337-RA
OG0005811	HMEL025023g1.t1	HEL_004354-RA
OG0005812	HMEL011183g1.t1	HEL_011338-RA
OG0005813	HMEL016584g1.t1	HEL_004642-RA
OG0005814	HMEL009816g1.t1	HEL_009700-RA
OG0005815	HMEL007044-RA	HEL_014505-RA
OG0005816	HMEL025024g1.t1	HEL_004353-RA
OG0005818	HMEL007043g1.t1	HEL_014504-RA
OG0005820	HMEL016582g1.t1	HEL_004639-RA
OG0005821	HMEL025026g1.t1	HEL_004351-RA
OG0005822	HMEL002792g1.t1	HEL_011193-RA
OG0005823	HMEL008384g1.t1	HEL_009750-RA
OG0005825	HMEL016611g1.t1	HEL_008086-RA
OG0005826	HMEL014126g1.t1	HEL_002579-RA
OG0005827	HMEL008382g1.t1	HEL_009755-RA
OG0005828	HMEL036152g1.t1	HEL_004348-RA
OG0005829	HMEL008381g1.t1	HEL_009756-RA
OG0005830	HMEL025031g1.t1	HEL_004347-RA
OG0005831	HMEL025032-RA	HEL_004346-RA
OG0005832	HMEL014901g1.t1	HEL_014380-RA
OG0005833	HMEL003569g1.t1	HEL_014199-RA
OG0005834	HMEL016477g1.t1	HEL_014221-RA
OG0005835	HMEL016514g1.t1	HEL_007816-RA
OG0005836	HMEL016581g1.t1	HEL_004638-RA
OG0005837	HMEL017487-RA	HEL_010811-RA, HEL_010817-RA
OG0005838	HMEL010349g1.t1	HEL_001664-RA
OG0005839	HMEL003567g1.t1	HEL_014200-RA
OG0005840	HMEL016606g1.t1	HEL_008091-RA
OG0005841	HMEL002789g1.t1	HEL_011190-RA
OG0005842	HMEL002788g1.t1	HEL_011189-RA
OG0005843	HMEL034875g1.t1	HEL_008092-RA
OG0005844	HMEL034829g1.t1	HEL_007967-RA
OG0005845	HMEL002787g1.t1	HEL_011187-RA
OG0005847	HMEL016429g1.t1	HEL_007969-RA
OG0005848	HMEL002786g1.t1	HEL_011186-RA
OG0005850	HMEL016430g1.t1	HEL_007968-RA
OG0005851	HMEL016426g1.t1	HEL_007972-RA
OG0005852	HMEL016427g1.t1	HEL_007971-RA
OG0005853	HMEL016428g1.t1	HEL_007970-RA
OG0005854	HMEL016512g1.t1	HEL_007815-RA
OG0005855	HMEL037387g1.t1	HEL_011384-RA
OG0005856	HMEL016425g1.t1	HEL_007973-RA
OG0005857	HMEL016423g1.t1	HEL_007976-RA
OG0005858	HMEL031835g1.t1	HEL_007713-RA
OG0005859	HMEL002785g1.t1	HEL_011185-RA
OG0005860	HMEL017660g1.t1	HEL_000826-RA
OG0005861	HMEL002784g1.t1	HEL_011184-RA
OG0005862	HMEL015520g1.t1	HEL_014396-RA
OG0005863	HMEL017210g1.t1	HEL_002343-RA
OG0005864	HMEL015519g1.t1	HEL_014395-RA
OG0005865	HMEL016571g1.t1	HEL_005023-RA
OG0005866	HMEL015518g1.t1	HEL_014394-RA
OG0005867	HMEL017208g1.t1	HEL_002345-RA
OG0005868	HMEL009470g1.t1	HEL_001929-RA
OG0005869	HMEL017665g1.t1	HEL_000829-RA
OG0005870	HMEL017207g1.t1	HEL_002346-RA
OG0005871	HMEL015515g1.t1	HEL_014392-RA
OG0005872	HMEL003559g1.t1	HEL_014215-RA
OG0005873	HMEL014117g1.t1	HEL_002589-RA
OG0005874	HMEL009469g1.t1	HEL_001931-RA
OG0005875	HMEL017779-RA	HEL_009760-RA
OG0005876	HMEL016950g1.t1	HEL_009263-RA
OG0005877	HMEL011202g1.t1	HEL_011351-RA
OG0005878	HMEL012793g1.t1	HEL_008852-RA
OG0005879	HMEL017205g1.t1	HEL_002347-RA
OG0005880	HMEL009468g1.t1	HEL_001932-RA
OG0005881	HMEL021104g1.t1	HEL_008851-RA
OG0005882	HMEL033214g1.t1	HEL_014216-RA
OG0005883	HMEL035670g1.t1	HEL_009665-RA
OG0005884	HMEL009467g1.t1	HEL_001936-RA
OG0005887	HMEL014342g1.t1	HEL_009424-RA
OG0005888	HMEL009466g1.t1	HEL_001937-RA
OG0005889	HMEL004395g1.t1	HEL_011176-RA
OG0005890	HMEL015704-RA	HEL_009098-RA
OG0005892	HMEL009983g1.t1	HEL_008846-RA
OG0005893	HMEL034835g1.t1	HEL_007983-RA
OG0005894	HMEL032480g1.t1	HEL_006455-RA
OG0005895	HMEL017202g1.t1	HEL_002350-RA
OG0005896	HMEL022552g1.t1	HEL_013009-RA
OG0005897	HMEL017201g1.t1	HEL_002351-RA
OG0005898	HMEL004401-RA	HEL_011167-RA
OG0005899	HMEL007718g1.t1	HEL_009099-RA
OG0005900	HMEL016567g1.t1	HEL_005027-RA
OG0005901	HMEL032217g1.t1	HEL_000402-RA
OG0005902	HMEL007719g1.t1	HEL_009103-RA
OG0005903	HMEL011518-RA	HEL_013007-RA
OG0005904	HMEL007720g1.t1	HEL_009104-RA
OG0005905	HMEL004114g1.t1	HEL_004936-RA
OG0005906	HMEL011442g1.t1	HEL_000403-RA
OG0005907	HMEL037532g1.t1	HEL_000832-RA
OG0005908	HMEL030744g1.t1	HEL_002595-RA
OG0005909	HMEL030202g1.t1	HEL_002354-RA
OG0005910	HMEL030203g1.t1	HEL_002355-RA
OG0005911	HMEL030386g1.t1	HEL_001951-RA
OG0005912	HMEL010360g1.t1	HEL_001657-RA
OG0005913	HMEL017194g1.t1	HEL_002356-RA
OG0005914	HMEL010361g1.t1	HEL_001656-RA
OG0005915	HMEL011247g1.t1	HEL_000539-RA
OG0005916	HMEL011248g1.t1	HEL_000540-RA
OG0005917	HMEL025055-RA	HEL_004333-RA
OG0005918	HMEL030204g1.t1	HEL_002357-RA
OG0005919	HMEL010362g1.t1	HEL_001654-RA
OG0005920	HMEL014108g1.t1	HEL_002603-RA
OG0005921	HMEL014107g1.t1	HEL_002604-RA
OG0005922	HMEL015729g1.t1	HEL_008000-RA
OG0005924	HMEL032849g1.t1	HEL_009422-RA
OG0005925	HMEL030206g1.t1	HEL_002359-RA, HEL_002360-RA
OG0005926	HMEL021513g1.t1	HEL_005106-RA
OG0005927	HMEL015730g1.t1	HEL_008001-RA
OG0005928	HMEL004353g1.t1	HEL_009256-RA
OG0005930	HMEL022506-RA	HEL_008002-RA
OG0005931	HMEL007725g1.t1	HEL_009112-RA
OG0005932	HMEL007726g1.t1	HEL_009113-RA
OG0005934	HMEL037394g1.t1	HEL_000544-RA
OG0005935	HMEL031840g1.t1	HEL_007717-RA
OG0005936	HMEL015358g1.t1	HEL_007718-RA
OG0005937	HMEL007729g1.t1	HEL_009118-RA
OG0005938	HMEL006471g1.t1	HEL_014542-RA
OG0005939	HMEL031841g1.t1	HEL_007719-RA
OG0005940	HMEL015361g1.t1	HEL_007720-RA
OG0005941	HMEL013581g1.t1	HEL_001645-RA
OG0005942	HMEL015362g1.t1	HEL_007721-RA
OG0005943	HMEL006469g1.t1	HEL_014544-RA
OG0005944	HMEL013580g1.t1	HEL_001644-RA
OG0005945	HMEL005335g1.t1	HEL_008837-RA
OG0005946	HMEL030748g1.t1	HEL_002606-RA
OG0005947	HMEL007447-RA	HEL_013754-RA
OG0005948	HMEL030749g1.t1	HEL_002608-RA, HEL_002607-RA
OG0005949	HMEL014101g1.t1	HEL_002609-RA
OG0005950	HMEL006468g1.t1	HEL_014545-RA
OG0005951	HMEL033874g1.t1	HEL_008793-RA
OG0005953	HMEL037537g1.t1	HEL_000845-RA
OG0005954	HMEL010867g1.t1	HEL_000846-RA
OG0005955	HMEL030752g1.t1	HEL_002611-RA
OG0005956	HMEL008972g1.t1	HEL_007810-RA
OG0005957	HMEL008505-RA	HEL_000547-RA
OG0005958	HMEL037538g1.t1	HEL_000849-RA
OG0005959	HMEL037539g1.t1	HEL_000850-RA
