Orthogroup	Heliconius_melpomene_melpomene	Heliconius_erato_lativitta
OG0004873	HMEL003237g1.t1	HEL_005369-RA
OG0004874	HMEL031804g1.t1	HEL_007656-RA
OG0004875	HMEL003246g1.t1	HEL_005358-RA
OG0004876	HMEL010282g1.t1	HEL_012501-RA
OG0004877	HMEL008585g1.t1	HEL_003425-RA
OG0004878	HMEL006200g1.t1	HEL_004481-RA
OG0004879	HMEL004050g1.t1	HEL_007339-RA
OG0004880	HMEL013224g1.t1	HEL_004165-RA
OG0004881	HMEL006784g1.t1	HEL_008065-RA
OG0004883	HMEL036175g1.t1	HEL_011009-RA
OG0004884	HMEL004049g1.t1	HEL_007338-RA
OG0004885	HMEL003247g1.t1	HEL_005356-RA
OG0004886	HMEL004329g1.t1	HEL_002228-RA
OG0004887	HMEL005062g1.t1	HEL_007654-RA
OG0004888	HMEL036583g1.t1	HEL_012505-RA
OG0004889	HMEL036378g1.t1	HEL_007334-RA
OG0004890	HMEL036942g1.t1	HEL_007746-RA
OG0004891	HMEL017125g1.t1	HEL_003494-RA
OG0004892	HMEL034862g1.t1	HEL_008067-RA
OG0004893	HMEL007356g1.t1, HMEL034507g1.t1	HEL_004705-RA
OG0004894	HMEL014331g1.t1	HEL_014066-RA
OG0004895	HMEL010291g1.t1	HEL_012508-RA
OG0004896	HMEL009822g1.t1	HEL_009697-RA
OG0004897	HMEL006767g1.t1	HEL_000692-RA
OG0004898	HMEL010877g1.t1	HEL_010481-RA
OG0004899	HMEL031802g1.t1	HEL_007642-RA
OG0004900	HMEL008374g1.t1	HEL_011016-RA
OG0004901	HMEL032877g1.t1	HEL_009464-RA
OG0004902	HMEL010109g1.t1	HEL_005349-RA
OG0004904	HMEL017128g1.t1	HEL_003488-RA
OG0004905	HMEL007408g1.t1	HEL_005076-RA
OG0004906	HMEL004471g1.t1	HEL_012679-RA
OG0004907	HMEL014526g1.t1	HEL_002188-RA
OG0004908	HMEL012202g1.t1	HEL_009687-RA
OG0004909	HMEL006777g1.t1	HEL_008071-RA
OG0004910	HMEL009506g1.t1	HEL_001892-RA
OG0004911	HMEL009507g1.t1	HEL_001891-RA
OG0004912	HMEL036176g1.t1	HEL_011018-RA
OG0004913	HMEL014525g1.t1	HEL_002189-RA
OG0004914	HMEL030096g1.t1	HEL_002190-RA
OG0004915	HMEL036177g1.t1	HEL_011019-RA
OG0004916	HMEL005379g1.t1	HEL_007637-RA
OG0004917	HMEL004469g1.t1	HEL_012682-RA
OG0004918	HMEL032881g1.t1	HEL_009468-RA
OG0004919	HMEL004468g1.t1	HEL_012684-RA
OG0004920	HMEL032882g1.t1	HEL_009469-RA
OG0004921	HMEL031797g1.t1	HEL_007636-RA
OG0004922	HMEL005377g1.t1	HEL_007635-RA
OG0004923	HMEL010293g1.t1	HEL_012509-RA
OG0004925	HMEL013539g1.t1	HEL_001878-RA
OG0004926	HMEL006433g1.t1	HEL_014065-RA
OG0004927	HMEL014873g1.t1	HEL_006979-RA
OG0004928	HMEL014605g1.t1	HEL_007325-RA
OG0004929	HMEL013540g1.t1	HEL_001877-RA
OG0004930	HMEL006434g1.t1	HEL_014064-RA
OG0004931	HMEL032412g1.t1	HEL_014063-RA
OG0004932	HMEL022598g1.t1	HEL_013003-RA
OG0004933	HMEL012788g1.t1	HEL_012689-RA
OG0004934	HMEL034595g1.t1	HEL_009296-RA
OG0004935	HMEL014794g1.t1	HEL_005342-RA
OG0004936	HMEL032411g1.t1	HEL_014062-RA
OG0004937	HMEL013007g1.t1	HEL_008958-RA
OG0004938	HMEL012789g1.t1	HEL_012690-RA
OG0004939	HMEL012156g1.t1	HEL_007745-RA
OG0004940	HMEL016396g1.t1	HEL_003413-RA
OG0004941	HMEL006055g1.t1	HEL_005371-RA
OG0004942	HMEL007265g1.t1	HEL_000693-RA
OG0004943	HMEL016967g1.t1	HEL_009293-RA
OG0004944	HMEL032883g1.t1	HEL_009471-RA
OG0004945	HMEL030381g1.t1	HEL_001916-RA
OG0004946	HMEL003102g1.t1	HEL_004017-RA
OG0004947	HMEL018018g1.t1	HEL_003475-RA
OG0004948	HMEL006029g1.t1	HEL_010164-RA
OG0004949	HMEL031791g1.t1	HEL_007627-RA
OG0004950	HMEL016965g1.t1	HEL_009289-RA
OG0004951	HMEL010174g1.t1	HEL_004048-RA
OG0004952	HMEL007827g1.t1	HEL_009474-RA
OG0004953	HMEL012152g1.t1	HEL_007741-RA
OG0004954	HMEL031792g1.t1	HEL_007630-RA
OG0004955	HMEL003909g1.t1	HEL_010482-RA
OG0004956	HMEL018017g1.t1	HEL_003474-RA
OG0004957	HMEL012151g1.t1	HEL_007740-RA, HEL_007738-RA
OG0004958	HMEL010423g1.t1	HEL_007632-RA
OG0004959	HMEL003910g1.t1	HEL_010483-RA
OG0004960	HMEL003911g1.t1	HEL_010484-RA
OG0004962	HMEL010424g1.t1	HEL_007633-RA
OG0004963	HMEL002841-RA	HEL_006980-RA
OG0004964	HMEL007256g1.t1	HEL_000699-RA
OG0004966	HMEL008689-RA	HEL_009210-RA
OG0004968	HMEL014783g1.t1	HEL_005333-RA
OG0004969	HMEL013399g1.t1	HEL_012099-RA
OG0004970	HMEL010392g1.t1	HEL_011025-RA
OG0004971	HMEL004473g1.t1	HEL_012677-RA
OG0004972	HMEL017954g1.t1	HEL_010160-RA
OG0004973	HMEL007472g1.t1	HEL_001873-RA
OG0004974	HMEL035403g1.t1	HEL_012676-RA
OG0004975	HMEL014780g1.t1	HEL_005326-RA
OG0004976	HMEL016381g1.t1	HEL_003396-RA
OG0004977	HMEL014779g1.t1	HEL_005325-RA
OG0004978	HMEL013401-RA	HEL_012096-RA
OG0004979	HMEL014776g1.t1	HEL_005323-RA
OG0004980	HMEL007770-RA	HEL_010157-RA
OG0004981	HMEL021158g1.t1	HEL_011027-RA
OG0004982	HMEL036598g1.t1	HEL_012514-RA
OG0004983	HMEL006062g1.t1	HEL_005376-RA
OG0004984	HMEL006399g1.t1	HEL_001717-RA
OG0004985	HMEL010298g1.t1	HEL_012515-RA
OG0004986	HMEL012148g1.t1	HEL_007735-RA
OG0004987	HMEL010299g1.t1	HEL_012516-RA
OG0004988	HMEL036190g1.t1	HEL_011030-RA
OG0004989	HMEL010300g1.t1	HEL_012517-RA
OG0004990	HMEL021420g1.t1	HEL_010176-RA
OG0004992	HMEL010302g1.t1	HEL_012519-RA
OG0004993	HMEL013825g1.t1	HEL_000707-RA
OG0004994	HMEL004745g1.t1	HEL_003459-RA
OG0004995	HMEL037458g1.t1	HEL_000708-RA
OG0004996	HMEL011605g1.t1	HEL_002239-RA
OG0004997	HMEL011606g1.t1	HEL_002240-RA
OG0004998	HMEL014773g1.t1	HEL_005320-RA
OG0005000	HMEL031460g1.t1	HEL_003391-RA
OG0005001	HMEL013280g1.t1	HEL_008353-RA
OG0005002	HMEL013831g1.t1	HEL_000715-RA
OG0005003	HMEL037461g1.t1	HEL_000716-RA
OG0005004	HMEL016376g1.t1	HEL_003389-RA
OG0005005	HMEL013832g1.t1	HEL_000717-RA
OG0005006	HMEL013837g1.t1	HEL_000721-RA
OG0005007	HMEL011607g1.t1	HEL_002241-RA
OG0005008	HMEL034904g1.t1	HEL_010177-RA
OG0005009	HMEL006068g1.t1	HEL_005383-RA
OG0005010	HMEL037462g1.t1	HEL_000720-RA
OG0005011	HMEL013834g1.t1	HEL_000718-RA
OG0005012	HMEL017694g1.t1	HEL_004001-RA
OG0005013	HMEL010155g1.t1	HEL_004028-RA
OG0005015	HMEL017692g1.t1	HEL_003998-RA
OG0005016	HMEL016373g1.t1	HEL_003386-RA
OG0005017	HMEL002614g1.t1	HEL_002196-RA
OG0005018	HMEL003063g1.t1	HEL_009216-RA
OG0005019	HMEL032892g1.t1	HEL_009483-RA
OG0005020	HMEL002995g1.t1	HEL_012522-RA
OG0005021	HMEL002994g1.t1	HEL_012523-RA
OG0005022	HMEL032893g1.t1	HEL_009484-RA
OG0005023	HMEL002993g1.t1	HEL_012525-RA
OG0005024	HMEL008516g1.t1	HEL_009485-RA
OG0005025	HMEL033999g1.t1	HEL_003994-RA
OG0005026	HMEL008517g1.t1	HEL_009486-RA
OG0005027	HMEL014576g1.t1	HEL_010179-RA
OG0005028	HMEL033998g1.t1	HEL_003992-RA
OG0005029	HMEL017687g1.t1	HEL_003991-RA
OG0005030	HMEL002616g1.t1	HEL_002198-RA
OG0005031	HMEL003232g1.t1	HEL_009222-RA
OG0005032	HMEL002989g1.t1	HEL_012534-RA
OG0005033	HMEL002988g1.t1	HEL_012535-RA
OG0005034	HMEL004915g1.t1	HEL_001713-RA
OG0005036	HMEL010483g1.t1	HEL_006993-RA
OG0005037	HMEL007486g1.t1	HEL_001861-RA
OG0005038	HMEL007487g1.t1	HEL_001860-RA
OG0005039	HMEL006070g1.t1	HEL_005385-RA
OG0005040	HMEL033997g1.t1	HEL_003990-RA
OG0005041	HMEL010157g1.t1	HEL_004029-RA
OG0005042	HMEL030128g1.t1	HEL_002245-RA
OG0005043	HMEL007406g1.t1	HEL_000458-RA
OG0005044	HMEL016363g1.t1	HEL_003379-RA
OG0005045	HMEL010159g1.t1	HEL_004030-RA
OG0005047	HMEL016362g1.t1	HEL_003378-RA
OG0005048	HMEL017685g1.t1	HEL_003988-RA
OG0005049	HMEL016361g1.t1	HEL_003377-RA
OG0005050	HMEL003840g1.t1	HEL_002201-RA
OG0005051	HMEL014770g1.t1	HEL_005315-RA, HEL_005316-RA
OG0005052	HMEL016360g1.t1	HEL_003376-RA
OG0005053	HMEL008853g1.t1	HEL_002037-RA
OG0005054	HMEL008854g1.t1	HEL_002038-RA
OG0005055	HMEL012144g1.t1	HEL_007734-RA
OG0005056	HMEL016466g1.t1	HEL_010487-RA
OG0005057	HMEL036612g1.t1	HEL_012537-RA
OG0005059	HMEL012818g1.t1	HEL_001711-RA
OG0005061	HMEL015902g1.t1	HEL_003450-RA
OG0005062	HMEL013360-RA	HEL_007614-RA
OG0005063	HMEL010455g1.t1	HEL_003984-RA
OG0005064	HMEL007945g1.t1	HEL_014449-RA
OG0005065	HMEL012014g1.t1	HEL_009231-RA
OG0005066	HMEL030431g1.t1	HEL_002042-RA
OG0005067	HMEL003835g1.t1	HEL_002202-RA
OG0005068	HMEL003834g1.t1	HEL_002204-RA
OG0005069	HMEL008857g1.t1	HEL_002043-RA
OG0005070	HMEL007943g1.t1	HEL_014451-RA
OG0005071	HMEL013846g1.t1	HEL_000726-RA
OG0005072	HMEL007254g1.t1	HEL_010488-RA
OG0005073	HMEL037466g1.t1	HEL_000728-RA
OG0005074	HMEL017817g1.t1	HEL_008936-RA, HEL_008937-RA
OG0005075	HMEL007941-RA	HEL_014452-RA
OG0005076	HMEL014762g1.t1	HEL_005308-RA, HEL_005309-RA
OG0005077	HMEL012762g1.t1	HEL_010238-RA
OG0005078	HMEL004272g1.t1	HEL_002205-RA
OG0005079	HMEL015908g1.t1	HEL_003443-RA
OG0005080	HMEL033988g1.t1	HEL_003983-RA
OG0005081	HMEL003954g1.t1	HEL_002248-RA
OG0005083	HMEL005620g1.t1	HEL_000466-RA
OG0005084	HMEL003955g1.t1	HEL_002249-RA
OG0005085	HMEL010807g1.t1	HEL_011677-RA
OG0005086	HMEL007939g1.t1	HEL_014458-RA
OG0005087	HMEL007938g1.t1	HEL_014459-RA
OG0005088	HMEL036606g1.t1	HEL_012542-RA
OG0005090	HMEL032902g1.t1	HEL_010239-RA
OG0005091	HMEL036605g1.t1	HEL_012543-RA
OG0005092	HMEL017081g1.t1	HEL_012544-RA
OG0005093	HMEL032903g1.t1	HEL_010242-RA
OG0005094	HMEL008861g1.t1	HEL_002049-RA
OG0005095	HMEL015556g1.t1	HEL_005393-RA
OG0005097	HMEL013853g1.t1	HEL_000731-RA
OG0005098	HMEL037468g1.t1	HEL_000733-RA
OG0005099	HMEL007252g1.t1	HEL_010489-RA
OG0005100	HMEL017080g1.t1	HEL_012545-RA
OG0005101	HMEL017079g1.t1	HEL_012546-RA
OG0005102	HMEL016287g1.t1	HEL_014463-RA
OG0005103	HMEL036392g1.t1	HEL_013868-RA
OG0005104	HMEL037469g1.t1	HEL_000734-RA
OG0005107	HMEL030432g1.t1	HEL_002052-RA
OG0005108	HMEL010614g1.t1	HEL_012654-RA
OG0005109	HMEL013858g1.t1	HEL_000736-RA
OG0005110	HMEL013530g1.t1	HEL_010423-RA
OG0005111	HMEL010613g1.t1	HEL_012653-RA
OG0005112	HMEL017076g1.t1	HEL_012550-RA
OG0005113	HMEL008865g1.t1	HEL_002053-RA
OG0005114	HMEL035409g1.t1	HEL_012651-RA
OG0005115	HMEL008867g1.t1	HEL_002055-RA
OG0005116	HMEL017075g1.t1	HEL_012552-RA
OG0005117	HMEL010068g1.t1	HEL_005296-RA
OG0005118	HMEL010066g1.t1	HEL_005288-RA
OG0005119	HMEL013292g1.t1	HEL_002253-RA
OG0005120	HMEL010065g1.t1	HEL_005287-RA
OG0005121	HMEL013293g1.t1	HEL_002254-RA
OG0005122	HMEL010064g1.t1	HEL_005285-RA
OG0005123	HMEL034911g1.t1	HEL_010182-RA
OG0005124	HMEL004282g1.t1	HEL_002213-RA
OG0005125	HMEL008869g1.t1	HEL_002061-RA
OG0005126	HMEL014500g1.t1	HEL_003358-RA
OG0005127	HMEL014499g1.t1	HEL_003357-RA
OG0005128	HMEL010800g1.t1	HEL_011671-RA
OG0005129	HMEL013296g1.t1	HEL_002257-RA
OG0005130	HMEL009009g1.t1	HEL_012398-RA
OG0005131	HMEL010062g1.t1	HEL_005284-RA
OG0005132	HMEL031782g1.t1	HEL_007601-RA
OG0005135	HMEL010061g1.t1	HEL_005282-RA, HEL_005281-RA
OG0005136	HMEL002979g1.t1	HEL_007600-RA
OG0005137	HMEL031513g1.t1	HEL_003500-RA
OG0005138	HMEL031514g1.t1	HEL_003501-RA
OG0005139	HMEL010058g1.t1	HEL_005279-RA
OG0005140	HMEL034030g1.t1	HEL_004057-RA
OG0005141	HMEL034912g1.t1	HEL_010183-RA
OG0005142	HMEL013297g1.t1	HEL_002258-RA
OG0005143	HMEL010056g1.t1	HEL_005278-RA
OG0005144	HMEL034913g1.t1	HEL_010184-RA
OG0005145	HMEL013298g1.t1	HEL_002259-RA
OG0005146	HMEL032400g1.t1	HEL_014466-RA
OG0005148	HMEL004192g1.t1	HEL_001722-RA
OG0005149	HMEL017118g1.t1	HEL_003503-RA
OG0005150	HMEL007243g1.t1	HEL_010496-RA
OG0005151	HMEL013300g1.t1	HEL_002261-RA
OG0005152	HMEL017117g1.t1	HEL_003504-RA
OG0005153	HMEL014696g1.t1	HEL_010189-RA
OG0005154	HMEL011711g1.t1	HEL_008916-RA
OG0005155	HMEL037840g1.t1	HEL_005096-RA
OG0005156	HMEL011795g1.t1	HEL_013237-RA
OG0005157	HMEL009012g1.t1	HEL_012402-RA
OG0005158	HMEL006007g1.t1	HEL_005098-RA
OG0005159	HMEL003614g1.t1	HEL_010507-RA
OG0005160	HMEL009013g1.t1	HEL_012403-RA
OG0005161	HMEL011710g1.t1	HEL_008915-RA
OG0005162	HMEL014698g1.t1	HEL_010191-RA
OG0005163	HMEL011794g1.t1	HEL_013236-RA
OG0005165	HMEL014699g1.t1	HEL_010192-RA
OG0005166	HMEL002857g1.t1	HEL_002263-RA
OG0005167	HMEL017007g1.t1	HEL_010509-RA
OG0005168	HMEL014521g1.t1	HEL_003979-RA
OG0005170	HMEL033985g1.t1	HEL_003978-RA
OG0005171	HMEL010793g1.t1	HEL_011668-RA
OG0005172	HMEL004188g1.t1	HEL_001727-RA
OG0005173	HMEL004133g1.t1	HEL_005275-RA
OG0005174	HMEL006004g1.t1	HEL_005101-RA
OG0005175	HMEL014820g1.t1, HMEL008719g1.t1	HEL_004066-RA
OG0005176	HMEL009014g1.t1	HEL_012404-RA
OG0005178	HMEL014620g1.t1	HEL_000467-RA
OG0005179	HMEL010925g1.t1	HEL_005103-RA
OG0005180	HMEL005126g1.t1	HEL_000752-RA
OG0005181	HMEL015911g1.t1	HEL_007728-RA
OG0005182	HMEL011816g1.t1	HEL_010195-RA
OG0005183	HMEL009018g1.t1	HEL_012408-RA
OG0005184	HMEL011817g1.t1	HEL_010196-RA
OG0005186	HMEL004315g1.t1	HEL_005410-RA
OG0005187	HMEL010948g1.t1	HEL_002217-RA
OG0005188	HMEL009555g1.t1	HEL_013217-RA
OG0005189	HMEL011819g1.t1	HEL_010198-RA
OG0005191	HMEL002553g1.t1	HEL_005583-RA
OG0005193	HMEL011697g1.t1	HEL_008899-RA
OG0005194	HMEL005129g1.t1	HEL_000755-RA
OG0005195	HMEL013068g1.t1	HEL_010130-RA
OG0005197	HMEL009021g1.t1	HEL_012411-RA
OG0005199	HMEL005130g1.t1	HEL_000756-RA
OG0005201	HMEL005131g1.t1	HEL_000757-RA
OG0005202	HMEL036618g1.t1	HEL_012573-RA
OG0005203	HMEL015435g1.t1	HEL_001741-RA
OG0005204	HMEL031245g1.t1	HEL_001742-RA
OG0005207	HMEL009548g1.t1	HEL_013208-RA
OG0005208	HMEL034029g1.t1	HEL_004063-RA
OG0005209	HMEL034993g1.t1	HEL_010513-RA
OG0005210	HMEL037479g1.t1	HEL_000758-RA
OG0005211	HMEL009024g1.t1	HEL_012413-RA
OG0005212	HMEL009026g1.t1	HEL_012415-RA
OG0005214	HMEL010790g1.t1	HEL_013065-RA
OG0005215	HMEL030716g1.t1	HEL_012416-RA
OG0005216	HMEL015430g1.t1	HEL_001745-RA
OG0005217	HMEL014813g1.t1	HEL_004073-RA
OG0005218	HMEL034026g1.t1	HEL_004072-RA
OG0005219	HMEL034994g1.t1	HEL_010514-RA
OG0005221	HMEL009544g1.t1	HEL_013204-RA
OG0005222	HMEL032912g1.t1	HEL_010254-RA
OG0005224	HMEL014492g1.t1	HEL_003353-RA
OG0005225	HMEL031778g1.t1	HEL_007595-RA
OG0005228	HMEL033980g1.t1	HEL_003969-RA
OG0005229	HMEL031777g1.t1	HEL_007594-RA
OG0005230	HMEL002193g1.t1	HEL_008993-RA
OG0005231	HMEL037481g1.t1	HEL_000764-RA
OG0005232	HMEL015795g1.t1	HEL_013246-RA
OG0005233	HMEL008079g1.t1, HMEL008078g1.t1	HEL_008994-RA
OG0005234	HMEL015473g1.t1	HEL_007591-RA
OG0005235	HMEL016011g1.t1	HEL_005650-RA
OG0005236	HMEL004339g1.t1	HEL_007750-RA
OG0005237	HMEL004340g1.t1	HEL_007751-RA
OG0005238	HMEL015474g1.t1	HEL_007590-RA
OG0005239	HMEL004124g1.t1	HEL_003611-RA
OG0005240	HMEL016012g1.t1	HEL_005651-RA
OG0005241	HMEL015475g1.t1	HEL_007589-RA
OG0005242	HMEL022577g1.t1	HEL_011772-RA, HEL_011773-RA
OG0005243	HMEL015425g1.t1	HEL_001750-RA
OG0005244	HMEL015424g1.t1	HEL_001751-RA
OG0005245	HMEL015477g1.t1	HEL_007587-RA
OG0005246	HMEL004125g1.t1	HEL_003610-RA
OG0005247	HMEL017834g1.t1	HEL_005269-RA
OG0005248	HMEL015478g1.t1	HEL_007583-RA
OG0005249	HMEL017835g1.t1	HEL_005266-RA
OG0005250	HMEL015479g1.t1	HEL_007582-RA
OG0005251	HMEL014842g1.t1	HEL_013906-RA
OG0005252	HMEL002443g1.t1	HEL_014333-RA
OG0005253	HMEL015418g1.t1	HEL_001754-RA
OG0005254	HMEL037312g1.t1	HEL_011769-RA
OG0005255	HMEL015416g1.t1	HEL_001755-RA
OG0005256	HMEL004343g1.t1	HEL_007758-RA
OG0005257	HMEL005258-RA	HEL_005423-RA
OG0005258	HMEL014978g1.t1	HEL_014334-RA
OG0005259	HMEL015415g1.t1	HEL_001756-RA, HEL_001757-RA
OG0005260	HMEL009001g1.t1	HEL_007785-RA, HEL_007788-RA
OG0005261	HMEL017837g1.t1	HEL_005264-RA
OG0005262	HMEL017838g1.t1	HEL_005263-RA
OG0005263	HMEL033977g1.t1	HEL_003966-RA
OG0005264	HMEL015414g1.t1	HEL_001758-RA
OG0005265	HMEL005115g1.t1	HEL_003965-RA
OG0005266	HMEL006341-RA	HEL_013908-RA
OG0005267	HMEL015413g1.t1	HEL_001759-RA
OG0005268	HMEL032959g1.t1	HEL_014340-RA
OG0005269	HMEL008072g1.t1	HEL_008999-RA
OG0005270	HMEL015411g1.t1	HEL_001760-RA
OG0005272	HMEL015082g1.t1	HEL_001698-RA
OG0005273	HMEL003359g1.t1	HEL_008235-RA
OG0005274	HMEL020080g1.t1	HEL_008234-RA
OG0005275	HMEL007193g1.t1	HEL_007780-RA
OG0005276	HMEL008070g1.t1	HEL_009001-RA
OG0005277	HMEL003812g1.t1	HEL_011764-RA
OG0005278	HMEL020141g1.t1	HEL_003512-RA
OG0005279	HMEL034439g1.t1	HEL_005424-RA
OG0005280	HMEL003916g1.t1	HEL_013508-RA, HEL_013509-RA
OG0005281	HMEL011804g1.t1	HEL_009002-RA
OG0005282	HMEL007802g1.t1	HEL_009658-RA
OG0005283	HMEL004945g1.t1	HEL_007580-RA
OG0005284	HMEL015833g1.t1	HEL_002272-RA
OG0005285	HMEL014237g1.t1	HEL_008227-RA
OG0005286	HMEL012622g1.t1	HEL_003513-RA
OG0005287	HMEL005893g1.t1	HEL_009702-RA
OG0005291	HMEL004586g1.t1	HEL_005425-RA
OG0005293	HMEL012754g1.t1	HEL_003327-RA
OG0005294	HMEL017020g1.t1	HEL_010523-RA
OG0005295	HMEL008414g1.t1	HEL_007776-RA
OG0005296	HMEL009634g1.t1	HEL_012420-RA
OG0005297	HMEL012618g1.t1	HEL_003518-RA
OG0005298	HMEL015401g1.t1	HEL_001764-RA
OG0005299	HMEL011799g1.t1	HEL_009014-RA
OG0005300	HMEL030723g1.t1	HEL_012421-RA
OG0005302	HMEL012617g1.t1	HEL_003519-RA
OG0005303	HMEL003629g1.t1	HEL_005245-RA
OG0005304	HMEL003628g1.t1	HEL_005244-RA
OG0005305	HMEL009562g1.t1	HEL_011748-RA
OG0005306	HMEL017742g1.t1	HEL_009015-RA
OG0005307	HMEL003627g1.t1	HEL_005243-RA
OG0005308	HMEL003633g1.t1	HEL_005251-RA
OG0005309	HMEL017859g1.t1	HEL_011702-RA, HEL_011701-RA
OG0005310	HMEL017743g1.t1	HEL_009018-RA
OG0005311	HMEL016089g1.t1	HEL_011709-RA
OG0005312	HMEL030451g1.t1	HEL_002087-RA
OG0005314	HMEL007884-RA	HEL_009021-RA
OG0005315	HMEL008244g1.t1	HEL_000788-RA
OG0005316	HMEL017671g1.t1	HEL_000475-RA
OG0005317	HMEL017737g1.t1	HEL_013240-RA
OG0005318	HMEL003161g1.t1	HEL_011243-RA
OG0005319	HMEL009641g1.t1	HEL_012427-RA
OG0005320	HMEL017030g1.t1	HEL_010536-RA
OG0005321	HMEL016274g1.t1	HEL_005675-RA
OG0005322	HMEL017031g1.t1	HEL_010537-RA
OG0005323	HMEL011623g1.t1	HEL_013520-RA
OG0005324	HMEL017032g1.t1	HEL_010538-RA
OG0005325	HMEL032372g1.t1	HEL_008219-RA
OG0005326	HMEL035825g1.t1	HEL_013242-RA
OG0005327	HMEL011622g1.t1	HEL_013521-RA
OG0005328	HMEL015396g1.t1	HEL_001766-RA
OG0005330	HMEL034385g1.t1	HEL_005238-RA
OG0005331	HMEL017541g1.t1	HEL_008886-RA
OG0005332	HMEL016192g1.t1	HEL_005237-RA
OG0005333	HMEL017038g1.t1	HEL_010545-RA
OG0005334	HMEL017540g1.t1	HEL_008885-RA
OG0005335	HMEL006359g1.t1	HEL_008214-RA
OG0005336	HMEL006357g1.t1	HEL_008212-RA
OG0005337	HMEL006356g1.t1	HEL_008211-RA
OG0005338	HMEL012603g1.t1	HEL_003531-RA
OG0005339	HMEL004020g1.t1	HEL_013176-RA
OG0005340	HMEL012602g1.t1	HEL_003532-RA
OG0005341	HMEL014728g1.t1	HEL_000478-RA
OG0005342	HMEL014727g1.t1	HEL_000479-RA
OG0005343	HMEL016085g1.t1	HEL_011719-RA
OG0005344	HMEL036263g1.t1	HEL_013171-RA
OG0005345	HMEL011983g1.t1	HEL_014295-RA
OG0005346	HMEL007393g1.t1	HEL_000480-RA
OG0005349	HMEL005568g1.t1	HEL_010149-RA
OG0005350	HMEL011306g1.t1	HEL_000789-RA
OG0005351	HMEL004920g1.t1	HEL_011736-RA
OG0005352	HMEL016115g1.t1	HEL_011263-RA
OG0005353	HMEL037489g1.t1	HEL_000790-RA
OG0005355	HMEL036623g1.t1	HEL_005687-RA
OG0005356	HMEL010022g1.t1	HEL_001777-RA
OG0005357	HMEL013986g1.t1	HEL_014299-RA
OG0005358	HMEL016266g1.t1	HEL_005688-RA
OG0005359	HMEL013984g1.t1	HEL_014300-RA
OG0005360	HMEL012599g1.t1	HEL_003535-RA
OG0005362	HMEL010789g1.t1	HEL_013063-RA
OG0005363	HMEL005843g1.t1	HEL_004597-RA
OG0005364	HMEL032426g1.t1	HEL_014302-RA
OG0005365	HMEL035356g1.t1	HEL_010147-RA
OG0005366	HMEL013982g1.t1	HEL_014303-RA
OG0005367	HMEL016119g1.t1	HEL_011268-RA
OG0005368	HMEL031434g1.t1	HEL_003320-RA
OG0005370	HMEL033960g1.t1	HEL_003958-RA
OG0005371	HMEL031771g1.t1	HEL_007575-RA
OG0005372	HMEL016078g1.t1	HEL_011726-RA
OG0005373	HMEL016195g1.t1	HEL_005235-RA
OG0005374	HMEL004031g1.t1	HEL_013168-RA
OG0005375	HMEL009649g1.t1	HEL_012434-RA
OG0005376	HMEL011616g1.t1	HEL_013525-RA
OG0005377	HMEL004588g1.t1	HEL_005426-RA
OG0005378	HMEL012595g1.t1	HEL_003539-RA
OG0005379	HMEL016264g1.t1	HEL_005689-RA
OG0005380	HMEL035801g1.t1	HEL_013261-RA
OG0005381	HMEL016263g1.t1	HEL_005690-RA
OG0005382	HMEL016080g1.t1	HEL_011724-RA
OG0005383	HMEL002749g1.t1	HEL_003317-RA
OG0005384	HMEL015825g1.t1	HEL_002274-RA
OG0005385	HMEL031403g1.t1	HEL_005028-RA
OG0005386	HMEL009249g1.t1	HEL_013258-RA
OG0005387	HMEL009653g1.t1	HEL_012440-RA
OG0005388	HMEL005297g1.t1	HEL_010204-RA
OG0005389	HMEL004392g1.t1	HEL_011178-RA
OG0005390	HMEL005293g1.t1	HEL_003599-RA
OG0005391	HMEL002223g1.t1	HEL_003955-RA
OG0005392	HMEL031404g1.t1	HEL_005029-RA
OG0005393	HMEL002224g1.t1	HEL_003954-RA
OG0005394	HMEL008985g1.t1	HEL_007798-RA
OG0005395	HMEL031405g1.t1	HEL_005030-RA
OG0005396	HMEL016124g1.t1	HEL_011273-RA
OG0005397	HMEL010564g1.t1	HEL_000493-RA
OG0005398	HMEL016199g1.t1	HEL_005232-RA
OG0005399	HMEL015821g1.t1	HEL_002278-RA
OG0005400	HMEL004591g1.t1	HEL_005428-RA
OG0005401	HMEL016201g1.t1	HEL_005231-RA
OG0005402	HMEL005468g1.t1	HEL_010142-RA
OG0005403	HMEL015819g1.t1	HEL_002281-RA
OG0005404	HMEL004592g1.t1	HEL_005429-RA
OG0005405	HMEL002226g1.t1	HEL_003952-RA
OG0005406	HMEL009655g1.t1	HEL_012444-RA
OG0005407	HMEL036406g1.t1	HEL_009709-RA
OG0005408	HMEL033958g1.t1	HEL_003951-RA
OG0005409	HMEL016204g1.t1	HEL_005225-RA
OG0005410	HMEL016127g1.t1	HEL_011276-RA
OG0005411	HMEL002228g1.t1	HEL_003950-RA
OG0005412	HMEL002229g1.t1	HEL_003949-RA
OG0005413	HMEL015818g1.t1	HEL_002282-RA
OG0005414	HMEL032931g1.t1	HEL_010271-RA
OG0005415	HMEL016130g1.t1	HEL_011278-RA
OG0005416	HMEL012588g1.t1	HEL_003544-RA
