Orthogroup	Heliconius_melpomene_melpomene	Bicyclus_anynana
OG0003790	HMEL034818g1.t1	Bany_06141-RA
OG0003791	HMEL007783g1.t1	Bany_13841-RA
OG0003792	HMEL007684g1.t1	Bany_11397-RA
OG0003793	HMEL006406g1.t1	Bany_13279-RA
OG0003794	HMEL005399g1.t1	Bany_10102-RA
OG0003796	HMEL007683g1.t1	Bany_11399-RA
OG0003797	HMEL011923g1.t1	Bany_08854-RA
OG0003798	HMEL035566g1.t1, HMEL037638g1.t1	Bany_06800-RA
OG0003799	HMEL016832g1.t1	Bany_02145-RA, Bany_02146-RA
OG0003800	HMEL007779g1.t1	Bany_13845-RA
OG0003801	HMEL011927g1.t1	Bany_08857-RA
OG0003802	HMEL007707g1.t1	Bany_05403-RA
OG0003803	HMEL002143g1.t1	Bany_07363-RA
OG0003804	HMEL016830g1.t1	Bany_02148-RA
OG0003805	HMEL011044g1.t1	Bany_10108-RA
OG0003806	HMEL013443g1.t1	Bany_12851-RA
OG0003807	HMEL009790g1.t1	Bany_15419-RA, Bany_00286-RA, Bany_00290-RA
OG0003808	HMEL030227g1.t1	Bany_03717-RA
OG0003809	HMEL008625g1.t1	Bany_17913-RA
OG0003810	HMEL025037g1.t1	Bany_10836-RA
OG0003810	HMEL036133g1.t1	Bany_10837-RA
OG0003811	HMEL008709g1.t1	Bany_08173-RA
OG0003812	HMEL016825g1.t1	Bany_02154-RA
OG0003814	HMEL034604g1.t1	Bany_17916-RA
OG0003815	HMEL012418g1.t1	Bany_03719-RA, Bany_03724-RA
OG0003816	HMEL012421g1.t1	Bany_03723-RA
OG0003817	HMEL010081g1.t1	Bany_05414-RA
OG0003818	HMEL015716g1.t1	Bany_17206-RA
OG0003819	HMEL012424g1.t1	Bany_03726-RA, Bany_03735-RA
OG0003820	HMEL037578g1.t1	Bany_13863-RA
OG0003821	HMEL006348g1.t1	Bany_00299-RA, Bany_00298-RA
OG0003822	HMEL003215g1.t1	Bany_12019-RA, Bany_12015-RA
OG0003823	HMEL012423g1.t1	Bany_03732-RA
OG0003824	HMEL011936g1.t1	Bany_08872-RA
OG0003825	HMEL013687g1.t1	Bany_13865-RA
OG0003826	HMEL022588g1.t1	Bany_16384-RA
OG0003827	HMEL015722g1.t1	Bany_17212-RA, Bany_17211-RA
OG0003828	HMEL017765g1.t1	Bany_05420-RA
OG0003829	HMEL009319g1.t1	Bany_06813-RA
OG0003830	HMEL012425g1.t1	Bany_03737-RA
OG0003831	HMEL017769g1.t1	Bany_05421-RA
OG0003832	HMEL007126g1.t1	Bany_10116-RA
OG0003833	HMEL037895g1.t1	Bany_09579-RA
OG0003834	HMEL008524g1.t1	Bany_04605-RA
OG0003835	HMEL008466g1.t1	Bany_00715-RA
OG0003835	HMEL037612g1.t1	Bany_07378-RA
OG0003837	HMEL007183g1.t1	Bany_16392-RA
OG0003838	HMEL007182g1.t1	Bany_16393-RA
OG0003840	HMEL010824g1.t1	Bany_16395-RA
OG0003841	HMEL031629g1.t1	Bany_08881-RA
OG0003842	HMEL006551g1.t1	Bany_00314-RA
OG0003843	HMEL010653g1.t1	Bany_17931-RA
OG0003844	HMEL007837g1.t1	Bany_10124-RA
OG0003845	HMEL031628g1.t1	Bany_08883-RA, Bany_08882-RA
OG0003846	HMEL004306g1.t1	Bany_06159-RA
OG0003847	HMEL010309g1.t1	Bany_06829-RA, Bany_06827-RA
OG0003848	HMEL007838g1.t1	Bany_10125-RA
OG0003849	HMEL010308g1.t1	Bany_06831-RA
OG0003850	HMEL015847g1.t1	Bany_17577-RA
OG0003851	HMEL031626g1.t1	Bany_08890-RA
OG0003852	HMEL006041g1.t1	Bany_10851-RA
OG0003853	HMEL015751g1.t1	Bany_15663-RA
OG0003854	HMEL037573g1.t1	Bany_13879-RA
OG0003855	HMEL036106g1.t1	Bany_10854-RA
OG0003856	HMEL017575-RA	Bany_08892-RA
OG0003857	HMEL037187g1.t1	Bany_16403-RA
OG0003858	HMEL008472g1.t1	Bany_17220-RA
OG0003859	HMEL033867g1.t1	Bany_05436-RA
OG0003860	HMEL034327g1.t1	Bany_15665-RA
OG0003861	HMEL006046g1.t1	Bany_10858-RA
OG0003862	HMEL012277g1.t1	Bany_02908-RA
OG0003863	HMEL004810g1.t1	Bany_05437-RA
OG0003864	HMEL006557g1.t1	Bany_04910-RA, Bany_00321-RA
OG0003865	HMEL030782g1.t1	Bany_04612-RA
OG0003866	HMEL003208-RA	Bany_12033-RA
OG0003867	HMEL034324g1.t1	Bany_15672-RA
OG0003868	HMEL007128g1.t1	Bany_06835-RA
OG0003869	HMEL036110g1.t1	Bany_10866-RA
OG0003870	HMEL003206g1.t1	Bany_12037-RA
OG0003871	HMEL014272g1.t1	Bany_16412-RA
OG0003872	HMEL007132g1.t1	Bany_06836-RA
OG0003873	HMEL036641g1.t1	Bany_14516-RA
OG0003874	HMEL015030g1.t1	Bany_01188-RA
OG0003875	HMEL037407g1.t1	Bany_06837-RA
OG0003876	HMEL010662g1.t1	Bany_17941-RA, Bany_09638-RA
OG0003877	HMEL012437g1.t1	Bany_03753-RA
OG0003878	HMEL002773g1.t1	Bany_12043-RA, Bany_12044-RA
OG0003879	HMEL014270g1.t1	Bany_16414-RA
OG0003880	HMEL003429g1.t1	Bany_14520-RA
OG0003881	HMEL010664g1.t1	Bany_17942-RA, Bany_17944-RA
OG0003882	HMEL009324g1.t1	Bany_06845-RA
OG0003883	HMEL016161g1.t1	Bany_02915-RA
OG0003884	HMEL010107g1.t1	Bany_10131-RA
OG0003885	HMEL010105g1.t1	Bany_10135-RA
OG0003886	HMEL031352g1.t1	Bany_02180-RA, Bany_02194-RA
OG0003888	HMEL005928g1.t1	Bany_04633-RA
OG0003889	HMEL017585g1.t1	Bany_08909-RA
OG0003890	HMEL004486g1.t1	Bany_13294-RA
OG0003891	HMEL007901g1.t1	Bany_13900-RA
OG0003893	HMEL037416g1.t1	Bany_06855-RA
OG0003894	HMEL032539g1.t1	Bany_11461-RA
OG0003895	HMEL010671g1.t1	Bany_17954-RA
OG0003896	HMEL007856-RA	Bany_16678-RA
OG0003897	HMEL022008g1.t1	Bany_01195-RA
OG0003898	HMEL022567g1.t1	Bany_16425-RA, Bany_16429-RA, Bany_16428-RA, Bany_16426-RA
OG0003899	HMEL031355g1.t1	Bany_02186-RA
OG0003900	HMEL003058-RA	Bany_16681-RA, Bany_16679-RA
OG0003902	HMEL009336g1.t1	Bany_06858-RA
OG0003903	HMEL008463g1.t1	Bany_07400-RA
OG0003904	HMEL006496g1.t1	Bany_15759-RA, Bany_07401-RA
OG0003905	HMEL017590g1.t1	Bany_08918-RA
OG0003906	HMEL007904g1.t1	Bany_13906-RA
OG0003907	HMEL033855g1.t1	Bany_05458-RA
OG0003908	HMEL018050g1.t1	Bany_05462-RA, Bany_07763-RA
OG0003909	HMEL002199g1.t1	Bany_17228-RA
OG0003910	HMEL012454g1.t1	Bany_03776-RA
OG0003911	HMEL002163g1.t1	Bany_07413-RA
OG0003912	HMEL012456g1.t1	Bany_03778-RA
OG0003913	HMEL011508g1.t1	Bany_16437-RA
OG0003914	HMEL008933g1.t1	Bany_14553-RA
OG0003915	HMEL009961g1.t1	Bany_09602-RA
OG0003916	HMEL035318g1.t1	Bany_01211-RA
OG0003917	HMEL016600g1.t1	Bany_17591-RA
OG0003918	HMEL036098g1.t1	Bany_10873-RA
OG0003919	HMEL007967g1.t1	Bany_02190-RA
OG0003920	HMEL002202g1.t1	Bany_17229-RA
OG0003922	HMEL011807g1.t1	Bany_10144-RA
OG0003923	HMEL002165g1.t1	Bany_07417-RA
OG0003924	HMEL002166g1.t1	Bany_07418-RA
OG0003926	HMEL005477g1.t1	Bany_13913-RA
OG0003927	HMEL013080g1.t1	Bany_00353-RA, Bany_00352-RA
OG0003928	HMEL032575g1.t1	Bany_11482-RA
OG0003929	HMEL002167g1.t1	Bany_07423-RA
OG0003930	HMEL012463g1.t1	Bany_03784-RA
OG0003931	HMEL002205g1.t1	Bany_17233-RA
OG0003932	HMEL031893g1.t1	Bany_04239-RA, Bany_10148-RA
OG0003933	HMEL030240g1.t1	Bany_03786-RA
OG0003934	HMEL014879g1.t1	Bany_01221-RA
OG0003935	HMEL006709g1.t1	Bany_04655-RA
OG0003936	HMEL006710g1.t1	Bany_04656-RA
OG0003937	HMEL013081-RA	Bany_00354-RA
OG0003938	HMEL005752g1.t1	Bany_09612-RA
OG0003939	HMEL032178g1.t1	Bany_16699-RA
OG0003940	HMEL036486g1.t1	Bany_15097-RA
OG0003941	HMEL033643g1.t1	Bany_13317-RA
OG0003942	HMEL007959g1.t1	Bany_02200-RA
OG0003943	HMEL013039g1.t1, HMEL017963g1.t1	Bany_09613-RA
OG0003944	HMEL021532g1.t1, HMEL036129g1.t1	Bany_10875-RA
OG0003945	HMEL007156g1.t1	Bany_15100-RA
OG0003947	HMEL005355g1.t1	Bany_12064-RA
OG0003948	HMEL009223g1.t1	Bany_17595-RA
OG0003949	HMEL006719g1.t1	Bany_04666-RA
OG0003950	HMEL009348g1.t1	Bany_06875-RA
OG0003951	HMEL016735g1.t1	Bany_08223-RA
OG0003952	HMEL031156g1.t1	Bany_00360-RA
OG0003953	HMEL007536g1.t1	Bany_02202-RA
OG0003954	HMEL011325g1.t1	Bany_10150-RA
OG0003955	HMEL030247g1.t1	Bany_03792-RA
OG0003956	HMEL009352g1.t1	Bany_06877-RA
OG0003957	HMEL004581g1.t1	Bany_12967-RA
OG0003958	HMEL012479g1.t1	Bany_03797-RA
OG0003959	HMEL009354g1.t1	Bany_06879-RA
OG0003960	HMEL032380g1.t1	Bany_10153-RA
OG0003961	HMEL015332g1.t1	Bany_15685-RA
OG0003962	HMEL007546g1.t1, HMEL032125g1.t1	Bany_16709-RA
OG0003963	HMEL037550g1.t1, HMEL022457g1.t1	Bany_13925-RA
OG0003964	HMEL016737g1.t1	Bany_08226-RA
OG0003965	HMEL009923g1.t1	Bany_15115-RA
OG0003966	HMEL004437g1.t1	Bany_12970-RA
OG0003967	HMEL002519g1.t1	Bany_10156-RA
OG0003968	HMEL010418g1.t1	Bany_05493-RA
OG0003969	HMEL037922g1.t1	Bany_09619-RA
OG0003970	HMEL009358g1.t1	Bany_06886-RA
OG0003971	HMEL012487g1.t1	Bany_03806-RA
OG0003972	HMEL005357g1.t1	Bany_12065-RA
OG0003973	HMEL014155-RA	Bany_07767-RA, Bany_01239-RA
OG0003974	HMEL032550g1.t1	Bany_11495-RA, Bany_11496-RA
OG0003975	HMEL017907g1.t1	Bany_13928-RA
OG0003976	HMEL012939g1.t1	Bany_08939-RA
OG0003977	HMEL012491g1.t1	Bany_03811-RA
OG0003978	HMEL032128g1.t1	Bany_16713-RA
OG0003979	HMEL033375g1.t1, HMEL007084g1.t1	Bany_08940-RA
OG0003981	HMEL012941g1.t1	Bany_08942-RA
OG0003982	HMEL032129g1.t1	Bany_16715-RA
OG0003983	HMEL034107g1.t1	Bany_12975-RA
OG0003984	HMEL012942g1.t1	Bany_08944-RA
OG0003985	HMEL005361g1.t1	Bany_12070-RA
OG0003986	HMEL009759g1.t1	Bany_15693-RA
OG0003987	HMEL020543g1.t1	Bany_06218-RA
OG0003988	HMEL020207g1.t1	Bany_10892-RA
OG0003988	HMEL036086g1.t1	Bany_10893-RA
OG0003989	HMEL008441g1.t1	Bany_06896-RA
OG0003990	HMEL031394g1.t1, HMEL035610g1.t1	Bany_12073-RA
OG0003991	HMEL031904g1.t1	Bany_10177-RA
OG0003992	HMEL010222g1.t1	Bany_13341-RA
OG0003993	HMEL034492g1.t1	Bany_17604-RA
OG0003994	HMEL008442g1.t1	Bany_06899-RA
OG0003995	HMEL004430g1.t1	Bany_12978-RA
OG0003996	HMEL002495g1.t1	Bany_14569-RA
OG0003997	HMEL004427g1.t1	Bany_12982-RA
OG0003998	HMEL012951g1.t1	Bany_08954-RA
OG0003999	HMEL034114g1.t1	Bany_12984-RA
OG0004000	HMEL012954-RA, HMEL012955-RA	Bany_08955-RA
OG0004001	HMEL007792g1.t1	Bany_12985-RA
OG0004002	HMEL009749g1.t1	Bany_15706-RA
OG0004003	HMEL037545g1.t1	Bany_13944-RA
OG0004004	HMEL034800g1.t1	Bany_06227-RA, Bany_06229-RA
OG0004005	HMEL012816g1.t1	Bany_10185-RA
OG0004006	HMEL035632g1.t1	Bany_07469-RA
OG0004007	HMEL037544g1.t1	Bany_13947-RA
OG0004008	HMEL003575g1.t1	Bany_13342-RA
OG0004009	HMEL008266g1.t1	Bany_08241-RA, Bany_08238-RA
OG0004010	HMEL033844g1.t1	Bany_07481-RA, Bany_05510-RA
OG0004011	HMEL009230g1.t1	Bany_17608-RA
OG0004012	HMEL003037g1.t1	Bany_04675-RA
OG0004013	HMEL010994g1.t1	Bany_02225-RA
OG0004014	HMEL036506g1.t1	Bany_15135-RA
OG0004015	HMEL010032g1.t1	Bany_07677-RA, Bany_13951-RA
OG0004016	HMEL014711g1.t1	Bany_07473-RA
OG0004017	HMEL035112g1.t1	Bany_02982-RA
OG0004018	HMEL034798g1.t1	Bany_06234-RA
OG0004019	HMEL009379g1.t1	Bany_03835-RA
OG0004020	HMEL033837g1.t1	Bany_05514-RA
OG0004021	HMEL008336g1.t1	Bany_01274-RA
OG0004023	HMEL031139g1.t1	Bany_00384-RA
OG0004024	HMEL009106-RA	Bany_09642-RA
OG0004025	HMEL008324g1.t1	Bany_01285-RA
OG0004026	HMEL032141g1.t1	Bany_16725-RA
OG0004027	HMEL014206g1.t1	Bany_10194-RA
OG0004028	HMEL005691g1.t1	Bany_09644-RA
OG0004029	HMEL015526g1.t1	Bany_01287-RA
OG0004030	HMEL012207g1.t1, HMEL034796g1.t1	Bany_06240-RA
OG0004031	HMEL015859g1.t1	Bany_06907-RA
OG0004032	HMEL003912g1.t1	Bany_18009-RA
OG0004033	HMEL031910g1.t1	Bany_10197-RA
OG0004034	HMEL022078g1.t1	Bany_06242-RA
OG0004035	HMEL012246g1.t1	Bany_14591-RA
OG0004036	HMEL015686g1.t1	Bany_00390-RA, Bany_13473-RA
OG0004037	HMEL012245g1.t1	Bany_14592-RA
OG0004038	HMEL015863g1.t1	Bany_06911-RA
OG0004039	HMEL005037g1.t1	Bany_02992-RA
OG0004040	HMEL034116g1.t1	Bany_13004-RA
OG0004041	HMEL014232g1.t1	Bany_13006-RA
OG0004043	HMEL015869g1.t1	Bany_06438-RA, Bany_06916-RA, Bany_06915-RA
OG0004044	HMEL014227g1.t1	Bany_13012-RA
OG0004045	HMEL032615g1.t1	Bany_11540-RA, Bany_11539-RA
OG0004046	HMEL002568g1.t1	Bany_15724-RA
OG0004047	HMEL006934g1.t1, HMEL006933g1.t1	Bany_04686-RA
OG0004048	HMEL005696g1.t1	Bany_09652-RA
OG0004049	HMEL037436g1.t1	Bany_06918-RA
OG0004050	HMEL013933g1.t1	Bany_17623-RA
OG0004052	HMEL015871g1.t1	Bany_06921-RA
OG0004053	HMEL006940g1.t1	Bany_04692-RA
OG0004054	HMEL015677g1.t1	Bany_00402-RA, Bany_00400-RA
OG0004055	HMEL014961g1.t1	Bany_09656-RA
OG0004056	HMEL015874g1.t1	Bany_06925-RA
OG0004057	HMEL035753g1.t1	Bany_14606-RA
OG0004058	HMEL013869g1.t1	Bany_07492-RA
OG0004059	HMEL037034g1.t1	Bany_12096-RA
OG0004060	HMEL005246g1.t1	Bany_05533-RA
OG0004061	HMEL036114g1.t1	Bany_10908-RA
OG0004063	HMEL004849g1.t1	Bany_13363-RA
OG0004064	HMEL004848g1.t1	Bany_13364-RA
OG0004065	HMEL015692-RA	Bany_00405-RA
OG0004066	HMEL007864g1.t1	Bany_10911-RA
OG0004067	HMEL038094g1.t1	Bany_09666-RA
OG0004068	HMEL007015g1.t1	Bany_08256-RA
OG0004069	HMEL005244g1.t1	Bany_05535-RA
OG0004070	HMEL007072g1.t1	Bany_10207-RA
OG0004071	HMEL013875g1.t1	Bany_07496-RA
OG0004072	HMEL016341g1.t1	Bany_11558-RA
OG0004073	HMEL007012g1.t1	Bany_08259-RA
OG0004074	HMEL032627g1.t1	Bany_11561-RA
OG0004075	HMEL038093g1.t1	Bany_09670-RA
OG0004077	HMEL012073g1.t1	Bany_07500-RA
OG0004078	HMEL031324g1.t1	Bany_02260-RA
OG0004079	HMEL012106g1.t1	Bany_03022-RA
OG0004080	HMEL034791g1.t1	Bany_06262-RA
OG0004081	HMEL016865g1.t1	Bany_18028-RA
OG0004082	HMEL005033g1.t1	Bany_10213-RA
OG0004083	HMEL005235g1.t1	Bany_05540-RA
OG0004084	HMEL016336g1.t1	Bany_11566-RA
OG0004085	HMEL005232g1.t1	Bany_05543-RA
OG0004086	HMEL003792g1.t1	Bany_07131-RA, Bany_00407-RA
OG0004087	HMEL013751g1.t1	Bany_06948-RA
OG0004088	HMEL006510g1.t1	Bany_15749-RA
OG0004089	HMEL014847g1.t1	Bany_05545-RA
OG0004092	HMEL017313g1.t1	Bany_13374-RA
OG0004093	HMEL003562g1.t1	Bany_01325-RA
OG0004094	HMEL016108-RA	Bany_11572-RA
OG0004095	HMEL014850g1.t1	Bany_05550-RA
OG0004097	HMEL037697g1.t1	Bany_13975-RA
OG0004099	HMEL006265g1.t1	Bany_00419-RA
OG0004100	HMEL034529g1.t1	Bany_17636-RA
OG0004101	HMEL015660g1.t1	Bany_06958-RA
OG0004103	HMEL014940g1.t1	Bany_07513-RA, Bany_15826-RA
OG0004104	HMEL002318g1.t1	Bany_08273-RA
OG0004105	HMEL032783g1.t1	Bany_08274-RA
OG0004106	HMEL031129g1.t1, HMEL006259g1.t1	Bany_00426-RA
OG0004107	HMEL013352g1.t1	Bany_04722-RA
OG0004108	HMEL014859g1.t1	Bany_05558-RA
OG0004109	HMEL013351-RA	Bany_04723-RA
OG0004110	HMEL014861g1.t1	Bany_05561-RA
OG0004111	HMEL004155g1.t1, HMEL004154g1.t1	Bany_02268-RA
OG0004112	HMEL031128g1.t1	Bany_00433-RA
OG0004113	HMEL004625-RA	Bany_11582-RA
OG0004114	HMEL006252g1.t1	Bany_00436-RA
OG0004115	HMEL032152g1.t1	Bany_16737-RA
OG0004116	HMEL013350g1.t1	Bany_04724-RA
OG0004117	HMEL013793g1.t1	Bany_16739-RA
OG0004118	HMEL014542g1.t1	Bany_06969-RA
OG0004119	HMEL016929g1.t1	Bany_10247-RA
OG0004120	HMEL009243g1.t1	Bany_11588-RA
OG0004121	HMEL005391g1.t1	Bany_08285-RA
OG0004122	HMEL008935g1.t1	Bany_14632-RA, Bany_14633-RA
OG0004123	HMEL014541g1.t1	Bany_06972-RA, Bany_06970-RA
OG0004124	HMEL016924g1.t1	Bany_10251-RA
OG0004125	HMEL034525g1.t1	Bany_17645-RA
OG0004126	HMEL002967g1.t1	Bany_17646-RA
OG0004127	HMEL005384g1.t1	Bany_08293-RA
OG0004128	HMEL038075g1.t1	Bany_09681-RA
OG0004129	HMEL006247g1.t1	Bany_00440-RA
OG0004130	HMEL005873g1.t1	Bany_02282-RA
OG0004131	HMEL012862g1.t1	Bany_06278-RA
OG0004132	HMEL036736g1.t1	Bany_14637-RA
OG0004133	HMEL038006g1.t1, HMEL010036g1.t1	Bany_09684-RA
OG0004134	HMEL031942g1.t1, HMEL016920g1.t1	Bany_10257-RA
OG0004136	HMEL038007g1.t1, HMEL010037g1.t1	Bany_09685-RA
OG0004137	HMEL038078g1.t1, HMEL038087g1.t1	Bany_09686-RA
OG0004138	HMEL010039g1.t1, HMEL038079g1.t1	Bany_09687-RA
OG0004139	HMEL014714g1.t1	Bany_16745-RA, Bany_16746-RA
OG0004141	HMEL031603g1.t1	Bany_08997-RA
OG0004142	HMEL006737g1.t1	Bany_15171-RA
OG0004143	HMEL005871g1.t1	Bany_02288-RA
OG0004144	HMEL036528g1.t1	Bany_15173-RA
OG0004145	HMEL011595g1.t1, HMEL036873g1.t1	Bany_14640-RA
OG0004146	HMEL006240g1.t1	Bany_00447-RA
OG0004147	HMEL033516g1.t1	Bany_13387-RA
OG0004148	HMEL031947g1.t1	Bany_10263-RA
OG0004149	HMEL034787g1.t1	Bany_06283-RA
OG0004150	HMEL012696g1.t1	Bany_09000-RA, Bany_09001-RA
OG0004151	HMEL038008g1.t1, HMEL038082g1.t1	Bany_09695-RA
OG0004152	HMEL010970g1.t1	Bany_15776-RA
OG0004153	HMEL010972g1.t1	Bany_15779-RA
OG0004154	HMEL013507g1.t1	Bany_07539-RA
OG0004155	HMEL013504g1.t1	Bany_07540-RA
OG0004156	HMEL010496g1.t1	Bany_01367-RA, Bany_01364-RA
OG0004157	HMEL010495g1.t1	Bany_01365-RA, Bany_01366-RA
OG0004158	HMEL005746g1.t1	Bany_03077-RA, Bany_03073-RA
OG0004159	HMEL018072g1.t1	Bany_02295-RA, Bany_02293-RA
OG0004160	HMEL013329g1.t1	Bany_04749-RA
OG0004161	HMEL031950g1.t1	Bany_10270-RA
OG0004162	HMEL013503g1.t1	Bany_07542-RA
OG0004163	HMEL031601g1.t1	Bany_09004-RA
OG0004164	HMEL012042g1.t1, HMEL012700g1.t1	Bany_09005-RA
OG0004166	HMEL031598g1.t1	Bany_09008-RA
OG0004167	HMEL016891g1.t1	Bany_18057-RA
OG0004168	HMEL032159g1.t1	Bany_16752-RA
OG0004169	HMEL016793g1.t1	Bany_12135-RA
OG0004170	HMEL013494g1.t1, HMEL013493g1.t1	Bany_07546-RA
OG0004171	HMEL033813g1.t1	Bany_05566-RA
OG0004172	HMEL008830g1.t1	Bany_13394-RA, Bany_13390-RA
OG0004173	HMEL035458g1.t1, HMEL035457g1.t1	Bany_07548-RA
OG0004174	HMEL006876g1.t1	Bany_01373-RA
OG0004175	HMEL004225g1.t1	Bany_17664-RA, Bany_17662-RA
OG0004177	HMEL010407g1.t1	Bany_08306-RA
OG0004178	HMEL016796g1.t1	Bany_12138-RA, Bany_12137-RA
OG0004179	HMEL006897g1.t1	Bany_02300-RA, Bany_02302-RA
OG0004180	HMEL021624g1.t1	Bany_03086-RA
OG0004181	HMEL004962g1.t1	Bany_08311-RA
OG0004182	HMEL003283g1.t1	Bany_02304-RA, Bany_02303-RA
OG0004183	HMEL013324g1.t1	Bany_04930-RA, Bany_04758-RA
OG0004184	HMEL031997g1.t1	Bany_10279-RA
OG0004185	HMEL003745g1.t1	Bany_17670-RA
OG0004186	HMEL013320g1.t1	Bany_04763-RA
OG0004187	HMEL007274g1.t1	Bany_07555-RA
OG0004188	HMEL036543g1.t1	Bany_15204-RA
OG0004189	HMEL012885g1.t1	Bany_16783-RA
OG0004190	HMEL022431g1.t1	Bany_14663-RA
OG0004191	HMEL007275g1.t1	Bany_07557-RA
OG0004193	HMEL038066g1.t1	Bany_09701-RA
OG0004194	HMEL030086g1.t1	Bany_06995-RA
OG0004195	HMEL013316g1.t1	Bany_04767-RA
OG0004196	HMEL012886g1.t1	Bany_10380-RA
OG0004197	HMEL003349g1.t1	Bany_00469-RA
OG0004199	HMEL016896g1.t1	Bany_18064-RA
OG0004200	HMEL038055g1.t1, HMEL038054g1.t1, HMEL021046g1.t1	Bany_09704-RA
OG0004202	HMEL008275g1.t1	Bany_06305-RA
OG0004203	HMEL005100g1.t1	Bany_09709-RA, Bany_09708-RA
OG0004204	HMEL007284g1.t1	Bany_07565-RA
OG0004205	HMEL021069g1.t1	Bany_15211-RA, Bany_15210-RA
OG0004206	HMEL038048g1.t1	Bany_09716-RA
OG0004207	HMEL018033g1.t1	Bany_10293-RA
OG0004208	HMEL007286g1.t1	Bany_07566-RA
OG0004209	HMEL005490g1.t1	Bany_16793-RA
OG0004210	HMEL005094g1.t1	Bany_09718-RA
OG0004211	HMEL015168g1.t1	Bany_00478-RA
OG0004212	HMEL013311g1.t1	Bany_04776-RA
OG0004213	HMEL002931g1.t1	Bany_12147-RA
OG0004214	HMEL007999g1.t1	Bany_15214-RA
OG0004215	HMEL005492g1.t1	Bany_16795-RA, Bany_16804-RA
OG0004216	HMEL006744g1.t1	Bany_15909-RA, Bany_15803-RA
OG0004217	HMEL002291g1.t1	Bany_03897-RA
OG0004218	HMEL016905g1.t1	Bany_18075-RA
OG0004219	HMEL034747g1.t1	Bany_06310-RA
OG0004220	HMEL032593g1.t1	Bany_11616-RA
OG0004221	HMEL038045g1.t1	Bany_09725-RA
OG0004222	HMEL009845g1.t1	Bany_15219-RA
OG0004223	HMEL021271g1.t1, HMEL005601g1.t1	Bany_09729-RA
OG0004224	HMEL034270g1.t1	Bany_15805-RA
OG0004225	HMEL004038g1.t1	Bany_06311-RA
OG0004227	HMEL034750g1.t1	Bany_06312-RA
OG0004228	HMEL015162g1.t1	Bany_00486-RA
OG0004229	HMEL038099g1.t1	Bany_09733-RA
OG0004230	HMEL032106g1.t1, HMEL036671g1.t1, HMEL010567g1.t1	Bany_16803-RA
OG0004231	HMEL032793g1.t1	Bany_08336-RA
OG0004232	HMEL030295g1.t1	Bany_03904-RA
OG0004233	HMEL018025g1.t1	Bany_10306-RA
OG0004234	HMEL006569g1.t1	Bany_13421-RA
OG0004235	HMEL014955g1.t1	Bany_15810-RA, Bany_15809-RA, Bany_15816-RA
OG0004236	HMEL006568g1.t1	Bany_13422-RA
OG0004237	HMEL013124g1.t1	Bany_18081-RA
OG0004238	HMEL002305g1.t1	Bany_03910-RA
OG0004239	HMEL018019g1.t1	Bany_10312-RA
OG0004240	HMEL014952g1.t1	Bany_15813-RA
OG0004241	HMEL015596g1.t1	Bany_09734-RA
OG0004242	HMEL022624g1.t1	Bany_10313-RA
OG0004243	HMEL014950g1.t1	Bany_15815-RA
OG0004244	HMEL015597g1.t1	Bany_09736-RA
OG0004245	HMEL009416g1.t1	Bany_01416-RA
OG0004246	HMEL015153g1.t1	Bany_00498-RA, Bany_00500-RA
OG0004247	HMEL013307g1.t1	Bany_04785-RA
OG0004248	HMEL017141g1.t1	Bany_10315-RA
OG0004249	HMEL013130g1.t1	Bany_18087-RA
OG0004250	HMEL015151g1.t1	Bany_00501-RA, Bany_00503-RA
OG0004251	HMEL015152g1.t1	Bany_00502-RA
OG0004252	HMEL013304g1.t1	Bany_04789-RA
OG0004253	HMEL005818g1.t1	Bany_00504-RA
OG0004254	HMEL013132g1.t1	Bany_18088-RA
OG0004256	HMEL003361g1.t1	Bany_06315-RA
OG0004257	HMEL012498g1.t1	Bany_04792-RA
OG0004258	HMEL015145g1.t1	Bany_00508-RA, Bany_00507-RA
OG0004259	HMEL017145g1.t1	Bany_10320-RA
OG0004260	HMEL007327g1.t1, HMEL016782g1.t1	Bany_03918-RA
OG0004261	HMEL031078g1.t1	Bany_00511-RA
OG0004262	HMEL033287g1.t1	Bany_01424-RA
OG0004263	HMEL032996g1.t1	Bany_03923-RA
OG0004264	HMEL003449g1.t1	Bany_08348-RA
OG0004265	HMEL002632g1.t1	Bany_06323-RA
OG0004266	HMEL032369g1.t1	Bany_11642-RA
OG0004267	HMEL035474g1.t1	Bany_07584-RA
OG0004268	HMEL002633g1.t1	Bany_06324-RA
OG0004269	HMEL021630g1.t1	Bany_08349-RA
OG0004270	HMEL032999g1.t1	Bany_03927-RA
OG0004271	HMEL013137g1.t1	Bany_18093-RA
OG0004272	HMEL033001g1.t1	Bany_03930-RA
OG0004273	HMEL036793g1.t1	Bany_14689-RA
OG0004274	HMEL037669g1.t1	Bany_14011-RA
OG0004275	HMEL032093g1.t1, HMEL032094g1.t1	Bany_16809-RA
OG0004276	HMEL032366g1.t1	Bany_11650-RA, Bany_11649-RA
OG0004277	HMEL038118g1.t1	Bany_09752-RA
OG0004278	HMEL038119g1.t1	Bany_09753-RA
OG0004279	HMEL011688g1.t1	Bany_10958-RA
OG0004280	HMEL006328g1.t1	Bany_09754-RA
OG0004282	HMEL002177g1.t1	Bany_14018-RA
