Orthogroup	Heliconius_erato_lativitta	Bicyclus_anynana
OG0004580	HEL_009823-RA	Bany_14187-RA
OG0004581	HEL_001249-RA	Bany_00694-RA
OG0004582	HEL_007073-RA	Bany_07735-RA
OG0004583	HEL_001248-RA	Bany_00696-RA
OG0004584	HEL_011618-RA	Bany_03243-RA
OG0004585	HEL_003173-RA	Bany_04093-RA
OG0004586	HEL_006199-RA	Bany_06440-RA
OG0004587	HEL_007071-RA	Bany_07738-RA
OG0004588	HEL_006202-RA	Bany_06443-RA, Bany_06442-RA
OG0004589	HEL_001242-RA	Bany_00707-RA
OG0004591	HEL_006206-RA	Bany_06445-RA
OG0004594	HEL_007273-RA, HEL_007279-RA, HEL_007277-RA	Bany_15408-RA
OG0004595	HEL_012033-RA	Bany_14861-RA
OG0004596	HEL_006215-RA	Bany_06451-RA
OG0004597	HEL_011928-RA	Bany_09223-RA
OG0004598	HEL_011493-RA	Bany_08491-RA
OG0004599	HEL_011492-RA	Bany_08494-RA
OG0004600	HEL_005438-RA	Bany_15995-RA
OG0004601	HEL_008624-RA	Bany_13578-RA, Bany_13577-RA
OG0004602	HEL_005439-RA	Bany_15996-RA
OG0004603	HEL_011933-RA	Bany_09229-RA
OG0004604	HEL_005441-RA	Bany_15998-RA
OG0004606	HEL_010302-RA	Bany_12356-RA
OG0004607	HEL_000130-RA, HEL_000131-RA	Bany_10441-RA
OG0004608	HEL_012025-RA	Bany_14871-RA
OG0004610	HEL_006625-RA, HEL_006623-RA	Bany_04961-RA
OG0004611	HEL_011473-RA	Bany_08510-RA
OG0004612	HEL_001230-RA	Bany_00719-RA
OG0004613	HEL_008292-RA, HEL_008290-RA	Bany_01639-RA
OG0004614	HEL_006222-RA	Bany_06459-RA
OG0004615	HEL_007275-RA	Bany_15411-RA
OG0004616	HEL_003192-RA	Bany_04114-RA
OG0004617	HEL_010416-RA	Bany_07758-RA
OG0004618	HEL_005868-RA	Bany_07143-RA
OG0004619	HEL_001226-RA	Bany_00723-RA
OG0004620	HEL_011623-RA	Bany_03252-RA
OG0004621	HEL_011463-RA, HEL_011462-RA	Bany_08523-RA
OG0004622	HEL_010305-RA	Bany_12357-RA
OG0004623	HEL_004414-RA	Bany_05740-RA
OG0004624	HEL_006237-RA	Bany_06466-RA
OG0004625	HEL_011627-RA, HEL_011626-RA	Bany_03254-RA, Bany_03409-RA
OG0004626	HEL_004417-RA	Bany_05742-RA
OG0004627	HEL_008566-RA	Bany_02459-RA
OG0004628	HEL_004418-RA	Bany_05743-RA
OG0004630	HEL_004420-RA	Bany_05747-RA, Bany_05745-RA, Bany_05746-RA
OG0004631	HEL_010306-RA	Bany_12358-RA
OG0004632	HEL_004421-RA	Bany_05748-RA
OG0004633	HEL_012892-RA, HEL_012891-RA	Bany_11085-RA
OG0004634	HEL_010046-RA	Bany_03264-RA
OG0004635	HEL_001210-RA, HEL_001211-RA	Bany_00744-RA
OG0004636	HEL_005446-RA	Bany_16010-RA
OG0004637	HEL_005448-RA	Bany_16011-RA
OG0004639	HEL_009840-RA, HEL_009839-RA	Bany_14208-RA
OG0004640	HEL_008564-RA	Bany_02462-RA
OG0004641	HEL_005450-RA	Bany_16013-RA
OG0004643	HEL_010043-RA	Bany_03278-RA
OG0004644	HEL_006645-RA	Bany_04982-RA
OG0004646	HEL_013072-RA	Bany_11093-RA
OG0004648	HEL_006647-RA	Bany_04984-RA
OG0004649	HEL_011460-RA	Bany_08527-RA, Bany_08526-RA
OG0004650	HEL_010329-RA	Bany_12366-RA
OG0004651	HEL_011959-RA	Bany_09267-RA
OG0004652	HEL_010403-RA	Bany_07777-RA
OG0004653	HEL_001202-RA	Bany_00753-RA
OG0004654	HEL_003209-RA	Bany_04131-RA
OG0004655	HEL_004434-RA	Bany_05766-RA
OG0004656	HEL_005456-RA	Bany_16018-RA
OG0004657	HEL_000148-RA	Bany_10460-RA
OG0004658	HEL_011455-RA, HEL_011454-RA	Bany_08533-RA
OG0004659	HEL_008562-RA, HEL_008563-RA	Bany_02465-RA
OG0004660	HEL_004436-RA	Bany_05769-RA
OG0004661	HEL_011450-RA	Bany_08539-RA, Bany_08536-RA
OG0004662	HEL_008561-RA	Bany_02467-RA
OG0004663	HEL_001191-RA	Bany_00763-RA
OG0004664	HEL_011444-RA	Bany_08538-RA, Bany_08544-RA
OG0004665	HEL_012266-RA	Bany_07820-RA, Bany_13598-RA
OG0004666	HEL_008321-RA	Bany_01668-RA
OG0004669	HEL_008322-RA	Bany_01669-RA, Bany_01670-RA
OG0004670	HEL_007282-RA	Bany_15426-RA
OG0004671	HEL_011438-RA, HEL_011441-RA	Bany_08552-RA
OG0004672	HEL_001187-RA	Bany_00768-RA
OG0004673	HEL_008547-RA	Bany_02472-RA
OG0004674	HEL_011434-RA, HEL_011433-RA, HEL_011435-RA	Bany_08553-RA
OG0004675	HEL_008545-RA	Bany_02475-RA
OG0004676	HEL_011424-RA, HEL_011423-RA	Bany_08560-RA
OG0004677	HEL_011421-RA	Bany_08562-RA
OG0004678	HEL_008329-RA	Bany_01679-RA
OG0004679	HEL_006655-RA	Bany_04999-RA
OG0004680	HEL_006658-RA	Bany_05001-RA
OG0004681	HEL_008330-RA	Bany_01681-RA
OG0004683	HEL_010323-RA	Bany_12377-RA
OG0004684	HEL_014600-RA	Bany_14241-RA
OG0004685	HEL_009590-RA	Bany_06511-RA
OG0004686	HEL_008335-RA	Bany_01684-RA
OG0004687	HEL_009589-RA	Bany_06544-RA, Bany_06512-RA
OG0004688	HEL_014601-RA, HEL_014602-RA	Bany_14244-RA
OG0004689	HEL_011416-RA	Bany_08567-RA
OG0004690	HEL_008537-RA	Bany_02482-RA
OG0004691	HEL_006661-RA	Bany_05005-RA
OG0004692	HEL_006663-RA	Bany_05007-RA
OG0004693	HEL_003225-RA	Bany_04144-RA
OG0004694	HEL_006664-RA	Bany_05008-RA
OG0004695	HEL_004450-RA, HEL_004451-RA	Bany_05783-RA
OG0004696	HEL_006668-RA	Bany_05014-RA
OG0004697	HEL_006670-RA, HEL_006669-RA	Bany_05015-RA
OG0004699	HEL_010342-RA, HEL_010341-RA	Bany_12387-RA
OG0004700	HEL_000157-RA, HEL_000156-RA	Bany_10472-RA
OG0004701	HEL_011414-RA, HEL_001957-RA	Bany_08570-RA
OG0004702	HEL_006676-RA	Bany_05020-RA
OG0004704	HEL_006677-RA	Bany_05021-RA
OG0004705	HEL_004453-RA	Bany_05787-RA
OG0004706	HEL_003227-RA	Bany_04151-RA
OG0004707	HEL_011980-RA	Bany_09294-RA
OG0004708	HEL_011982-RA	Bany_09297-RA
OG0004709	HEL_010351-RA	Bany_12394-RA
OG0004710	HEL_010352-RA	Bany_12395-RA
OG0004711	HEL_004460-RA	Bany_05796-RA, Bany_05798-RA
OG0004713	HEL_008348-RA	Bany_01704-RA
OG0004714	HEL_001168-RA	Bany_00793-RA
OG0004715	HEL_010392-RA	Bany_07806-RA
OG0004716	HEL_008510-RA	Bany_02513-RA
OG0004717	HEL_008509-RA	Bany_02514-RA
OG0004718	HEL_006691-RA	Bany_05042-RA
OG0004720	HEL_000192-RA, HEL_000193-RA	Bany_10500-RA
OG0004721	HEL_010390-RA	Bany_07807-RA
OG0004722	HEL_010389-RA	Bany_07811-RA
OG0004723	HEL_004462-RA	Bany_05803-RA
OG0004724	HEL_012860-RA	Bany_08589-RA
OG0004725	HEL_006693-RA	Bany_05046-RA
OG0004726	HEL_006701-RA	Bany_05050-RA
OG0004727	HEL_006704-RA, HEL_006705-RA	Bany_05051-RA
OG0004730	HEL_003315-RA	Bany_04187-RA
OG0004731	HEL_003313-RA	Bany_04190-RA, Bany_04189-RA
OG0004732	HEL_008425-RA	Bany_01737-RA
OG0004733	HEL_001145-RA	Bany_00821-RA
OG0004734	HEL_006711-RA	Bany_05064-RA
OG0004737	HEL_008421-RA	Bany_01742-RA
OG0004738	HEL_010400-RA	Bany_07834-RA
OG0004740	HEL_008412-RA	Bany_01748-RA
OG0004741	HEL_011665-RA	Bany_03386-RA
OG0004743	HEL_013119-RA	Bany_00832-RA
OG0004744	HEL_013114-RA	Bany_00835-RA
OG0004745	HEL_011655-RA	Bany_03395-RA
OG0004746	HEL_003297-RA	Bany_04215-RA
OG0004747	HEL_003296-RA	Bany_04216-RA
OG0004749	HEL_003295-RA	Bany_04217-RA
OG0004750	HEL_011650-RA, HEL_011651-RA	Bany_03399-RA
OG0004751	HEL_000207-RA, HEL_000211-RA	Bany_10537-RA
OG0004752	HEL_003288-RA, HEL_003287-RA	Bany_04226-RA
OG0004753	HEL_013110-RA	Bany_00843-RA
OG0004754	HEL_012819-RA	Bany_08637-RA
OG0004755	HEL_008396-RA	Bany_01770-RA
OG0004756	HEL_012820-RA	Bany_08645-RA
OG0004757	HEL_008394-RA, HEL_008395-RA	Bany_01771-RA
OG0004758	HEL_012823-RA	Bany_08648-RA
OG0004759	HEL_008384-RA	Bany_01786-RA
OG0004760	HEL_003271-RA, HEL_003270-RA	Bany_04242-RA
OG0004761	HEL_008382-RA, HEL_008381-RA, HEL_008383-RA, HEL_008380-RA	Bany_01787-RA
OG0004762	HEL_003269-RA, HEL_003268-RA	Bany_04243-RA
OG0004763	HEL_006735-RA	Bany_05091-RA
OG0004764	HEL_008370-RA	Bany_01801-RA
OG0004765	HEL_003265-RA	Bany_04248-RA
OG0004766	HEL_003264-RA	Bany_04249-RA
OG0004768	HEL_006739-RA	Bany_05100-RA
OG0004769	HEL_003251-RA	Bany_04260-RA, Bany_04261-RA
OG0004770	HEL_003245-RA	Bany_04266-RA
OG0004771	HEL_011636-RA	Bany_03428-RA
OG0004772	HEL_008459-RA	Bany_02588-RA
OG0004773	HEL_008458-RA, HEL_008457-RA	Bany_02590-RA
OG0004774	HEL_004518-RA	Bany_05847-RA
OG0004775	HEL_007157-RA	Bany_07874-RA
OG0004776	HEL_008443-RA, HEL_008444-RA	Bany_02603-RA
OG0004777	HEL_013420-RA	Bany_00864-RA
OG0004778	HEL_007158-RA	Bany_07875-RA
OG0004779	HEL_008438-RA, HEL_008439-RA, HEL_008440-RA, HEL_008437-RA	Bany_02609-RA
OG0004780	HEL_003229-RA, HEL_003230-RA, HEL_003231-RA	Bany_04286-RA
OG0004782	HEL_007111-RA	Bany_07886-RA
OG0004783	HEL_007119-RA	Bany_07892-RA
OG0004784	HEL_007106-RA	Bany_07896-RA
OG0004785	HEL_007101-RA	Bany_07900-RA
OG0004786	HEL_006772-RA, HEL_006773-RA	Bany_05148-RA
OG0004787	HEL_002927-RA, HEL_002925-RA	Bany_05160-RA
OG0004788	HEL_007093-RA	Bany_07915-RA
OG0004789	HEL_007092-RA	Bany_07920-RA
OG0004790	HEL_007091-RA	Bany_07921-RA
OG0004791	HEL_007090-RA, HEL_007089-RA	Bany_07922-RA
OG0004849	HEL_011824-RA	Bany_17686-RA
OG0004850	HEL_000835-RA	Bany_18171-RA
OG0004851	HEL_013234-RA	Bany_07168-RA
OG0004852	HEL_000445-RA	Bany_16439-RA
OG0004853	HEL_011823-RA	Bany_17687-RA
OG0004854	HEL_001908-RA, HEL_001913-RA	Bany_16927-RA
OG0004855	HEL_010477-RA	Bany_02635-RA
OG0004856	HEL_000446-RA	Bany_16440-RA
OG0004857	HEL_005067-RA	Bany_09325-RA
OG0004859	HEL_005363-RA	Bany_15435-RA
OG0004860	HEL_001907-RA, HEL_001912-RA	Bany_16931-RA
OG0004861	HEL_005367-RA	Bany_17402-RA
OG0004862	HEL_001910-RA	Bany_16932-RA
OG0004863	HEL_010471-RA	Bany_07169-RA
OG0004864	HEL_007725-RA	Bany_11826-RA
OG0004865	HEL_011850-RA	Bany_17693-RA
OG0004866	HEL_007348-RA	Bany_14879-RA
OG0004867	HEL_004079-RA	Bany_14253-RA
OG0004868	HEL_002224-RA	Bany_03451-RA
OG0004869	HEL_001901-RA	Bany_16934-RA
OG0004871	HEL_001694-RA	Bany_00004-RA
OG0004872	HEL_007347-RA	Bany_14880-RA
OG0004873	HEL_005369-RA	Bany_17403-RA
OG0004874	HEL_007656-RA	Bany_09898-RA
OG0004875	HEL_005358-RA	Bany_15441-RA
OG0004876	HEL_012503-RA	Bany_14254-RA
OG0004877	HEL_003425-RA	Bany_01813-RA
OG0004878	HEL_004481-RA	Bany_07171-RA
OG0004879	HEL_007339-RA	Bany_14884-RA
OG0004880	HEL_004165-RA	Bany_12446-RA
OG0004881	HEL_008065-RA	Bany_05868-RA
OG0004883	HEL_011009-RA	Bany_10543-RA
OG0004884	HEL_007338-RA	Bany_14885-RA
OG0004885	HEL_005356-RA	Bany_15445-RA
OG0004886	HEL_002228-RA	Bany_03460-RA
OG0004887	HEL_007654-RA	Bany_09903-RA
OG0004888	HEL_012505-RA	Bany_14261-RA
OG0004889	HEL_007334-RA	Bany_14889-RA
OG0004890	HEL_007746-RA	Bany_11834-RA
OG0004891	HEL_003494-RA	Bany_08658-RA
OG0004892	HEL_008067-RA	Bany_05870-RA
OG0004893	HEL_004705-RA	Bany_15163-RA, Bany_15099-RA, Bany_12452-RA, Bany_09532-RA, Bany_16821-RA, Bany_17657-RA
OG0004894	HEL_014066-RA	Bany_11139-RA, Bany_11138-RA
OG0004895	HEL_012508-RA	Bany_14267-RA
OG0004896	HEL_009697-RA	Bany_07174-RA
OG0004897	HEL_000692-RA	Bany_13616-RA
OG0004898	HEL_010481-RA	Bany_02649-RA
OG0004899	HEL_007642-RA	Bany_09910-RA
OG0004900	HEL_011016-RA	Bany_10551-RA
OG0004901	HEL_009464-RA	Bany_07928-RA
OG0004902	HEL_005349-RA	Bany_15453-RA
OG0004904	HEL_003488-RA	Bany_08663-RA
OG0004905	HEL_005076-RA	Bany_09344-RA
OG0004906	HEL_012679-RA	Bany_00935-RA
OG0004907	HEL_002188-RA	Bany_06557-RA
OG0004908	HEL_009687-RA	Bany_07181-RA
OG0004909	HEL_008071-RA	Bany_05874-RA
OG0004910	HEL_001892-RA	Bany_16944-RA
OG0004911	HEL_001891-RA	Bany_16945-RA
OG0004912	HEL_011018-RA	Bany_10553-RA
OG0004913	HEL_002189-RA	Bany_06558-RA
OG0004914	HEL_002190-RA	Bany_06559-RA
OG0004915	HEL_011019-RA	Bany_10554-RA
OG0004916	HEL_007637-RA	Bany_09917-RA
OG0004917	HEL_012682-RA	Bany_00939-RA
OG0004918	HEL_009468-RA	Bany_07936-RA
OG0004919	HEL_012684-RA	Bany_00940-RA
OG0004920	HEL_009469-RA	Bany_07937-RA
OG0004921	HEL_007636-RA	Bany_09918-RA
OG0004922	HEL_007635-RA	Bany_09919-RA
OG0004923	HEL_012509-RA	Bany_14271-RA
OG0004925	HEL_001878-RA	Bany_16952-RA
OG0004926	HEL_014065-RA	Bany_11140-RA
OG0004927	HEL_006979-RA	Bany_04315-RA, Bany_04320-RA
OG0004928	HEL_007325-RA	Bany_14894-RA
OG0004929	HEL_001877-RA	Bany_16953-RA
OG0004930	HEL_014064-RA	Bany_11142-RA
OG0004931	HEL_014063-RA	Bany_11143-RA
OG0004932	HEL_013003-RA	Bany_16044-RA
OG0004933	HEL_012689-RA	Bany_00944-RA
OG0004934	HEL_009296-RA	Bany_17702-RA
OG0004935	HEL_005342-RA	Bany_15463-RA
OG0004936	HEL_014062-RA	Bany_11144-RA
OG0004937	HEL_008958-RA	Bany_13032-RA
OG0004938	HEL_012690-RA	Bany_00946-RA
OG0004939	HEL_007745-RA	Bany_11837-RA
OG0004940	HEL_003413-RA	Bany_01847-RA
OG0004941	HEL_005371-RA	Bany_17408-RA
OG0004942	HEL_000693-RA	Bany_13623-RA
OG0004943	HEL_009293-RA	Bany_17704-RA
OG0004944	HEL_009471-RA	Bany_07940-RA
OG0004945	HEL_001916-RA	Bany_14905-RA
OG0004946	HEL_004017-RA	Bany_05193-RA
OG0004947	HEL_003475-RA	Bany_08676-RA
OG0004948	HEL_010164-RA	Bany_05885-RA
OG0004949	HEL_007627-RA	Bany_09921-RA
OG0004950	HEL_009289-RA	Bany_17706-RA
OG0004951	HEL_004048-RA	Bany_12470-RA
OG0004952	HEL_009474-RA	Bany_07944-RA
OG0004953	HEL_007741-RA	Bany_11841-RA
OG0004954	HEL_007630-RA	Bany_09922-RA
OG0004955	HEL_010482-RA	Bany_02652-RA
OG0004956	HEL_003474-RA	Bany_08677-RA
OG0004957	HEL_007740-RA, HEL_007738-RA	Bany_11842-RA
OG0004958	HEL_007632-RA	Bany_09924-RA
OG0004959	HEL_010483-RA	Bany_02654-RA
OG0004960	HEL_010484-RA	Bany_02656-RA
OG0004961	HEL_009692-RA	Bany_07187-RA
OG0004962	HEL_007633-RA	Bany_09925-RA
OG0004963	HEL_006980-RA	Bany_04326-RA
OG0004964	HEL_000699-RA	Bany_13629-RA
OG0004966	HEL_009210-RA	Bany_17710-RA
OG0004968	HEL_005333-RA	Bany_15480-RA
OG0004969	HEL_012099-RA	Bany_07191-RA
OG0004970	HEL_011025-RA	Bany_10564-RA
OG0004971	HEL_012677-RA	Bany_00956-RA
OG0004972	HEL_010160-RA	Bany_05889-RA
OG0004973	HEL_001873-RA	Bany_16956-RA
OG0004974	HEL_012676-RA	Bany_00957-RA
OG0004975	HEL_005326-RA	Bany_15485-RA
OG0004976	HEL_003396-RA	Bany_01861-RA, Bany_01863-RA
OG0004977	HEL_005325-RA	Bany_15486-RA
OG0004978	HEL_012096-RA	Bany_07197-RA
OG0004979	HEL_005323-RA	Bany_15487-RA
OG0004980	HEL_010157-RA	Bany_05892-RA
OG0004981	HEL_011027-RA	Bany_10569-RA
OG0004982	HEL_012514-RA	Bany_14285-RA
OG0004983	HEL_005376-RA	Bany_17415-RA
OG0004984	HEL_001717-RA	Bany_00022-RA
OG0004985	HEL_012515-RA	Bany_14286-RA
OG0004986	HEL_007735-RA	Bany_11848-RA
OG0004987	HEL_012516-RA	Bany_14287-RA
OG0004988	HEL_011030-RA	Bany_10572-RA
OG0004989	HEL_012517-RA	Bany_14288-RA
OG0004990	HEL_010176-RA	Bany_05895-RA
OG0004992	HEL_012519-RA	Bany_14290-RA
OG0004993	HEL_000707-RA	Bany_13637-RA
OG0004994	HEL_003459-RA	Bany_08687-RA
OG0004995	HEL_000708-RA	Bany_13638-RA
OG0004996	HEL_002239-RA	Bany_03480-RA
OG0004997	HEL_002240-RA	Bany_03482-RA
OG0004998	HEL_005320-RA	Bany_15489-RA
OG0005000	HEL_003391-RA	Bany_13904-RA, Bany_01866-RA
OG0005001	HEL_008353-RA	Bany_05897-RA
OG0005002	HEL_000715-RA	Bany_13643-RA
OG0005003	HEL_000716-RA	Bany_13644-RA
OG0005004	HEL_003389-RA	Bany_01867-RA
OG0005005	HEL_000717-RA	Bany_13645-RA
OG0005006	HEL_000721-RA	Bany_13646-RA
OG0005007	HEL_002241-RA	Bany_03483-RA
OG0005008	HEL_010177-RA	Bany_05898-RA
OG0005009	HEL_005383-RA	Bany_17420-RA
OG0005010	HEL_000720-RA	Bany_13647-RA
OG0005011	HEL_000718-RA	Bany_13651-RA
OG0005012	HEL_004001-RA	Bany_05204-RA
OG0005013	HEL_004028-RA	Bany_12488-RA
OG0005015	HEL_003998-RA	Bany_05207-RA
OG0005016	HEL_003386-RA	Bany_01872-RA
OG0005017	HEL_002196-RA	Bany_06567-RA
OG0005018	HEL_009216-RA	Bany_17718-RA
OG0005019	HEL_009483-RA	Bany_07958-RA
OG0005020	HEL_012522-RA	Bany_14293-RA
OG0005021	HEL_012523-RA	Bany_14294-RA
OG0005022	HEL_009484-RA	Bany_07959-RA
OG0005023	HEL_012525-RA	Bany_14295-RA
OG0005024	HEL_009485-RA	Bany_07960-RA
OG0005025	HEL_003994-RA	Bany_05212-RA
OG0005026	HEL_009486-RA	Bany_07961-RA
OG0005027	HEL_010179-RA	Bany_05903-RA
OG0005028	HEL_003992-RA	Bany_05213-RA
OG0005029	HEL_003991-RA	Bany_05214-RA
OG0005030	HEL_002198-RA	Bany_06569-RA
OG0005031	HEL_009222-RA	Bany_17721-RA
OG0005032	HEL_012534-RA	Bany_14300-RA
OG0005033	HEL_012535-RA	Bany_14301-RA
OG0005034	HEL_001713-RA	Bany_00026-RA
OG0005036	HEL_006993-RA	Bany_04342-RA
OG0005037	HEL_001861-RA	Bany_16970-RA
OG0005038	HEL_001860-RA	Bany_16971-RA
OG0005039	HEL_005385-RA	Bany_17424-RA
OG0005040	HEL_003990-RA	Bany_05215-RA
OG0005041	HEL_004029-RA	Bany_12500-RA
OG0005042	HEL_002245-RA	Bany_03486-RA
OG0005043	HEL_000458-RA	Bany_16483-RA
OG0005044	HEL_003379-RA	Bany_01879-RA
OG0005045	HEL_004030-RA	Bany_12501-RA
OG0005047	HEL_003378-RA	Bany_01880-RA
OG0005048	HEL_003988-RA	Bany_05219-RA
OG0005049	HEL_003377-RA	Bany_01881-RA
OG0005050	HEL_002201-RA	Bany_06571-RA
OG0005051	HEL_005315-RA, HEL_005316-RA	Bany_15494-RA
OG0005052	HEL_003376-RA	Bany_01882-RA
OG0005053	HEL_002037-RA	Bany_16975-RA
OG0005054	HEL_002038-RA	Bany_16976-RA
OG0005055	HEL_007734-RA	Bany_11850-RA
OG0005056	HEL_010487-RA	Bany_02666-RA
OG0005057	HEL_012537-RA	Bany_14304-RA
OG0005059	HEL_001711-RA	Bany_00031-RA
OG0005061	HEL_003450-RA	Bany_08693-RA
OG0005062	HEL_007614-RA	Bany_09940-RA
OG0005063	HEL_003984-RA	Bany_05222-RA
OG0005064	HEL_014449-RA	Bany_11157-RA
OG0005065	HEL_009231-RA	Bany_17735-RA
OG0005066	HEL_002042-RA	Bany_16977-RA
OG0005067	HEL_002202-RA	Bany_06573-RA
OG0005068	HEL_002204-RA	Bany_06575-RA
OG0005069	HEL_002043-RA	Bany_16980-RA
OG0005070	HEL_014451-RA	Bany_11160-RA
OG0005071	HEL_000726-RA	Bany_13658-RA
OG0005072	HEL_010488-RA	Bany_02667-RA
OG0005073	HEL_000728-RA	Bany_13660-RA
OG0005074	HEL_008936-RA	Bany_13049-RA
OG0005075	HEL_014452-RA	Bany_11163-RA
OG0005076	HEL_005308-RA, HEL_005309-RA	Bany_15500-RA
OG0005077	HEL_010238-RA	Bany_07978-RA
OG0005078	HEL_002205-RA	Bany_06578-RA
OG0005079	HEL_003443-RA	Bany_08699-RA
OG0005080	HEL_003983-RA	Bany_05228-RA
OG0005081	HEL_002248-RA	Bany_03495-RA
OG0005083	HEL_000466-RA	Bany_16503-RA
OG0005084	HEL_002249-RA	Bany_03496-RA
OG0005085	HEL_011677-RA	Bany_16093-RA
OG0005086	HEL_014458-RA	Bany_11166-RA
OG0005087	HEL_014459-RA	Bany_11167-RA
OG0005088	HEL_012542-RA	Bany_14310-RA
OG0005090	HEL_010239-RA	Bany_07979-RA
OG0005091	HEL_012543-RA	Bany_14311-RA
OG0005092	HEL_012544-RA	Bany_14312-RA
OG0005093	HEL_010242-RA	Bany_07980-RA
OG0005094	HEL_002049-RA	Bany_16989-RA
OG0005095	HEL_005393-RA	Bany_17437-RA
OG0005096	HEL_005088-RA	Bany_09356-RA
OG0005097	HEL_000731-RA	Bany_13664-RA
OG0005098	HEL_000733-RA	Bany_13665-RA
OG0005099	HEL_010489-RA	Bany_02668-RA
OG0005100	HEL_012545-RA	Bany_14313-RA
OG0005101	HEL_012546-RA	Bany_14314-RA
OG0005102	HEL_014463-RA	Bany_11170-RA
OG0005103	HEL_013868-RA	Bany_14929-RA
OG0005104	HEL_000734-RA	Bany_13666-RA
OG0005106	HEL_012547-RA	Bany_14316-RA
OG0005107	HEL_002052-RA	Bany_16991-RA
OG0005108	HEL_012654-RA	Bany_00982-RA
OG0005109	HEL_000736-RA	Bany_13668-RA
OG0005110	HEL_010423-RA	Bany_07984-RA
OG0005111	HEL_012653-RA	Bany_00983-RA
OG0005112	HEL_012550-RA	Bany_14317-RA
OG0005113	HEL_002053-RA	Bany_16992-RA
OG0005114	HEL_012651-RA	Bany_00985-RA
OG0005115	HEL_002055-RA	Bany_16994-RA
OG0005116	HEL_012552-RA	Bany_14318-RA
OG0005117	HEL_005296-RA	Bany_15508-RA
OG0005118	HEL_005288-RA	Bany_15509-RA
OG0005119	HEL_002253-RA	Bany_03499-RA
OG0005120	HEL_005287-RA	Bany_15510-RA
OG0005121	HEL_002254-RA	Bany_03500-RA
OG0005122	HEL_005285-RA	Bany_15511-RA
OG0005123	HEL_010182-RA	Bany_05907-RA
OG0005124	HEL_002213-RA	Bany_06586-RA
OG0005125	HEL_002061-RA	Bany_16996-RA
OG0005126	HEL_003358-RA	Bany_01899-RA
OG0005127	HEL_003357-RA	Bany_01900-RA
OG0005128	HEL_011671-RA	Bany_16100-RA
OG0005129	HEL_002257-RA	Bany_03503-RA
OG0005130	HEL_012398-RA	Bany_04367-RA
OG0005131	HEL_005284-RA	Bany_15515-RA
OG0005132	HEL_007601-RA	Bany_09949-RA
OG0005134	HEL_004058-RA	Bany_12532-RA
OG0005135	HEL_005282-RA, HEL_005281-RA	Bany_15516-RA
OG0005136	HEL_007600-RA	Bany_09950-RA
OG0005137	HEL_003500-RA	Bany_08714-RA
OG0005138	HEL_003501-RA	Bany_08715-RA
OG0005139	HEL_005279-RA	Bany_15519-RA
OG0005140	HEL_004057-RA	Bany_12533-RA
OG0005141	HEL_010183-RA	Bany_05908-RA
OG0005142	HEL_002258-RA	Bany_03506-RA
OG0005143	HEL_005278-RA	Bany_15520-RA
OG0005144	HEL_010184-RA	Bany_05909-RA
OG0005145	HEL_002259-RA	Bany_03508-RA
OG0005146	HEL_014466-RA	Bany_11173-RA
OG0005148	HEL_001722-RA	Bany_00037-RA
OG0005149	HEL_003503-RA	Bany_08717-RA
OG0005150	HEL_010496-RA	Bany_02674-RA
OG0005151	HEL_002261-RA	Bany_03511-RA
OG0005152	HEL_003504-RA	Bany_08718-RA
OG0005153	HEL_010189-RA	Bany_05912-RA
OG0005154	HEL_008916-RA	Bany_13062-RA
OG0005155	HEL_005096-RA	Bany_09366-RA
OG0005156	HEL_013237-RA	Bany_07214-RA
OG0005157	HEL_012402-RA	Bany_04375-RA
OG0005158	HEL_005098-RA	Bany_09368-RA
OG0005159	HEL_010507-RA	Bany_02678-RA
OG0005160	HEL_012403-RA	Bany_04377-RA
OG0005161	HEL_008915-RA	Bany_13065-RA
OG0005162	HEL_010191-RA	Bany_05915-RA
OG0005163	HEL_013236-RA	Bany_07217-RA
OG0005165	HEL_010192-RA	Bany_05917-RA
OG0005166	HEL_002263-RA	Bany_03514-RA
OG0005167	HEL_010509-RA	Bany_02679-RA
OG0005168	HEL_003979-RA	Bany_05237-RA
OG0005169	HEL_001726-RA, HEL_001725-RA	Bany_00042-RA
OG0005170	HEL_003978-RA	Bany_05238-RA
OG0005171	HEL_011668-RA	Bany_16110-RA, Bany_16109-RA
OG0005172	HEL_001727-RA	Bany_00044-RA
OG0005173	HEL_005275-RA	Bany_15524-RA
OG0005174	HEL_005101-RA	Bany_09373-RA
OG0005175	HEL_004066-RA	Bany_12541-RA
OG0005176	HEL_012404-RA	Bany_04379-RA
OG0005178	HEL_000467-RA	Bany_16507-RA
OG0005179	HEL_005103-RA	Bany_09375-RA
OG0005180	HEL_000752-RA	Bany_13684-RA
OG0005181	HEL_007728-RA	Bany_11860-RA
OG0005182	HEL_010195-RA	Bany_05922-RA
OG0005183	HEL_012408-RA	Bany_04384-RA
OG0005184	HEL_010196-RA	Bany_05923-RA
OG0005185	HEL_013248-RA	Bany_07223-RA
OG0005186	HEL_005410-RA	Bany_17453-RA
OG0005187	HEL_002218-RA, HEL_002217-RA	Bany_06597-RA
OG0005188	HEL_013217-RA	Bany_10649-RA
OG0005189	HEL_010198-RA	Bany_05926-RA
OG0005190	HEL_009242-RA	Bany_17749-RA
OG0005191	HEL_005583-RA	Bany_01003-RA
