Orthogroup	Heliconius_erato_lativitta	Bicyclus_anynana
OG0005192	HEL_010199-RA	Bany_05929-RA
OG0005193	HEL_008899-RA	Bany_13090-RA
OG0005194	HEL_000755-RA	Bany_13689-RA
OG0005195	HEL_010130-RA	Bany_14331-RA
OG0005196	HEL_008898-RA	Bany_13093-RA
OG0005197	HEL_012411-RA	Bany_04391-RA
OG0005199	HEL_000756-RA	Bany_13693-RA
OG0005201	HEL_000757-RA	Bany_13694-RA
OG0005202	HEL_012573-RA	Bany_14334-RA
OG0005203	HEL_001741-RA	Bany_00059-RA
OG0005204	HEL_001742-RA	Bany_00060-RA
OG0005207	HEL_013208-RA	Bany_10656-RA
OG0005208	HEL_004063-RA	Bany_12551-RA
OG0005209	HEL_010513-RA	Bany_02688-RA
OG0005210	HEL_000758-RA	Bany_13697-RA
OG0005211	HEL_012413-RA	Bany_04394-RA
OG0005212	HEL_012415-RA	Bany_04395-RA
OG0005213	HEL_008895-RA, HEL_008894-RA	Bany_13102-RA
OG0005214	HEL_013065-RA	Bany_16119-RA
OG0005215	HEL_012416-RA	Bany_04396-RA
OG0005216	HEL_001745-RA	Bany_00065-RA
OG0005217	HEL_004073-RA	Bany_12553-RA
OG0005218	HEL_004072-RA	Bany_12554-RA
OG0005219	HEL_010514-RA	Bany_02690-RA
OG0005220	HEL_000762-RA	Bany_13701-RA
OG0005221	HEL_013204-RA	Bany_10660-RA
OG0005222	HEL_010254-RA	Bany_07995-RA
OG0005224	HEL_003353-RA	Bany_01908-RA
OG0005225	HEL_007595-RA	Bany_09960-RA
OG0005227	HEL_013203-RA	Bany_10662-RA
OG0005228	HEL_003969-RA	Bany_05247-RA
OG0005229	HEL_007594-RA	Bany_09961-RA
OG0005230	HEL_008993-RA	Bany_13107-RA
OG0005231	HEL_000764-RA	Bany_13704-RA
OG0005232	HEL_013246-RA	Bany_07228-RA
OG0005233	HEL_008994-RA	Bany_13109-RA
OG0005234	HEL_007591-RA	Bany_09965-RA
OG0005235	HEL_005650-RA	Bany_14341-RA
OG0005236	HEL_007750-RA	Bany_11867-RA
OG0005237	HEL_007751-RA	Bany_11868-RA
OG0005238	HEL_007590-RA	Bany_09966-RA
OG0005239	HEL_003611-RA	Bany_09399-RA
OG0005240	HEL_005651-RA	Bany_14343-RA
OG0005241	HEL_007589-RA	Bany_09967-RA
OG0005242	HEL_011772-RA, HEL_011773-RA	Bany_16128-RA
OG0005243	HEL_001750-RA	Bany_00072-RA
OG0005244	HEL_001751-RA	Bany_00073-RA
OG0005245	HEL_007587-RA	Bany_09969-RA
OG0005246	HEL_003610-RA	Bany_09400-RA
OG0005247	HEL_005269-RA	Bany_15530-RA
OG0005248	HEL_007583-RA	Bany_09970-RA
OG0005249	HEL_005266-RA	Bany_15531-RA
OG0005250	HEL_007582-RA	Bany_09971-RA
OG0005251	HEL_013906-RA	Bany_01017-RA
OG0005252	HEL_014333-RA	Bany_08000-RA
OG0005253	HEL_001754-RA	Bany_00076-RA
OG0005254	HEL_011769-RA	Bany_16131-RA
OG0005255	HEL_001755-RA	Bany_00077-RA
OG0005256	HEL_007758-RA	Bany_11873-RA
OG0005257	HEL_005423-RA	Bany_17469-RA
OG0005258	HEL_014334-RA	Bany_08002-RA
OG0005259	HEL_001756-RA, HEL_001757-RA	Bany_00079-RA
OG0005260	HEL_007785-RA, HEL_007788-RA	Bany_11875-RA
OG0005261	HEL_005264-RA	Bany_15534-RA
OG0005262	HEL_005263-RA	Bany_15535-RA
OG0005263	HEL_003966-RA	Bany_05254-RA
OG0005264	HEL_001758-RA	Bany_00080-RA
OG0005265	HEL_003965-RA	Bany_05255-RA
OG0005266	HEL_013908-RA	Bany_01019-RA
OG0005267	HEL_001759-RA	Bany_00081-RA
OG0005268	HEL_014340-RA	Bany_08006-RA
OG0005269	HEL_008999-RA	Bany_13116-RA
OG0005270	HEL_001760-RA	Bany_00083-RA
OG0005272	HEL_001698-RA	Bany_03523-RA
OG0005273	HEL_008235-RA	Bany_11197-RA
OG0005274	HEL_008234-RA	Bany_11198-RA
OG0005275	HEL_007780-RA	Bany_11878-RA
OG0005276	HEL_009001-RA	Bany_13119-RA
OG0005277	HEL_011764-RA	Bany_16135-RA
OG0005278	HEL_003512-RA	Bany_08726-RA
OG0005279	HEL_005424-RA	Bany_17477-RA
OG0005280	HEL_013508-RA, HEL_013509-RA	Bany_17757-RA
OG0005281	HEL_009002-RA	Bany_13122-RA
OG0005282	HEL_009658-RA	Bany_07237-RA
OG0005283	HEL_007580-RA	Bany_09974-RA
OG0005284	HEL_002272-RA	Bany_03524-RA
OG0005285	HEL_008227-RA	Bany_11208-RA
OG0005286	HEL_003513-RA	Bany_08728-RA
OG0005287	HEL_009702-RA	Bany_14954-RA
OG0005289	HEL_005253-RA, HEL_005252-RA	Bany_15545-RA
OG0005291	HEL_005425-RA	Bany_17478-RA
OG0005292	HEL_005249-RA, HEL_005250-RA	Bany_15547-RA
OG0005293	HEL_003327-RA	Bany_01931-RA
OG0005294	HEL_010523-RA	Bany_02702-RA
OG0005295	HEL_007776-RA	Bany_11881-RA
OG0005296	HEL_012420-RA	Bany_04407-RA
OG0005297	HEL_003518-RA	Bany_08733-RA
OG0005298	HEL_001764-RA	Bany_00095-RA
OG0005299	HEL_009014-RA	Bany_13128-RA, Bany_13129-RA
OG0005300	HEL_012421-RA	Bany_04411-RA
OG0005302	HEL_003519-RA	Bany_08734-RA
OG0005303	HEL_005245-RA	Bany_15554-RA
OG0005304	HEL_005244-RA	Bany_15555-RA
OG0005305	HEL_011748-RA	Bany_16147-RA
OG0005306	HEL_009015-RA	Bany_13130-RA
OG0005307	HEL_005243-RA	Bany_15557-RA
OG0005308	HEL_005251-RA	Bany_01939-RA
OG0005309	HEL_011702-RA, HEL_011701-RA	Bany_16148-RA
OG0005310	HEL_009018-RA	Bany_13131-RA
OG0005311	HEL_011709-RA	Bany_16149-RA
OG0005312	HEL_002087-RA	Bany_17021-RA
OG0005314	HEL_009021-RA	Bany_13136-RA
OG0005315	HEL_000788-RA	Bany_13734-RA
OG0005316	HEL_000475-RA	Bany_16525-RA
OG0005317	HEL_013240-RA	Bany_07241-RA
OG0005318	HEL_011243-RA	Bany_06618-RA
OG0005319	HEL_012427-RA	Bany_04418-RA
OG0005320	HEL_010536-RA	Bany_02708-RA
OG0005321	HEL_005675-RA	Bany_14364-RA
OG0005322	HEL_010537-RA	Bany_02709-RA
OG0005323	HEL_013520-RA	Bany_17773-RA
OG0005324	HEL_010538-RA	Bany_02710-RA
OG0005325	HEL_008219-RA	Bany_11218-RA
OG0005326	HEL_013242-RA	Bany_07243-RA
OG0005327	HEL_013521-RA	Bany_17775-RA
OG0005328	HEL_001766-RA	Bany_00100-RA
OG0005330	HEL_005238-RA	Bany_15565-RA
OG0005331	HEL_008886-RA	Bany_13146-RA
OG0005332	HEL_005237-RA	Bany_15566-RA
OG0005333	HEL_010545-RA	Bany_02716-RA
OG0005334	HEL_008885-RA	Bany_13147-RA
OG0005335	HEL_008214-RA	Bany_11223-RA
OG0005336	HEL_008212-RA	Bany_11226-RA
OG0005337	HEL_008211-RA	Bany_11227-RA
OG0005338	HEL_003531-RA	Bany_08744-RA
OG0005339	HEL_013176-RA	Bany_10689-RA
OG0005340	HEL_003532-RA	Bany_08745-RA
OG0005341	HEL_000478-RA	Bany_16529-RA
OG0005342	HEL_000479-RA	Bany_16530-RA
OG0005343	HEL_011719-RA	Bany_16162-RA
OG0005344	HEL_013171-RA	Bany_10692-RA
OG0005345	HEL_014295-RA	Bany_11231-RA
OG0005346	HEL_000480-RA	Bany_16531-RA
OG0005349	HEL_010149-RA	Bany_01038-RA
OG0005350	HEL_000789-RA	Bany_13736-RA
OG0005351	HEL_011736-RA	Bany_16164-RA
OG0005352	HEL_011263-RA	Bany_06628-RA
OG0005353	HEL_000790-RA	Bany_13737-RA
OG0005355	HEL_005687-RA	Bany_14374-RA
OG0005356	HEL_001777-RA	Bany_00112-RA
OG0005357	HEL_014299-RA	Bany_11236-RA
OG0005358	HEL_005688-RA	Bany_14376-RA
OG0005359	HEL_014300-RA	Bany_11238-RA
OG0005360	HEL_003535-RA	Bany_08747-RA
OG0005361	HEL_000487-RA	Bany_16534-RA
OG0005362	HEL_013063-RA	Bany_04432-RA
OG0005363	HEL_004597-RA	Bany_17489-RA
OG0005364	HEL_014302-RA	Bany_11240-RA
OG0005365	HEL_010147-RA	Bany_01041-RA
OG0005366	HEL_014303-RA	Bany_11242-RA
OG0005367	HEL_011268-RA	Bany_06631-RA
OG0005368	HEL_003320-RA	Bany_01947-RA
OG0005370	HEL_003958-RA	Bany_05268-RA
OG0005371	HEL_007575-RA	Bany_09985-RA
OG0005372	HEL_011726-RA	Bany_16170-RA
OG0005373	HEL_005235-RA	Bany_15571-RA
OG0005374	HEL_013168-RA	Bany_10694-RA
OG0005375	HEL_012434-RA	Bany_04436-RA
OG0005376	HEL_013525-RA	Bany_17782-RA
OG0005377	HEL_005426-RA	Bany_17493-RA
OG0005378	HEL_003539-RA	Bany_08752-RA
OG0005379	HEL_005689-RA	Bany_14380-RA
OG0005380	HEL_013261-RA	Bany_07255-RA
OG0005381	HEL_005690-RA	Bany_14381-RA
OG0005382	HEL_011724-RA	Bany_16172-RA
OG0005383	HEL_003317-RA	Bany_01953-RA
OG0005384	HEL_002274-RA	Bany_03531-RA
OG0005385	HEL_005028-RA	Bany_01954-RA
OG0005386	HEL_013258-RA	Bany_07258-RA
OG0005387	HEL_012440-RA	Bany_04439-RA
OG0005388	HEL_010204-RA	Bany_05942-RA
OG0005389	HEL_011178-RA	Bany_16174-RA
OG0005390	HEL_003599-RA	Bany_09414-RA
OG0005391	HEL_003955-RA	Bany_05274-RA
OG0005392	HEL_005029-RA	Bany_01955-RA
OG0005393	HEL_003954-RA	Bany_05276-RA
OG0005394	HEL_007798-RA	Bany_11902-RA
OG0005395	HEL_005030-RA	Bany_01957-RA
OG0005396	HEL_011273-RA	Bany_06636-RA
OG0005397	HEL_000493-RA	Bany_16544-RA
OG0005398	HEL_005232-RA	Bany_15575-RA
OG0005399	HEL_002278-RA	Bany_03536-RA
OG0005400	HEL_005428-RA	Bany_17495-RA
OG0005401	HEL_005231-RA	Bany_15577-RA
OG0005402	HEL_010142-RA	Bany_01049-RA
OG0005403	HEL_002281-RA	Bany_03537-RA
OG0005404	HEL_005429-RA	Bany_17496-RA
OG0005405	HEL_003952-RA	Bany_05279-RA
OG0005406	HEL_012444-RA	Bany_04441-RA
OG0005407	HEL_009709-RA	Bany_14968-RA
OG0005408	HEL_003951-RA	Bany_05281-RA
OG0005409	HEL_005225-RA	Bany_15580-RA
OG0005410	HEL_011276-RA	Bany_06638-RA
OG0005411	HEL_003950-RA	Bany_05282-RA
OG0005412	HEL_003949-RA	Bany_05283-RA
OG0005413	HEL_002282-RA	Bany_03538-RA
OG0005414	HEL_010271-RA	Bany_08038-RA, Bany_08041-RA
OG0005415	HEL_011278-RA	Bany_06641-RA
OG0005416	HEL_003544-RA	Bany_08764-RA
OG0005417	HEL_003543-RA	Bany_08765-RA
OG0005419	HEL_005431-RA	Bany_17498-RA
OG0005420	HEL_011743-RA	Bany_16179-RA
OG0005421	HEL_005040-RA	Bany_01965-RA
OG0005422	HEL_010559-RA	Bany_02734-RA
OG0005423	HEL_011744-RA	Bany_16180-RA
OG0005424	HEL_003591-RA	Bany_09422-RA
OG0005425	HEL_005041-RA	Bany_01966-RA
OG0005426	HEL_013161-RA	Bany_10702-RA
OG0005427	HEL_007571-RA	Bany_09993-RA
OG0005428	HEL_009713-RA	Bany_14973-RA
OG0005429	HEL_006395-RA	Bany_11273-RA
OG0005430	HEL_010562-RA	Bany_02739-RA
OG0005431	HEL_010563-RA	Bany_02740-RA
OG0005432	HEL_005695-RA	Bany_14387-RA
OG0005433	HEL_008865-RA	Bany_13165-RA
OG0005434	HEL_005696-RA	Bany_14388-RA
OG0005436	HEL_013251-RA	Bany_07266-RA
OG0005438	HEL_012448-RA	Bany_04447-RA
OG0005439	HEL_006396-RA	Bany_11276-RA
OG0005440	HEL_011820-RA	Bany_17787-RA
OG0005441	HEL_010565-RA	Bany_02743-RA
OG0005442	HEL_012452-RA	Bany_04448-RA
OG0005443	HEL_001792-RA	Bany_00132-RA
OG0005444	HEL_010566-RA	Bany_02744-RA
OG0005445	HEL_002103-RA	Bany_17039-RA, Bany_17038-RA
OG0005446	HEL_001795-RA	Bany_00134-RA
OG0005447	HEL_001796-RA	Bany_00135-RA
OG0005448	HEL_010568-RA	Bany_02746-RA
OG0005449	HEL_001797-RA	Bany_00137-RA
OG0005450	HEL_002104-RA	Bany_17040-RA
OG0005451	HEL_011284-RA	Bany_06647-RA
OG0005452	HEL_010569-RA	Bany_02747-RA
OG0005453	HEL_003587-RA	Bany_09427-RA
OG0005454	HEL_011136-RA	Bany_10705-RA
OG0005455	HEL_009717-RA	Bany_14980-RA
OG0005456	HEL_009361-RA	Bany_17796-RA
OG0005457	HEL_002285-RA	Bany_03545-RA
OG0005458	HEL_010570-RA	Bany_02752-RA
OG0005459	HEL_003585-RA	Bany_09430-RA
OG0005460	HEL_005049-RA	Bany_01977-RA
OG0005461	HEL_012454-RA	Bany_04450-RA
OG0005462	HEL_005052-RA	Bany_01978-RA
OG0005463	HEL_005699-RA	Bany_14392-RA
OG0005464	HEL_003616-RA	Bany_09433-RA
OG0005465	HEL_005053-RA	Bany_01979-RA
OG0005466	HEL_003617-RA	Bany_09434-RA
OG0005467	HEL_005055-RA	Bany_01981-RA
OG0005468	HEL_010265-RA	Bany_08052-RA
OG0005469	HEL_006402-RA	Bany_11287-RA
OG0005470	HEL_011132-RA	Bany_10709-RA
OG0005471	HEL_006403-RA	Bany_11288-RA
OG0005472	HEL_005056-RA	Bany_01982-RA
OG0005473	HEL_010212-RA	Bany_05948-RA
OG0005474	HEL_010213-RA	Bany_05949-RA
OG0005475	HEL_009721-RA	Bany_14982-RA
OG0005476	HEL_006405-RA	Bany_11290-RA
OG0005477	HEL_005057-RA	Bany_01984-RA
OG0005478	HEL_003623-RA	Bany_09438-RA
OG0005479	HEL_010858-RA	Bany_15585-RA
OG0005480	HEL_000495-RA	Bany_16561-RA
OG0005481	HEL_005702-RA	Bany_14394-RA
OG0005482	HEL_005060-RA	Bany_01987-RA
OG0005483	HEL_003624-RA	Bany_09442-RA
OG0005484	HEL_004115-RA	Bany_12646-RA
OG0005485	HEL_010857-RA	Bany_15587-RA
OG0005486	HEL_003628-RA	Bany_09444-RA
OG0005487	HEL_001802-RA	Bany_00157-RA
OG0005488	HEL_005708-RA	Bany_14397-RA
OG0005489	HEL_002286-RA	Bany_03548-RA
OG0005490	HEL_006410-RA	Bany_11293-RA
OG0005491	HEL_000500-RA	Bany_16565-RA
OG0005492	HEL_001804-RA	Bany_00160-RA
OG0005493	HEL_001805-RA	Bany_00161-RA
OG0005494	HEL_001807-RA	Bany_00162-RA
OG0005495	HEL_011294-RA	Bany_06655-RA
OG0005497	HEL_007002-RA	Bany_01990-RA
OG0005498	HEL_011083-RA	Bany_10716-RA
OG0005499	HEL_010221-RA	Bany_05959-RA
OG0005500	HEL_003634-RA	Bany_09449-RA
OG0005501	HEL_005710-RA	Bany_14400-RA
OG0005502	HEL_003636-RA	Bany_09450-RA
OG0005503	HEL_011084-RA	Bany_10717-RA
OG0005504	HEL_010223-RA	Bany_05963-RA
OG0005505	HEL_003548-RA	Bany_08777-RA
OG0005506	HEL_005712-RA	Bany_14405-RA
OG0005507	HEL_003549-RA	Bany_08778-RA
OG0005508	HEL_010132-RA	Bany_01056-RA
OG0005509	HEL_005713-RA	Bany_14406-RA
OG0005510	HEL_002123-RA	Bany_17053-RA
OG0005511	HEL_010131-RA	Bany_01057-RA
OG0005512	HEL_011089-RA	Bany_10720-RA
OG0005514	HEL_006029-RA	Bany_11920-RA
OG0005515	HEL_002127-RA	Bany_17058-RA
OG0005516	HEL_010260-RA	Bany_08058-RA
OG0005517	HEL_005717-RA	Bany_14411-RA
OG0005518	HEL_010231-RA	Bany_05977-RA
OG0005519	HEL_006026-RA, HEL_011137-RA	Bany_11922-RA
OG0005520	HEL_009677-RA	Bany_07276-RA
OG0005521	HEL_002523-RA	Bany_04463-RA
OG0005522	HEL_002128-RA	Bany_17059-RA
OG0005523	HEL_009034-RA	Bany_02759-RA
OG0005524	HEL_011098-RA	Bany_10727-RA
OG0005525	HEL_002525-RA	Bany_04465-RA
OG0005526	HEL_010124-RA	Bany_01061-RA
OG0005527	HEL_009678-RA	Bany_07278-RA
OG0005529	HEL_011779-RA	Bany_16208-RA
OG0005530	HEL_003678-RA	Bany_09459-RA
OG0005531	HEL_003676-RA	Bany_09460-RA
OG0005532	HEL_011099-RA	Bany_10729-RA
OG0005533	HEL_003674-RA	Bany_09462-RA
OG0005534	HEL_003673-RA	Bany_09463-RA
OG0005535	HEL_011105-RA	Bany_10731-RA
OG0005536	HEL_005720-RA	Bany_14416-RA
OG0005537	HEL_002001-RA	Bany_16590-RA
OG0005538	HEL_011106-RA	Bany_10733-RA
OG0005539	HEL_004943-RA	Bany_02007-RA
OG0005540	HEL_011107-RA	Bany_10734-RA
OG0005541	HEL_011230-RA	Bany_13182-RA
OG0005542	HEL_011109-RA	Bany_10737-RA
OG0005543	HEL_010121-RA	Bany_01064-RA
OG0005544	HEL_009042-RA	Bany_02764-RA
OG0005545	HEL_003670-RA	Bany_09466-RA
OG0005546	HEL_003669-RA	Bany_09467-RA
OG0005547	HEL_005726-RA	Bany_14421-RA
OG0005548	HEL_000432-RA	Bany_16594-RA
OG0005549	HEL_011111-RA	Bany_10740-RA
OG0005550	HEL_011112-RA, HEL_011113-RA	Bany_10741-RA
OG0005551	HEL_006413-RA	Bany_11299-RA
OG0005552	HEL_002131-RA	Bany_17066-RA
OG0005553	HEL_002528-RA	Bany_04471-RA
OG0005554	HEL_013833-RA	Bany_09471-RA
OG0005555	HEL_002531-RA	Bany_04474-RA
OG0005556	HEL_004950-RA	Bany_02009-RA
OG0005557	HEL_008062-RA	Bany_06000-RA
OG0005558	HEL_008061-RA	Bany_06001-RA
OG0005559	HEL_008058-RA	Bany_06002-RA
OG0005560	HEL_013836-RA	Bany_09473-RA
OG0005561	HEL_006020-RA	Bany_11928-RA
OG0005562	HEL_002136-RA	Bany_17071-RA
OG0005563	HEL_011116-RA	Bany_10747-RA
OG0005564	HEL_002137-RA	Bany_17073-RA
OG0005565	HEL_002534-RA	Bany_04481-RA
OG0005566	HEL_013839-RA	Bany_09476-RA
OG0005567	HEL_013837-RA	Bany_09477-RA
OG0005568	HEL_001703-RA	Bany_00189-RA
OG0005569	HEL_013841-RA	Bany_09478-RA
OG0005570	HEL_011119-RA	Bany_10752-RA
OG0005571	HEL_010256-RA	Bany_08070-RA
OG0005572	HEL_011785-RA	Bany_16213-RA
OG0005573	HEL_013843-RA	Bany_09481-RA
OG0005574	HEL_013845-RA	Bany_09482-RA
OG0005575	HEL_010108-RA	Bany_01076-RA
OG0005576	HEL_011081-RA	Bany_10754-RA
OG0005577	HEL_011080-RA	Bany_10755-RA
OG0005578	HEL_011843-RA	Bany_17831-RA
OG0005579	HEL_008046-RA	Bany_06010-RA
OG0005580	HEL_011226-RA	Bany_13188-RA
OG0005581	HEL_011331-RA	Bany_06684-RA
OG0005582	HEL_013852-RA	Bany_09485-RA
OG0005583	HEL_010107-RA	Bany_01078-RA
OG0005584	HEL_002142-RA	Bany_17076-RA
OG0005586	HEL_004132-RA	Bany_12679-RA
OG0005587	HEL_013853-RA	Bany_09486-RA
OG0005588	HEL_002145-RA	Bany_17077-RA
OG0005589	HEL_011076-RA	Bany_10758-RA
OG0005590	HEL_006018-RA	Bany_11931-RA
OG0005591	HEL_013854-RA	Bany_09487-RA
OG0005592	HEL_002294-RA	Bany_03568-RA
OG0005593	HEL_002295-RA	Bany_03569-RA
OG0005594	HEL_002143-RA	Bany_17079-RA
OG0005595	HEL_008044-RA	Bany_06013-RA
OG0005596	HEL_006414-RA	Bany_11301-RA
OG0005597	HEL_002147-RA	Bany_17081-RA
OG0005598	HEL_011225-RA	Bany_13189-RA
OG0005599	HEL_011335-RA	Bany_06688-RA
OG0005600	HEL_000804-RA	Bany_13755-RA
OG0005601	HEL_009047-RA	Bany_02771-RA
OG0005602	HEL_011072-RA	Bany_10765-RA
OG0005603	HEL_011071-RA	Bany_10766-RA
OG0005604	HEL_011789-RA	Bany_16222-RA
OG0005605	HEL_011842-RA	Bany_17835-RA
OG0005606	HEL_011070-RA	Bany_10767-RA
OG0005607	HEL_002151-RA	Bany_17088-RA
OG0005609	HEL_009050-RA	Bany_02773-RA
OG0005611	HEL_009051-RA	Bany_02774-RA
OG0005612	HEL_011841-RA	Bany_17836-RA
OG0005613	HEL_004960-RA	Bany_02026-RA
OG0005614	HEL_009052-RA	Bany_02775-RA
OG0005615	HEL_000429-RA	Bany_16602-RA
OG0005616	HEL_000811-RA	Bany_13761-RA
OG0005617	HEL_009461-RA	Bany_08085-RA
OG0005619	HEL_009734-RA	Bany_14993-RA
OG0005620	HEL_007659-RA	Bany_10022-RA
OG0005621	HEL_011791-RA	Bany_16229-RA
OG0005622	HEL_005826-RA	Bany_14429-RA
OG0005624	HEL_005825-RA	Bany_14430-RA
OG0005626	HEL_011222-RA	Bany_13193-RA
OG0005627	HEL_011346-RA	Bany_06696-RA
OG0005628	HEL_008033-RA	Bany_06024-RA
OG0005629	HEL_014046-RA	Bany_05314-RA
OG0005630	HEL_005816-RA	Bany_14436-RA
OG0005631	HEL_000814-RA	Bany_13770-RA
OG0005632	HEL_010099-RA	Bany_01089-RA
OG0005633	HEL_003562-RA	Bany_08790-RA
OG0005634	HEL_000426-RA	Bany_16604-RA
OG0005635	HEL_013857-RA	Bany_09492-RA
OG0005636	HEL_014045-RA	Bany_05315-RA
OG0005637	HEL_006423-RA	Bany_11313-RA
OG0005638	HEL_010098-RA	Bany_01090-RA
OG0005639	HEL_014044-RA	Bany_05316-RA
OG0005640	HEL_014043-RA	Bany_05317-RA
OG0005641	HEL_006424-RA	Bany_11314-RA
OG0005642	HEL_014041-RA	Bany_05318-RA
OG0005643	HEL_014040-RA	Bany_05319-RA
OG0005644	HEL_011803-RA	Bany_16234-RA
OG0005645	HEL_006425-RA	Bany_11315-RA
OG0005646	HEL_011802-RA	Bany_16235-RA
OG0005647	HEL_014039-RA	Bany_05320-RA
OG0005648	HEL_014038-RA	Bany_05321-RA
OG0005649	HEL_000533-RA	Bany_06699-RA
OG0005650	HEL_009061-RA	Bany_02784-RA
OG0005651	HEL_004101-RA	Bany_12693-RA
OG0005652	HEL_009060-RA	Bany_02786-RA
OG0005654	HEL_010096-RA	Bany_01092-RA
OG0005655	HEL_009735-RA	Bany_14994-RA
OG0005656	HEL_002304-RA	Bany_03579-RA
OG0005657	HEL_004596-RA	Bany_17519-RA
OG0005658	HEL_009448-RA	Bany_08096-RA
OG0005659	HEL_006428-RA	Bany_11318-RA
OG0005660	HEL_004968-RA	Bany_02038-RA
OG0005661	HEL_004090-RA	Bany_12699-RA
OG0005663	HEL_012063-RA	Bany_07291-RA
OG0005664	HEL_004094-RA	Bany_12701-RA
OG0005665	HEL_002306-RA	Bany_03582-RA
OG0005666	HEL_004969-RA	Bany_02039-RA
OG0005667	HEL_011799-RA	Bany_16239-RA
OG0005668	HEL_004095-RA	Bany_12702-RA
OG0005669	HEL_004970-RA	Bany_02040-RA
OG0005670	HEL_002546-RA	Bany_04494-RA
OG0005671	HEL_004971-RA	Bany_02041-RA
OG0005672	HEL_004653-RA	Bany_17524-RA
OG0005673	HEL_011216-RA, HEL_011214-RA	Bany_13197-RA
OG0005674	HEL_002547-RA	Bany_04495-RA
OG0005675	HEL_009063-RA	Bany_02788-RA
OG0005676	HEL_004973-RA	Bany_02043-RA
OG0005677	HEL_007669-RA	Bany_10028-RA
OG0005678	HEL_009446-RA	Bany_07765-RA, Bany_08098-RA
OG0005679	HEL_009064-RA	Bany_02789-RA
OG0005680	HEL_011838-RA	Bany_17841-RA
OG0005681	HEL_009065-RA	Bany_02790-RA
OG0005682	HEL_007670-RA	Bany_10029-RA
OG0005683	HEL_009445-RA	Bany_08100-RA
OG0005684	HEL_007671-RA	Bany_10031-RA
OG0005685	HEL_004979-RA	Bany_02045-RA
OG0005686	HEL_002548-RA	Bany_04496-RA
OG0005687	HEL_012066-RA	Bany_07297-RA
OG0005688	HEL_002551-RA	Bany_04498-RA
OG0005689	HEL_002311-RA	Bany_03588-RA
OG0005690	HEL_010090-RA	Bany_01099-RA
OG0005691	HEL_011809-RA	Bany_16246-RA
OG0005692	HEL_002312-RA	Bany_03589-RA
OG0005694	HEL_002313-RA	Bany_03592-RA
OG0005695	HEL_014526-RA	Bany_12711-RA
OG0005696	HEL_004985-RA	Bany_02048-RA
OG0005697	HEL_006432-RA	Bany_11321-RA
OG0005698	HEL_004987-RA	Bany_02049-RA
OG0005699	HEL_000820-RA	Bany_13776-RA
OG0005700	HEL_011835-RA	Bany_17845-RA
OG0005701	HEL_011832-RA	Bany_17846-RA
OG0005702	HEL_002314-RA	Bany_03593-RA
OG0005703	HEL_014247-RA	Bany_09505-RA
OG0005704	HEL_002315-RA	Bany_03594-RA
OG0005705	HEL_002474-RA	Bany_09507-RA
OG0005706	HEL_003566-RA	Bany_08797-RA
OG0005707	HEL_012077-RA	Bany_07307-RA
OG0005708	HEL_014245-RA	Bany_09508-RA
OG0005709	HEL_012078-RA	Bany_07308-RA
OG0005710	HEL_002554-RA	Bany_04500-RA
OG0005711	HEL_000524-RA	Bany_06705-RA
OG0005712	HEL_007835-RA	Bany_11951-RA
OG0005713	HEL_007834-RA	Bany_11952-RA
OG0005714	HEL_003568-RA, HEL_003569-RA	Bany_08799-RA
OG0005715	HEL_001682-RA	Bany_00210-RA
OG0005716	HEL_011213-RA	Bany_13199-RA
OG0005717	HEL_001680-RA	Bany_00211-RA
OG0005718	HEL_002161-RA	Bany_17111-RA
OG0005719	HEL_009075-RA	Bany_02808-RA
OG0005720	HEL_009077-RA	Bany_02809-RA
OG0005721	HEL_007690-RA	Bany_10034-RA
OG0005722	HEL_000521-RA	Bany_06707-RA
OG0005723	HEL_003571-RA	Bany_08802-RA
OG0005724	HEL_007832-RA	Bany_11956-RA
OG0005725	HEL_002321-RA	Bany_03602-RA
OG0005726	HEL_007829-RA	Bany_11959-RA
OG0005727	HEL_002322-RA	Bany_03603-RA
OG0005728	HEL_002323-RA	Bany_03604-RA
OG0005729	HEL_009080-RA	Bany_02813-RA
OG0005730	HEL_007696-RA	Bany_10037-RA
OG0005731	HEL_000821-RA	Bany_13777-RA
OG0005732	HEL_011847-RA	Bany_17857-RA
OG0005733	HEL_011211-RA	Bany_13200-RA
OG0005734	HEL_002325-RA	Bany_03606-RA
OG0005735	HEL_009084-RA	Bany_02816-RA
OG0005736	HEL_010078-RA	Bany_01105-RA
OG0005737	HEL_011209-RA	Bany_13203-RA
OG0005738	HEL_007700-RA	Bany_10039-RA
OG0005739	HEL_002327-RA	Bany_03609-RA
OG0005740	HEL_000512-RA	Bany_06712-RA
OG0005741	HEL_001677-RA	Bany_00214-RA
OG0005742	HEL_004999-RA	Bany_02061-RA
OG0005743	HEL_012107-RA	Bany_07311-RA
OG0005744	HEL_000417-RA	Bany_16617-RA
OG0005745	HEL_014230-RA	Bany_09518-RA
OG0005746	HEL_008080-RA	Bany_06033-RA
OG0005747	HEL_002330-RA	Bany_03615-RA
OG0005749	HEL_008081-RA	Bany_06034-RA
OG0005751	HEL_009738-RA	Bany_15002-RA
OG0005753	HEL_008083-RA	Bany_06038-RA
OG0005754	HEL_002333-RA	Bany_03619-RA
OG0005755	HEL_009744-RA	Bany_15006-RA
OG0005756	HEL_002334-RA	Bany_03620-RA
