Orthogroup	Heliconius_erato_lativitta	Vanessa_cardui
OG0003910	HEL_002447-RA	Vcard_DToL06003-RA
OG0003911	HEL_009629-RA	Vcard_DToL00277-RA
OG0003912	HEL_002449-RA	Vcard_DToL06000-RA
OG0003913	HEL_012994-RA	Vcard_DToL18615-RA
OG0003914	HEL_005837-RA	Vcard_DToL12814-RA
OG0003915	HEL_005184-RA	Vcard_DToL14818-RA
OG0003916	HEL_010069-RA	Vcard_DToL18265-RA, Vcard_DToL18266-RA
OG0003917	HEL_004667-RA, HEL_008406-RA	Vcard_DToL16990-RA
OG0003918	HEL_004295-RA	Vcard_DToL10512-RA
OG0003919	HEL_006217-RA, HEL_004852-RA, HEL_004853-RA	Vcard_DToL11021-RA
OG0003920	HEL_002022-RA	Vcard_DToL15168-RA
OG0003921	HEL_000877-RA, HEL_000878-RA	Vcard_DToL12270-RA
OG0003922	HEL_014443-RA	Vcard_DToL05009-RA
OG0003923	HEL_009627-RA	Vcard_DToL00273-RA
OG0003924	HEL_009626-RA	Vcard_DToL00274-RA
OG0003925	HEL_002024-RA	Vcard_DToL15166-RA
OG0003926	HEL_000876-RA	Vcard_DToL12273-RA
OG0003927	HEL_001575-RA	Vcard_DToL02071-RA
OG0003928	HEL_006582-RA	Vcard_DToL13294-RA
OG0003929	HEL_009625-RA	Vcard_DToL00272-RA
OG0003930	HEL_002459-RA, HEL_002458-RA	Vcard_DToL05987-RA
OG0003931	HEL_002026-RA	Vcard_DToL15163-RA
OG0003932	HEL_014447-RA	Vcard_DToL05017-RA
OG0003933	HEL_002461-RA, HEL_002463-RA	Vcard_DToL05985-RA
OG0003934	HEL_010075-RA	Vcard_DToL18326-RA
OG0003935	HEL_002902-RA	Vcard_DToL01522-RA
OG0003936	HEL_002901-RA	Vcard_DToL01523-RA
OG0003937	HEL_001574-RA	Vcard_DToL02073-RA
OG0003938	HEL_005205-RA	Vcard_DToL14802-RA
OG0003939	HEL_000341-RA	Vcard_DToL13941-RA
OG0003940	HEL_011540-RA, HEL_011541-RA	Vcard_DToL09867-RA
OG0003941	HEL_008971-RA	Vcard_DToL11299-RA
OG0003942	HEL_004842-RA	Vcard_DToL16366-RA
OG0003943	HEL_005206-RA	Vcard_DToL14801-RA
OG0003944	HEL_004293-RA	Vcard_DToL10511-RA
OG0003945	HEL_011545-RA	Vcard_DToL09865-RA
OG0003946	HEL_008972-RA	Vcard_DToL11298-RA
OG0003947	HEL_006156-RA	Vcard_DToL07292-RA, Vcard_DToL07291-RA
OG0003948	HEL_004669-RA	Vcard_DToL16994-RA
OG0003949	HEL_002892-RA	Vcard_DToL01533-RA, Vcard_DToL01532-RA
OG0003950	HEL_000617-RA	Vcard_DToL17507-RA
OG0003951	HEL_007559-RA, HEL_007560-RA	Vcard_DToL04273-RA
OG0003952	HEL_001562-RA, HEL_001559-RA	Vcard_DToL02082-RA
OG0003954	HEL_010861-RA	Vcard_DToL05019-RA
OG0003955	HEL_002466-RA, HEL_002468-RA	Vcard_DToL05982-RA
OG0003956	HEL_000620-RA	Vcard_DToL17511-RA
OG0003957	HEL_013665-RA	Vcard_DToL18257-RA, Vcard_DToL18258-RA
OG0003958	HEL_002475-RA	Vcard_DToL05973-RA
OG0003959	HEL_000622-RA	Vcard_DToL17513-RA
OG0003960	HEL_010864-RA	Vcard_DToL05022-RA
OG0003962	HEL_000307-RA	Vcard_DToL14165-RA
OG0003963	HEL_000868-RA	Vcard_DToL12289-RA
OG0003964	HEL_007554-RA	Vcard_DToL04277-RA
OG0003965	HEL_011556-RA, HEL_011555-RA	Vcard_DToL09856-RA
OG0003966	HEL_004177-RA	Vcard_DToL18240-RA
OG0003967	HEL_010867-RA	Vcard_DToL05025-RA
OG0003968	HEL_008734-RA	Vcard_DToL03628-RA, Vcard_DToL03627-RA
OG0003969	HEL_005210-RA, HEL_005211-RA	Vcard_DToL14797-RA
OG0003970	HEL_000626-RA	Vcard_DToL17454-RA
OG0003971	HEL_002484-RA	Vcard_DToL05964-RA
OG0003972	HEL_006155-RA	Vcard_DToL07294-RA
OG0003973	HEL_014547-RA	Vcard_DToL07718-RA
OG0003974	HEL_006588-RA	Vcard_DToL13270-RA
OG0003975	HEL_000866-RA	Vcard_DToL12295-RA
OG0003976	HEL_010806-RA	Vcard_DToL09388-RA
OG0003977	HEL_002487-RA	Vcard_DToL05959-RA
OG0003978	HEL_000312-RA, HEL_000311-RA	Vcard_DToL14161-RA
OG0003980	HEL_006741-RA	Vcard_DToL01357-RA
OG0003981	HEL_010804-RA	Vcard_DToL09390-RA
OG0003982	HEL_000314-RA	Vcard_DToL14158-RA
OG0003984	HEL_010803-RA	Vcard_DToL09393-RA
OG0003985	HEL_006151-RA	Vcard_DToL07300-RA
OG0003986	HEL_005628-RA	Vcard_DToL03260-RA
OG0003987	HEL_007881-RA	Vcard_DToL06855-RA, Vcard_DToL06854-RA
OG0003988	HEL_004272-RA	Vcard_DToL10484-RA
OG0003989	HEL_000634-RA	Vcard_DToL17452-RA
OG0003992	HEL_012466-RA	Vcard_DToL10956-RA
OG0003993	HEL_004673-RA	Vcard_DToL16999-RA
OG0003994	HEL_000636-RA, HEL_000635-RA	Vcard_DToL17451-RA
OG0003995	HEL_004183-RA	Vcard_DToL18231-RA
OG0003996	HEL_012711-RA	Vcard_DToL12745-RA
OG0003997	HEL_004188-RA	Vcard_DToL18226-RA
OG0003998	HEL_010792-RA	Vcard_DToL09407-RA
OG0003999	HEL_004190-RA	Vcard_DToL18224-RA
OG0004000	HEL_010789-RA	Vcard_DToL09410-RA
OG0004001	HEL_004191-RA	Vcard_DToL18223-RA
OG0004002	HEL_005619-RA	Vcard_DToL02846-RA
OG0004003	HEL_000860-RA	Vcard_DToL12310-RA
OG0004005	HEL_010888-RA	Vcard_DToL05053-RA
OG0004006	HEL_007186-RA	Vcard_DToL00250-RA
OG0004007	HEL_000857-RA	Vcard_DToL12314-RA
OG0004008	HEL_012467-RA	Vcard_DToL10959-RA, Vcard_DToL10958-RA
OG0004009	HEL_007545-RA	Vcard_DToL04286-RA
OG0004010	HEL_008727-RA	Vcard_DToL03635-RA
OG0004011	HEL_004676-RA	Vcard_DToL17000-RA
OG0004012	HEL_002886-RA	Vcard_DToL01541-RA
OG0004013	HEL_004815-RA	Vcard_DToL16341-RA
OG0004014	HEL_011562-RA	Vcard_DToL09843-RA
OG0004015	HEL_000320-RA	Vcard_DToL14145-RA
OG0004016	HEL_007183-RA	Vcard_DToL00241-RA
OG0004018	HEL_007869-RA	Vcard_DToL06878-RA
OG0004019	HEL_002953-RA	Vcard_DToL05929-RA
OG0004020	HEL_008725-RA	Vcard_DToL03637-RA
OG0004021	HEL_009909-RA, HEL_009907-RA	Vcard_DToL07935-RA
OG0004022	HEL_010894-RA	Vcard_DToL05065-RA
OG0004023	HEL_001531-RA	Vcard_DToL02114-RA
OG0004024	HEL_013810-RA	Vcard_DToL14769-RA
OG0004025	HEL_009895-RA	Vcard_DToL07867-RA
OG0004026	HEL_000319-RA	Vcard_DToL14144-RA
OG0004027	HEL_010897-RA	Vcard_DToL05070-RA
OG0004028	HEL_013814-RA	Vcard_DToL14763-RA
OG0004029	HEL_014402-RA	Vcard_DToL08247-RA
OG0004030	HEL_007864-RA	Vcard_DToL06882-RA
OG0004031	HEL_000644-RA	Vcard_DToL17437-RA
OG0004032	HEL_010485-RA	Vcard_DToL09051-RA
OG0004033	HEL_010899-RA	Vcard_DToL05074-RA, Vcard_DToL05073-RA
OG0004034	HEL_007860-RA	Vcard_DToL06884-RA
OG0004036	HEL_001526-RA	Vcard_DToL02122-RA
OG0004038	HEL_000645-RA	Vcard_DToL17435-RA
OG0004042	HEL_013658-RA	Vcard_DToL18206-RA
OG0004043	HEL_000655-RA	Vcard_DToL17412-RA
OG0004044	HEL_013660-RA	Vcard_DToL18246-RA, Vcard_DToL18245-RA
OG0004045	HEL_012786-RA	Vcard_DToL13183-RA
OG0004046	HEL_005601-RA	Vcard_DToL02871-RA
OG0004047	HEL_002878-RA	Vcard_DToL01551-RA
OG0004048	HEL_013826-RA	Vcard_DToL14748-RA
OG0004050	HEL_004700-RA	Vcard_DToL17024-RA
OG0004052	HEL_000657-RA, HEL_000658-RA	Vcard_DToL17409-RA
OG0004055	HEL_013832-RA	Vcard_DToL14740-RA
OG0004056	HEL_000661-RA	Vcard_DToL17407-RA
OG0004058	HEL_007168-RA	Vcard_DToL00218-RA
OG0004059	HEL_006131-RA	Vcard_DToL07322-RA
OG0004060	HEL_008711-RA	Vcard_DToL03653-RA
OG0004061	HEL_004252-RA	Vcard_DToL10463-RA
OG0004062	HEL_002866-RA	Vcard_DToL01563-RA, Vcard_DToL01565-RA
OG0004063	HEL_012480-RA, HEL_012479-RA	Vcard_DToL10983-RA
OG0004064	HEL_012481-RA	Vcard_DToL10985-RA
OG0004065	HEL_001530-RA, HEL_001529-RA	Vcard_DToL02116-RA
OG0004066	HEL_004249-RA	Vcard_DToL10461-RA
OG0004067	HEL_003778-RA	Vcard_DToL14458-RA, Vcard_DToL14459-RA
OG0004068	HEL_007524-RA	Vcard_DToL04310-RA
OG0004069	HEL_008709-RA	Vcard_DToL03654-RA
OG0004070	HEL_010908-RA	Vcard_DToL05088-RA
OG0004071	HEL_007166-RA	Vcard_DToL00212-RA
OG0004072	HEL_014095-RA	Vcard_DToL13168-RA
OG0004073	HEL_007521-RA	Vcard_DToL04313-RA
OG0004075	HEL_003770-RA, HEL_003771-RA	Vcard_DToL14464-RA
OG0004077	HEL_007123-RA	Vcard_DToL00207-RA
OG0004078	HEL_004754-RA	Vcard_DToL16295-RA
OG0004081	HEL_009577-RA	Vcard_DToL16263-RA
OG0004082	HEL_010916-RA	Vcard_DToL05099-RA
OG0004083	HEL_008702-RA	Vcard_DToL03661-RA
OG0004084	HEL_014099-RA	Vcard_DToL13161-RA
OG0004085	HEL_008699-RA	Vcard_DToL03665-RA
OG0004086	HEL_005874-RA	Vcard_DToL17121-RA
OG0004087	HEL_000685-RA	Vcard_DToL17434-RA
OG0004088	HEL_005578-RA	Vcard_DToL02923-RA
OG0004090	HEL_008693-RA	Vcard_DToL03669-RA
OG0004092	HEL_012486-RA	Vcard_DToL10995-RA
OG0004093	HEL_014211-RA	Vcard_DToL07854-RA
OG0004094	HEL_014105-RA	Vcard_DToL13153-RA
OG0004095	HEL_008689-RA	Vcard_DToL03674-RA
OG0004099	HEL_001501-RA	Vcard_DToL02157-RA
OG0004100	HEL_004745-RA	Vcard_DToL17081-RA, Vcard_DToL17082-RA
OG0004101	HEL_006010-RA, HEL_006009-RA	Vcard_DToL17319-RA
OG0004102	HEL_007133-RA	Vcard_DToL00186-RA
OG0004103	HEL_005510-RA	Vcard_DToL02992-RA
OG0004104	HEL_007511-RA, HEL_007512-RA	Vcard_DToL04326-RA
OG0004105	HEL_007510-RA, HEL_007509-RA	Vcard_DToL04327-RA
OG0004106	HEL_001496-RA	Vcard_DToL02166-RA
OG0004107	HEL_002841-RA	Vcard_DToL01596-RA
OG0004108	HEL_008676-RA, HEL_008675-RA	Vcard_DToL03687-RA
OG0004109	HEL_002837-RA, HEL_002838-RA	Vcard_DToL01597-RA
OG0004110	HEL_008672-RA	Vcard_DToL03691-RA
OG0004112	HEL_001493-RA, HEL_001492-RA	Vcard_DToL02169-RA
OG0004113	HEL_014110-RA, HEL_014109-RA	Vcard_DToL13147-RA
OG0004114	HEL_001487-RA	Vcard_DToL02175-RA
OG0004115	HEL_000330-RA	Vcard_DToL14135-RA
OG0004116	HEL_002836-RA, HEL_002835-RA	Vcard_DToL01599-RA
OG0004117	HEL_000337-RA	Vcard_DToL14133-RA
OG0004118	HEL_002179-RA	Vcard_DToL17333-RA
OG0004119	HEL_010953-RA	Vcard_DToL05139-RA
OG0004120	HEL_014118-RA, HEL_014119-RA	Vcard_DToL13140-RA
OG0004121	HEL_007490-RA	Vcard_DToL04344-RA
OG0004122	HEL_005839-RA	Vcard_DToL12812-RA
OG0004123	HEL_002180-RA	Vcard_DToL17334-RA
OG0004124	HEL_010958-RA	Vcard_DToL05144-RA
OG0004125	HEL_004739-RA	Vcard_DToL17073-RA
OG0004126	HEL_004738-RA	Vcard_DToL17072-RA
OG0004127	HEL_007480-RA, HEL_007481-RA	Vcard_DToL04353-RA
OG0004128	HEL_003748-RA	Vcard_DToL14474-RA
OG0004129	HEL_001483-RA, HEL_001484-RA	Vcard_DToL02181-RA
OG0004130	HEL_006960-RA	Vcard_DToL15496-RA
OG0004131	HEL_006360-RA	Vcard_DToL06703-RA
OG0004132	HEL_012724-RA	Vcard_DToL12727-RA
OG0004133	HEL_003739-RA	Vcard_DToL14484-RA
OG0004134	HEL_010962-RA	Vcard_DToL05151-RA
OG0004135	HEL_013722-RA	Vcard_DToL11015-RA
OG0004135	HEL_013721-RA	Vcard_DToL11014-RA
OG0004136	HEL_003738-RA	Vcard_DToL14485-RA
OG0004137	HEL_003737-RA	Vcard_DToL14486-RA
OG0004138	HEL_003736-RA	Vcard_DToL14489-RA
OG0004141	HEL_010764-RA	Vcard_DToL09451-RA
OG0004142	HEL_013999-RA	Vcard_DToL09816-RA
OG0004143	HEL_006958-RA	Vcard_DToL15501-RA
OG0004145	HEL_012725-RA	Vcard_DToL12724-RA
OG0004146	HEL_001469-RA	Vcard_DToL02186-RA
OG0004147	HEL_013725-RA	Vcard_DToL11016-RA
OG0004148	HEL_010967-RA	Vcard_DToL05157-RA
OG0004149	HEL_006362-RA	Vcard_DToL06707-RA
OG0004150	HEL_010762-RA	Vcard_DToL09454-RA
OG0004151	HEL_003735-RA	Vcard_DToL14493-RA
OG0004152	HEL_005555-RA	Vcard_DToL02947-RA
OG0004153	HEL_005553-RA	Vcard_DToL02950-RA
OG0004154	HEL_010444-RA	Vcard_DToL00391-RA
OG0004155	HEL_010446-RA	Vcard_DToL00393-RA
OG0004156	HEL_009961-RA	Vcard_DToL07904-RA
OG0004159	HEL_006955-RA	Vcard_DToL15507-RA
OG0004160	HEL_002807-RA	Vcard_DToL01286-RA
OG0004161	HEL_010971-RA, HEL_004885-RA	Vcard_DToL05162-RA
OG0004162	HEL_010447-RA	Vcard_DToL00394-RA, Vcard_DToL00395-RA
OG0004164	HEL_010761-RA	Vcard_DToL09458-RA
OG0004165	HEL_002806-RA	Vcard_DToL01285-RA
OG0004166	HEL_010758-RA	Vcard_DToL09461-RA
OG0004169	HEL_006097-RA	Vcard_DToL07372-RA
OG0004170	HEL_010456-RA	Vcard_DToL00408-RA
OG0004171	HEL_014376-RA	Vcard_DToL03697-RA
OG0004174	HEL_009965-RA	Vcard_DToL07911-RA
OG0004175	HEL_004727-RA	Vcard_DToL17053-RA
OG0004176	HEL_001455-RA	Vcard_DToL02211-RA
OG0004179	HEL_006915-RA	Vcard_DToL15522-RA
OG0004181	HEL_007466-RA	Vcard_DToL04378-RA
OG0004182	HEL_006914-RA	Vcard_DToL15524-RA
OG0004183	HEL_002801-RA	Vcard_DToL01274-RA
OG0004184	HEL_000062-RA	Vcard_DToL05353-RA, Vcard_DToL05354-RA
OG0004185	HEL_004715-RA, HEL_004714-RA	Vcard_DToL17048-RA
OG0004186	HEL_002793-RA, HEL_002794-RA	Vcard_DToL01269-RA
OG0004187	HEL_010463-RA	Vcard_DToL00419-RA
OG0004188	HEL_012896-RA	Vcard_DToL09790-RA
OG0004189	HEL_000292-RA	Vcard_DToL14206-RA, Vcard_DToL14207-RA
OG0004190	HEL_012746-RA	Vcard_DToL12696-RA
OG0004191	HEL_010464-RA	Vcard_DToL00420-RA
OG0004192	HEL_005533-RA	Vcard_DToL02962-RA
OG0004193	HEL_003716-RA	Vcard_DToL14510-RA
OG0004194	HEL_006001-RA	Vcard_DToL17308-RA
OG0004195	HEL_002789-RA	Vcard_DToL01263-RA
OG0004196	HEL_000290-RA	Vcard_DToL14209-RA
OG0004197	HEL_001445-RA	Vcard_DToL02230-RA
OG0004199	HEL_009539-RA	Vcard_DToL16224-RA
OG0004202	HEL_006285-RA	Vcard_DToL06722-RA
OG0004204	HEL_010470-RA	Vcard_DToL00429-RA
OG0004206	HEL_003703-RA	Vcard_DToL14529-RA
OG0004208	HEL_010472-RA	Vcard_DToL00433-RA
OG0004209	HEL_000281-RA	Vcard_DToL14219-RA
OG0004210	HEL_003700-RA	Vcard_DToL14531-RA
OG0004211	HEL_001341-RA	Vcard_DToL02360-RA, Vcard_DToL02359-RA
OG0004212	HEL_002778-RA	Vcard_DToL01253-RA
OG0004213	HEL_006088-RA	Vcard_DToL07382-RA
OG0004214	HEL_012906-RA	Vcard_DToL09779-RA, Vcard_DToL09778-RA
OG0004215	HEL_000275-RA	Vcard_DToL14225-RA
OG0004216	HEL_005527-RA	Vcard_DToL02970-RA
OG0004217	HEL_003000-RA	Vcard_DToL05853-RA
OG0004218	HEL_009528-RA	Vcard_DToL16214-RA
OG0004219	HEL_006289-RA	Vcard_DToL06728-RA
OG0004220	HEL_012762-RA, HEL_012763-RA	Vcard_DToL13217-RA
OG0004222	HEL_012913-RA	Vcard_DToL09770-RA
OG0004223	HEL_003694-RA	Vcard_DToL14542-RA
OG0004224	HEL_005525-RA	Vcard_DToL02972-RA
OG0004225	HEL_006290-RA, HEL_006291-RA	Vcard_DToL06729-RA
OG0004226	HEL_004579-RA	Vcard_DToL03714-RA
OG0004227	HEL_006292-RA	Vcard_DToL06730-RA, Vcard_DToL06731-RA
OG0004228	HEL_001347-RA	Vcard_DToL02351-RA
OG0004231	HEL_007448-RA	Vcard_DToL04392-RA
OG0004232	HEL_003009-RA	Vcard_DToL05842-RA
OG0004233	HEL_000043-RA, HEL_000042-RA	Vcard_DToL05381-RA
OG0004234	HEL_014071-RA	Vcard_DToL11054-RA, Vcard_DToL11053-RA
OG0004235	HEL_005520-RA	Vcard_DToL02979-RA, Vcard_DToL02978-RA
OG0004236	HEL_014072-RA	Vcard_DToL11055-RA
OG0004237	HEL_009521-RA	Vcard_DToL16206-RA
OG0004239	HEL_000035-RA	Vcard_DToL05388-RA
OG0004240	HEL_005517-RA	Vcard_DToL02983-RA
OG0004241	HEL_003785-RA	Vcard_DToL14452-RA
OG0004242	HEL_000034-RA	Vcard_DToL05389-RA
OG0004243	HEL_005515-RA	Vcard_DToL02985-RA, Vcard_DToL02987-RA
OG0004244	HEL_003786-RA, HEL_003787-RA	Vcard_DToL14449-RA
OG0004245	HEL_010002-RA	Vcard_DToL07973-RA
OG0004246	HEL_001359-RA	Vcard_DToL02338-RA
OG0004248	HEL_000030-RA, HEL_000031-RA	Vcard_DToL05392-RA
OG0004250	HEL_001362-RA	Vcard_DToL02336-RA
OG0004251	HEL_001361-RA, HEL_001360-RA	Vcard_DToL02337-RA
OG0004252	HEL_002765-RA, HEL_002764-RA	Vcard_DToL01244-RA
OG0004253	HEL_001364-RA	Vcard_DToL02335-RA
OG0004254	HEL_009513-RA	Vcard_DToL16198-RA
OG0004255	HEL_004218-RA	Vcard_DToL10418-RA
OG0004256	HEL_006294-RA	Vcard_DToL06746-RA, Vcard_DToL06738-RA
OG0004257	HEL_002762-RA	Vcard_DToL01241-RA
OG0004258	HEL_001367-RA	Vcard_DToL02329-RA
OG0004259	HEL_000027-RA	Vcard_DToL05402-RA
OG0004260	HEL_003019-RA	Vcard_DToL05830-RA
OG0004261	HEL_001369-RA	Vcard_DToL02326-RA
OG0004262	HEL_010005-RA, HEL_010006-RA	Vcard_DToL07966-RA
OG0004263	HEL_003024-RA	Vcard_DToL05826-RA
OG0004264	HEL_007437-RA, HEL_007439-RA	Vcard_DToL04399-RA
OG0004265	HEL_006301-RA	Vcard_DToL06658-RA
OG0004266	HEL_008207-RA	Vcard_DToL13686-RA
OG0004267	HEL_014478-RA	Vcard_DToL00457-RA
OG0004268	HEL_006302-RA	Vcard_DToL06659-RA
OG0004270	HEL_003029-RA	Vcard_DToL05822-RA
OG0004271	HEL_009505-RA	Vcard_DToL16187-RA, Vcard_DToL16186-RA
OG0004272	HEL_003031-RA	Vcard_DToL05819-RA
OG0004273	HEL_013619-RA	Vcard_DToL12668-RA, Vcard_DToL12667-RA
OG0004274	HEL_001093-RA, HEL_001091-RA	Vcard_DToL12010-RA
OG0004275	HEL_000272-RA, HEL_000271-RA	Vcard_DToL14237-RA
OG0004276	HEL_008202-RA	Vcard_DToL13691-RA
OG0004277	HEL_003820-RA	Vcard_DToL14424-RA
OG0004278	HEL_003821-RA	Vcard_DToL14423-RA
OG0004279	HEL_004212-RA	Vcard_DToL10405-RA, Vcard_DToL10406-RA
OG0004280	HEL_003822-RA	Vcard_DToL14422-RA
OG0004281	HEL_013622-RA	Vcard_DToL12661-RA
OG0004282	HEL_001103-RA, HEL_001102-RA	Vcard_DToL12018-RA
OG0004283	HEL_008198-RA	Vcard_DToL13697-RA
OG0004284	HEL_003041-RA	Vcard_DToL05803-RA
OG0004285	HEL_010020-RA	Vcard_DToL07944-RA
OG0004286	HEL_002751-RA, HEL_002746-RA	Vcard_DToL01227-RA
OG0004287	HEL_014483-RA	Vcard_DToL00462-RA
OG0004288	HEL_001109-RA	Vcard_DToL12028-RA
OG0004289	HEL_004554-RA, HEL_004555-RA	Vcard_DToL03741-RA
OG0004290	HEL_002744-RA	Vcard_DToL01226-RA
OG0004291	HEL_010024-RA	Vcard_DToL07770-RA
OG0004293	HEL_012159-RA	Vcard_DToL09327-RA
OG0004294	HEL_003051-RA	Vcard_DToL05789-RA
OG0004295	HEL_004546-RA, HEL_004545-RA	Vcard_DToL03747-RA
OG0004296	HEL_013629-RA	Vcard_DToL12649-RA
OG0004297	HEL_006076-RA	Vcard_DToL07396-RA
OG0004298	HEL_005509-RA	Vcard_DToL02993-RA
OG0004299	HEL_004544-RA	Vcard_DToL03748-RA
OG0004300	HEL_012161-RA	Vcard_DToL09324-RA
OG0004301	HEL_013636-RA	Vcard_DToL12642-RA
OG0004302	HEL_006075-RA	Vcard_DToL07397-RA
OG0004303	HEL_004210-RA	Vcard_DToL10403-RA
OG0004304	HEL_012166-RA, HEL_012168-RA	Vcard_DToL09317-RA
OG0004306	HEL_013637-RA	Vcard_DToL12641-RA
OG0004307	HEL_009502-RA	Vcard_DToL16180-RA
OG0004308	HEL_013556-RA, HEL_013557-RA	Vcard_DToL07698-RA
OG0004309	HEL_005935-RA	Vcard_DToL17215-RA
OG0004311	HEL_004540-RA	Vcard_DToL03754-RA, Vcard_DToL03755-RA
OG0004312	HEL_012178-RA, HEL_012179-RA, HEL_012180-RA	Vcard_DToL09309-RA
OG0004313	HEL_006068-RA, HEL_006069-RA	Vcard_DToL07402-RA
OG0004314	HEL_001113-RA	Vcard_DToL12031-RA
OG0004315	HEL_006067-RA	Vcard_DToL07403-RA
OG0004316	HEL_013645-RA, HEL_013644-RA	Vcard_DToL12630-RA
OG0004317	HEL_008188-RA, HEL_008189-RA	Vcard_DToL13708-RA
OG0004318	HEL_000267-RA	Vcard_DToL14244-RA
OG0004319	HEL_006062-RA	Vcard_DToL07408-RA
OG0004320	HEL_003054-RA	Vcard_DToL05783-RA
OG0004321	HEL_012256-RA	Vcard_DToL11078-RA
OG0004322	HEL_014430-RA	Vcard_DToL15564-RA
OG0004326	HEL_002737-RA	Vcard_DToL01220-RA
OG0004327	HEL_006056-RA	Vcard_DToL07412-RA
OG0004328	HEL_002736-RA, HEL_002732-RA	Vcard_DToL01218-RA
OG0004329	HEL_004538-RA, HEL_004537-RA	Vcard_DToL03759-RA
OG0004331	HEL_013329-RA	Vcard_DToL07779-RA, Vcard_DToL07778-RA
OG0004332	HEL_007419-RA	Vcard_DToL04421-RA, Vcard_DToL04425-RA
OG0004333	HEL_013335-RA, HEL_005715-RA	Vcard_DToL07787-RA
OG0004334	HEL_006309-RA, HEL_006311-RA	Vcard_DToL06816-RA
OG0004335	HEL_006314-RA, HEL_006315-RA	Vcard_DToL06814-RA
OG0004336	HEL_006882-RA	Vcard_DToL15572-RA
OG0004337	HEL_013340-RA, HEL_013339-RA	Vcard_DToL07792-RA
OG0004339	HEL_003832-RA	Vcard_DToL14414-RA
OG0004340	HEL_012335-RA	Vcard_DToL15422-RA
OG0004341	HEL_001385-RA	Vcard_DToL02306-RA
OG0004342	HEL_006043-RA	Vcard_DToL07428-RA
OG0004343	HEL_006878-RA	Vcard_DToL15578-RA
OG0004344	HEL_000255-RA	Vcard_DToL14251-RA
OG0004345	HEL_001388-RA	Vcard_DToL02303-RA
OG0004346	HEL_007309-RA	Vcard_DToL10211-RA
OG0004347	HEL_012321-RA	Vcard_DToL15427-RA
OG0004348	HEL_014146-RA	Vcard_DToL03993-RA
OG0004349	HEL_001392-RA	Vcard_DToL02297-RA
OG0004350	HEL_012459-RA	Vcard_DToL10947-RA
OG0004351	HEL_003837-RA	Vcard_DToL14409-RA, Vcard_DToL14410-RA
OG0004352	HEL_007297-RA, HEL_007296-RA	Vcard_DToL10167-RA
OG0004354	HEL_012317-RA	Vcard_DToL15436-RA
OG0004355	HEL_000239-RA, HEL_000240-RA, HEL_000241-RA	Vcard_DToL14267-RA
OG0004356	HEL_014152-RA	Vcard_DToL03779-RA
OG0004357	HEL_001394-RA	Vcard_DToL02293-RA
OG0004358	HEL_010575-RA	Vcard_DToL07442-RA
OG0004359	HEL_014495-RA	Vcard_DToL00472-RA
OG0004360	HEL_012195-RA, HEL_012196-RA	Vcard_DToL09291-RA
OG0004361	HEL_001118-RA	Vcard_DToL12039-RA
OG0004362	HEL_000237-RA	Vcard_DToL14270-RA
OG0004363	HEL_013351-RA	Vcard_DToL07804-RA
OG0004364	HEL_008162-RA	Vcard_DToL13753-RA
OG0004365	HEL_006324-RA	Vcard_DToL06803-RA
OG0004369	HEL_006870-RA, HEL_006869-RA	Vcard_DToL15585-RA
OG0004370	HEL_003847-RA	Vcard_DToL14392-RA
OG0004371	HEL_014363-RA	Vcard_DToL12607-RA
OG0004372	HEL_003849-RA	Vcard_DToL14389-RA
OG0004373	HEL_012390-RA	Vcard_DToL10382-RA
OG0004374	HEL_001411-RA	Vcard_DToL02278-RA
OG0004375	HEL_003858-RA	Vcard_DToL14384-RA
OG0004376	HEL_010591-RA	Vcard_DToL07462-RA
OG0004377	HEL_001414-RA, HEL_001412-RA	Vcard_DToL02277-RA
OG0004379	HEL_007266-RA	Vcard_DToL10137-RA, Vcard_DToL10138-RA
OG0004380	HEL_014166-RA, HEL_014165-RA	Vcard_DToL03799-RA
OG0004381	HEL_007000-RA	Vcard_DToL00508-RA
OG0004382	HEL_001419-RA, HEL_001418-RA	Vcard_DToL02271-RA
OG0004383	HEL_006857-RA, HEL_006858-RA	Vcard_DToL15593-RA
OG0004384	HEL_001036-RA	Vcard_DToL12057-RA
OG0004386	HEL_001028-RA	Vcard_DToL12062-RA
OG0004388	HEL_005975-RA	Vcard_DToL17249-RA
OG0004389	HEL_004380-RA, HEL_004381-RA	Vcard_DToL03802-RA
OG0004391	HEL_007403-RA	Vcard_DToL04457-RA
OG0004392	HEL_002703-RA	Vcard_DToL01194-RA
OG0004393	HEL_001427-RA	Vcard_DToL02256-RA
OG0004394	HEL_013476-RA	Vcard_DToL15460-RA
OG0004395	HEL_011005-RA	Vcard_DToL05445-RA
OG0004396	HEL_002702-RA	Vcard_DToL01192-RA
OG0004397	HEL_013471-RA	Vcard_DToL15463-RA, Vcard_DToL15462-RA
OG0004398	HEL_006353-RA	Vcard_DToL06791-RA
OG0004399	HEL_002701-RA, HEL_002700-RA	Vcard_DToL01191-RA
OG0004400	HEL_000228-RA	Vcard_DToL14277-RA
OG0004401	HEL_007261-RA	Vcard_DToL10120-RA
OG0004402	HEL_005481-RA	Vcard_DToL03030-RA
OG0004404	HEL_010991-RA	Vcard_DToL05192-RA
OG0004405	HEL_006269-RA	Vcard_DToL06788-RA
OG0004406	HEL_000224-RA	Vcard_DToL14283-RA
